device=cuda dataset=fmnist(real) clients=20 malicious=4 defense=ecf attack=adaptive_ecf
round   1 | acc=0.0546 | bsr=0.000 | agg=0.47s | det_auroc=0.797 | tpr@5=0.00
round   2 | acc=0.1324 | bsr=0.011 | agg=0.42s | det_auroc=0.781 | tpr@5=0.00
round   3 | acc=0.3489 | bsr=0.439 | agg=0.42s | det_auroc=0.859 | tpr@5=0.25
round   4 | acc=0.3960 | bsr=0.492 | agg=0.46s | det_auroc=0.938 | tpr@5=0.50
round   5 | acc=0.5015 | bsr=0.430 | agg=0.41s | det_auroc=0.953 | tpr@5=0.50
round   6 | acc=0.6081 | bsr=0.328 | agg=0.41s | det_auroc=0.984 | tpr@5=0.75
round   7 | acc=0.6659 | bsr=0.239 | agg=0.43s | det_auroc=0.984 | tpr@5=0.75
round   8 | acc=0.6942 | bsr=0.156 | agg=0.42s | det_auroc=0.922 | tpr@5=0.25
round   9 | acc=0.6926 | bsr=0.123 | agg=0.43s | det_auroc=0.891 | tpr@5=0.00
round  10 | acc=0.6981 | bsr=0.108 | agg=0.47s | det_auroc=0.766 | tpr@5=0.00
round  11 | acc=0.6958 | bsr=0.092 | agg=0.42s | det_auroc=0.734 | tpr@5=0.00
round  12 | acc=0.7033 | bsr=0.093 | agg=0.48s | det_auroc=0.766 | tpr@5=0.00
round  13 | acc=0.7158 | bsr=0.096 | agg=0.42s | det_auroc=0.609 | tpr@5=0.00
round  14 | acc=0.7220 | bsr=0.095 | agg=0.45s | det_auroc=0.656 | tpr@5=0.00
round  15 | acc=0.7255 | bsr=0.092 | agg=0.45s | det_auroc=0.594 | tpr@5=0.00
round  16 | acc=0.7316 | bsr=0.089 | agg=0.44s | det_auroc=0.484 | tpr@5=0.00
round  17 | acc=0.7347 | bsr=0.093 | agg=0.38s | det_auroc=0.594 | tpr@5=0.00
round  18 | acc=0.7395 | bsr=0.098 | agg=0.41s | det_auroc=0.438 | tpr@5=0.00
round  19 | acc=0.7446 | bsr=0.098 | agg=0.42s | det_auroc=0.422 | tpr@5=0.00
round  20 | acc=0.7460 | bsr=0.106 | agg=0.41s | det_auroc=0.297 | tpr@5=0.00
round  21 | acc=0.7486 | bsr=0.110 | agg=0.43s | det_auroc=0.375 | tpr@5=0.00
round  22 | acc=0.7501 | bsr=0.110 | agg=0.42s | det_auroc=0.422 | tpr@5=0.00
round  23 | acc=0.7527 | bsr=0.111 | agg=0.39s | det_auroc=0.312 | tpr@5=0.00
round  24 | acc=0.7580 | bsr=0.114 | agg=0.42s | det_auroc=0.422 | tpr@5=0.00
round  25 | acc=0.7603 | bsr=0.119 | agg=0.40s | det_auroc=0.344 | tpr@5=0.00
round  26 | acc=0.7621 | bsr=0.116 | agg=0.40s | det_auroc=0.281 | tpr@5=0.00
round  27 | acc=0.7649 | bsr=0.125 | agg=0.43s | det_auroc=0.234 | tpr@5=0.00
round  28 | acc=0.7644 | bsr=0.129 | agg=0.41s | det_auroc=0.297 | tpr@5=0.00
round  29 | acc=0.7660 | bsr=0.131 | agg=0.50s | det_auroc=0.328 | tpr@5=0.00
