device=cuda dataset=fmnist(real) clients=20 malicious=4 defense=ecf attack=constrained_backdoor
round   1 | acc=0.0549 | bsr=0.000 | agg=0.19s | det_auroc=0.812 | tpr@5=0.00
round   2 | acc=0.1321 | bsr=0.010 | agg=0.14s | det_auroc=0.828 | tpr@5=0.00
round   3 | acc=0.3509 | bsr=0.426 | agg=0.13s | det_auroc=0.875 | tpr@5=0.25
round   4 | acc=0.3987 | bsr=0.483 | agg=0.13s | det_auroc=0.938 | tpr@5=0.50
round   5 | acc=0.5046 | bsr=0.416 | agg=0.14s | det_auroc=0.953 | tpr@5=0.50
round   6 | acc=0.6105 | bsr=0.318 | agg=0.14s | det_auroc=0.984 | tpr@5=0.75
round   7 | acc=0.6682 | bsr=0.235 | agg=0.14s | det_auroc=0.953 | tpr@5=0.50
round   8 | acc=0.6945 | bsr=0.156 | agg=0.13s | det_auroc=0.906 | tpr@5=0.25
round   9 | acc=0.6923 | bsr=0.123 | agg=0.13s | det_auroc=0.906 | tpr@5=0.00
round  10 | acc=0.6985 | bsr=0.109 | agg=0.14s | det_auroc=0.781 | tpr@5=0.00
round  11 | acc=0.6960 | bsr=0.093 | agg=0.15s | det_auroc=0.750 | tpr@5=0.00
round  12 | acc=0.7033 | bsr=0.093 | agg=0.14s | det_auroc=0.750 | tpr@5=0.00
round  13 | acc=0.7153 | bsr=0.096 | agg=0.12s | det_auroc=0.609 | tpr@5=0.00
round  14 | acc=0.7235 | bsr=0.096 | agg=0.12s | det_auroc=0.641 | tpr@5=0.00
round  15 | acc=0.7258 | bsr=0.092 | agg=0.14s | det_auroc=0.516 | tpr@5=0.00
round  16 | acc=0.7316 | bsr=0.089 | agg=0.14s | det_auroc=0.500 | tpr@5=0.00
round  17 | acc=0.7332 | bsr=0.093 | agg=0.12s | det_auroc=0.562 | tpr@5=0.00
round  18 | acc=0.7385 | bsr=0.098 | agg=0.13s | det_auroc=0.406 | tpr@5=0.00
round  19 | acc=0.7441 | bsr=0.099 | agg=0.14s | det_auroc=0.469 | tpr@5=0.00
round  20 | acc=0.7467 | bsr=0.107 | agg=0.14s | det_auroc=0.344 | tpr@5=0.00
round  21 | acc=0.7491 | bsr=0.109 | agg=0.14s | det_auroc=0.453 | tpr@5=0.00
round  22 | acc=0.7511 | bsr=0.110 | agg=0.13s | det_auroc=0.422 | tpr@5=0.00
round  23 | acc=0.7539 | bsr=0.110 | agg=0.13s | det_auroc=0.391 | tpr@5=0.00
round  24 | acc=0.7578 | bsr=0.113 | agg=0.12s | det_auroc=0.438 | tpr@5=0.00
round  25 | acc=0.7609 | bsr=0.118 | agg=0.13s | det_auroc=0.406 | tpr@5=0.00
round  26 | acc=0.7622 | bsr=0.117 | agg=0.14s | det_auroc=0.359 | tpr@5=0.00
