device=cuda dataset=fmnist(real) clients=20 malicious=4 defense=trimmed_mean attack=spurious_feature
round   1 | acc=0.5141 | bsr=nan | agg=0.15s
round   2 | acc=0.6311 | bsr=nan | agg=0.15s
round   3 | acc=0.7059 | bsr=nan | agg=0.14s
round   4 | acc=0.7304 | bsr=nan | agg=0.12s
round   5 | acc=0.7553 | bsr=nan | agg=0.14s
round   6 | acc=0.7586 | bsr=nan | agg=0.13s
round   7 | acc=0.7719 | bsr=nan | agg=0.13s
round   8 | acc=0.7812 | bsr=nan | agg=0.13s
round   9 | acc=0.7883 | bsr=nan | agg=0.12s
round  10 | acc=0.7943 | bsr=nan | agg=0.13s
round  11 | acc=0.8018 | bsr=nan | agg=0.13s
round  12 | acc=0.8069 | bsr=nan | agg=0.13s
round  13 | acc=0.8123 | bsr=nan | agg=0.13s
round  14 | acc=0.8196 | bsr=nan | agg=0.15s
round  15 | acc=0.8219 | bsr=nan | agg=0.13s
round  16 | acc=0.8251 | bsr=nan | agg=0.16s
round  17 | acc=0.8248 | bsr=nan | agg=0.13s
round  18 | acc=0.8333 | bsr=nan | agg=0.12s
round  19 | acc=0.8394 | bsr=nan | agg=0.13s
round  20 | acc=0.8417 | bsr=nan | agg=0.13s
round  21 | acc=0.8432 | bsr=nan | agg=0.13s
round  22 | acc=0.8424 | bsr=nan | agg=0.13s
round  23 | acc=0.8490 | bsr=nan | agg=0.14s
round  24 | acc=0.8508 | bsr=nan | agg=0.14s
round  25 | acc=0.8528 | bsr=nan | agg=0.14s
round  26 | acc=0.8531 | bsr=nan | agg=0.13s
round  27 | acc=0.8537 | bsr=nan | agg=0.15s
round  28 | acc=0.8581 | bsr=nan | agg=0.15s
round  29 | acc=0.8591 | bsr=nan | agg=0.14s
round  30 | acc=0.8590 | bsr=nan | agg=0.13s
round  31 | acc=0.8559 | bsr=nan | agg=0.13s
round  32 | acc=0.8613 | bsr=nan | agg=0.13s
round  33 | acc=0.8619 | bsr=nan | agg=0.13s
round  34 | acc=0.8612 | bsr=nan | agg=0.13s
round  35 | acc=0.8632 | bsr=nan | agg=0.14s
round  36 | acc=0.8650 | bsr=nan | agg=0.13s
round  37 | acc=0.8639 | bsr=nan | agg=0.14s
round  38 | acc=0.8653 | bsr=nan | agg=0.14s
round  39 | acc=0.8679 | bsr=nan | agg=0.14s
round  40 | acc=0.8697 | bsr=nan | agg=0.14s
round  41 | acc=0.8698 | bsr=nan | agg=0.14s
round  42 | acc=0.8706 | bsr=nan | agg=0.13s
round  43 | acc=0.8719 | bsr=nan | agg=0.13s
round  44 | acc=0.8739 | bsr=nan | agg=0.14s
round  45 | acc=0.8755 | bsr=nan | agg=0.15s
round  46 | acc=0.8749 | bsr=nan | agg=0.13s
round  47 | acc=0.8770 | bsr=nan | agg=0.14s
round  48 | acc=0.8759 | bsr=nan | agg=0.14s
round  49 | acc=0.8737 | bsr=nan | agg=0.14s
round  50 | acc=0.8782 | bsr=nan | agg=0.13s
round  51 | acc=0.8793 | bsr=nan | agg=0.14s
round  52 | acc=0.8798 | bsr=nan | agg=0.13s
round  53 | acc=0.8792 | bsr=nan | agg=0.14s
round  54 | acc=0.8790 | bsr=nan | agg=0.14s
round  55 | acc=0.8804 | bsr=nan | agg=0.14s
round  56 | acc=0.8788 | bsr=nan | agg=0.14s
round  57 | acc=0.8817 | bsr=nan | agg=0.14s
round  58 | acc=0.8821 | bsr=nan | agg=0.14s
round  59 | acc=0.8813 | bsr=nan | agg=0.14s
round  60 | acc=0.8844 | bsr=nan | agg=0.13s
