device=cuda dataset=fmnist(real) clients=20 malicious=4 defense=ecf attack=constrained_backdoor
round   1 | acc=0.0546 | bsr=0.000 | agg=0.49s | det_auroc=0.797 | tpr@5=0.00
round   2 | acc=0.1325 | bsr=0.011 | agg=0.41s | det_auroc=0.781 | tpr@5=0.00
round   3 | acc=0.3491 | bsr=0.437 | agg=0.40s | det_auroc=0.844 | tpr@5=0.25
round   4 | acc=0.3957 | bsr=0.492 | agg=0.44s | det_auroc=0.938 | tpr@5=0.50
round   5 | acc=0.5013 | bsr=0.429 | agg=0.43s | det_auroc=0.953 | tpr@5=0.50
round   6 | acc=0.6113 | bsr=0.327 | agg=0.43s | det_auroc=0.984 | tpr@5=0.75
round   7 | acc=0.6670 | bsr=0.241 | agg=0.42s | det_auroc=0.984 | tpr@5=0.75
round   8 | acc=0.6951 | bsr=0.155 | agg=0.41s | det_auroc=0.922 | tpr@5=0.25
round   9 | acc=0.6936 | bsr=0.123 | agg=0.41s | det_auroc=0.891 | tpr@5=0.00
round  10 | acc=0.6995 | bsr=0.109 | agg=0.41s | det_auroc=0.781 | tpr@5=0.00
round  11 | acc=0.6941 | bsr=0.093 | agg=0.40s | det_auroc=0.750 | tpr@5=0.00
round  12 | acc=0.7024 | bsr=0.093 | agg=0.42s | det_auroc=0.781 | tpr@5=0.00
round  13 | acc=0.7130 | bsr=0.095 | agg=0.44s | det_auroc=0.609 | tpr@5=0.00
round  14 | acc=0.7218 | bsr=0.094 | agg=0.41s | det_auroc=0.656 | tpr@5=0.00
round  15 | acc=0.7251 | bsr=0.092 | agg=0.45s | det_auroc=0.578 | tpr@5=0.00
round  16 | acc=0.7316 | bsr=0.089 | agg=0.41s | det_auroc=0.500 | tpr@5=0.00
round  17 | acc=0.7336 | bsr=0.093 | agg=0.45s | det_auroc=0.578 | tpr@5=0.00
round  18 | acc=0.7393 | bsr=0.098 | agg=0.40s | det_auroc=0.469 | tpr@5=0.00
round  19 | acc=0.7441 | bsr=0.098 | agg=0.41s | det_auroc=0.438 | tpr@5=0.00
round  20 | acc=0.7457 | bsr=0.107 | agg=0.41s | det_auroc=0.312 | tpr@5=0.00
round  21 | acc=0.7485 | bsr=0.110 | agg=0.45s | det_auroc=0.375 | tpr@5=0.00
round  22 | acc=0.7491 | bsr=0.110 | agg=0.46s | det_auroc=0.406 | tpr@5=0.00
round  23 | acc=0.7519 | bsr=0.110 | agg=0.44s | det_auroc=0.344 | tpr@5=0.00
round  24 | acc=0.7566 | bsr=0.113 | agg=0.43s | det_auroc=0.422 | tpr@5=0.00
round  25 | acc=0.7602 | bsr=0.118 | agg=0.40s | det_auroc=0.344 | tpr@5=0.00
round  26 | acc=0.7623 | bsr=0.117 | agg=0.40s | det_auroc=0.297 | tpr@5=0.00
round  27 | acc=0.7645 | bsr=0.126 | agg=0.41s | det_auroc=0.234 | tpr@5=0.00
