round   1 | acc=0.0670 | bsr=0.000 | agg=0.06s | det_auroc=0.953 | tpr@5=0.25
round   2 | acc=0.1159 | bsr=0.000 | agg=0.05s | det_auroc=1.000 | tpr@5=1.00
round   3 | acc=0.3565 | bsr=0.032 | agg=0.05s | det_auroc=1.000 | tpr@5=1.00
round   4 | acc=0.4473 | bsr=0.100 | agg=0.04s | det_auroc=0.969 | tpr@5=0.50
round   5 | acc=0.5518 | bsr=0.114 | agg=0.04s | det_auroc=0.969 | tpr@5=0.50
round   6 | acc=0.6536 | bsr=0.083 | agg=0.04s | det_auroc=0.969 | tpr@5=0.50
round   7 | acc=0.6749 | bsr=0.075 | agg=0.04s | det_auroc=1.000 | tpr@5=1.00
round   8 | acc=0.6712 | bsr=0.059 | agg=0.04s | det_auroc=1.000 | tpr@5=1.00
round   9 | acc=0.6735 | bsr=0.054 | agg=0.04s | det_auroc=1.000 | tpr@5=1.00
round  10 | acc=0.6851 | bsr=0.048 | agg=0.04s | det_auroc=1.000 | tpr@5=1.00
round  11 | acc=0.6961 | bsr=0.042 | agg=0.04s | det_auroc=1.000 | tpr@5=1.00
round  12 | acc=0.7024 | bsr=0.034 | agg=0.05s | det_auroc=1.000 | tpr@5=1.00
round  13 | acc=0.7137 | bsr=0.034 | agg=0.04s | det_auroc=1.000 | tpr@5=1.00
round  14 | acc=0.7257 | bsr=0.034 | agg=0.04s | det_auroc=1.000 | tpr@5=1.00
round  15 | acc=0.7278 | bsr=0.034 | agg=0.04s | det_auroc=1.000 | tpr@5=1.00
round  16 | acc=0.7322 | bsr=0.035 | agg=0.04s | det_auroc=1.000 | tpr@5=1.00
round  17 | acc=0.7353 | bsr=0.033 | agg=0.04s | det_auroc=1.000 | tpr@5=1.00
round  18 | acc=0.7411 | bsr=0.033 | agg=0.05s | det_auroc=1.000 | tpr@5=1.00
round  19 | acc=0.7431 | bsr=0.033 | agg=0.04s | det_auroc=0.922 | tpr@5=0.00
round  20 | acc=0.7445 | bsr=0.032 | agg=0.04s | det_auroc=1.000 | tpr@5=1.00
round  21 | acc=0.7476 | bsr=0.030 | agg=0.04s | det_auroc=0.961 | tpr@5=0.00
round  22 | acc=0.7500 | bsr=0.031 | agg=0.04s | det_auroc=0.953 | tpr@5=0.00
round  23 | acc=0.7508 | bsr=0.032 | agg=0.04s | det_auroc=0.930 | tpr@5=0.00
round  24 | acc=0.7549 | bsr=0.031 | agg=0.04s | det_auroc=0.961 | tpr@5=0.00
round  25 | acc=0.7569 | bsr=0.032 | agg=0.05s | det_auroc=0.930 | tpr@5=0.00
round  26 | acc=0.7586 | bsr=0.032 | agg=0.04s | det_auroc=0.969 | tpr@5=0.00
round  27 | acc=0.7529 | bsr=0.033 | agg=0.04s | det_auroc=0.938 | tpr@5=0.00
round  28 | acc=0.7602 | bsr=0.032 | agg=0.04s | det_auroc=0.875 | tpr@5=0.00
round  29 | acc=0.7584 | bsr=0.031 | agg=0.04s | det_auroc=0.969 | tpr@5=0.00
round  30 | acc=0.7582 | bsr=0.031 | agg=0.04s | det_auroc=0.961 | tpr@5=0.00
round  31 | acc=0.7661 | bsr=0.031 | agg=0.04s | det_auroc=0.891 | tpr@5=0.00
round  32 | acc=0.7696 | bsr=0.032 | agg=0.04s | det_auroc=0.953 | tpr@5=0.00
round  33 | acc=0.7690 | bsr=0.031 | agg=0.04s | det_auroc=0.906 | tpr@5=0.00
round  34 | acc=0.7695 | bsr=0.031 | agg=0.04s | det_auroc=0.969 | tpr@5=0.00
round  35 | acc=0.7729 | bsr=0.029 | agg=0.04s | det_auroc=0.938 | tpr@5=0.00
round  36 | acc=0.7736 | bsr=0.034 | agg=0.04s | det_auroc=0.859 | tpr@5=0.00
round  37 | acc=0.7793 | bsr=0.032 | agg=0.04s | det_auroc=0.922 | tpr@5=0.00
round  38 | acc=0.7758 | bsr=0.031 | agg=0.04s | det_auroc=0.961 | tpr@5=0.00
round  39 | acc=0.7764 | bsr=0.033 | agg=0.04s | det_auroc=0.938 | tpr@5=0.00
round  40 | acc=0.7758 | bsr=0.032 | agg=0.05s | det_auroc=0.938 | tpr@5=0.00
round  41 | acc=0.7796 | bsr=0.029 | agg=0.04s | det_auroc=0.969 | tpr@5=0.00
round  42 | acc=0.7857 | bsr=0.031 | agg=0.04s | det_auroc=0.969 | tpr@5=0.00
round  43 | acc=0.7849 | bsr=0.029 | agg=0.04s | det_auroc=0.961 | tpr@5=0.00
round  44 | acc=0.7821 | bsr=0.030 | agg=0.04s | det_auroc=0.891 | tpr@5=0.00
round  45 | acc=0.7859 | bsr=0.029 | agg=0.04s | det_auroc=0.938 | tpr@5=0.00
round  46 | acc=0.7794 | bsr=0.034 | agg=0.04s | det_auroc=0.922 | tpr@5=0.00
round  47 | acc=0.7857 | bsr=0.030 | agg=0.04s | det_auroc=0.906 | tpr@5=0.00
round  48 | acc=0.7888 | bsr=0.035 | agg=0.04s | det_auroc=0.859 | tpr@5=0.00
round  49 | acc=0.7900 | bsr=0.034 | agg=0.04s | det_auroc=0.969 | tpr@5=0.00
round  50 | acc=0.7893 | bsr=0.035 | agg=0.04s | det_auroc=0.969 | tpr@5=0.00
round  51 | acc=0.7903 | bsr=0.036 | agg=0.04s | det_auroc=0.734 | tpr@5=0.00
round  52 | acc=0.7924 | bsr=0.034 | agg=0.04s | det_auroc=0.906 | tpr@5=0.00
round  53 | acc=0.7956 | bsr=0.030 | agg=0.04s | det_auroc=0.969 | tpr@5=0.00
round  54 | acc=0.7955 | bsr=0.033 | agg=0.05s | det_auroc=0.781 | tpr@5=0.00
