round   1 | acc=0.4139 | bsr=nan | agg=0.19s
round   2 | acc=0.6557 | bsr=nan | agg=0.18s
round   3 | acc=0.6949 | bsr=nan | agg=0.18s
round   4 | acc=0.7321 | bsr=nan | agg=0.18s
round   5 | acc=0.7462 | bsr=nan | agg=0.18s
round   6 | acc=0.7435 | bsr=nan | agg=0.18s
round   7 | acc=0.7717 | bsr=nan | agg=0.18s
round   8 | acc=0.7725 | bsr=nan | agg=0.18s
round   9 | acc=0.7728 | bsr=nan | agg=0.18s
round  10 | acc=0.7890 | bsr=nan | agg=0.18s
round  11 | acc=0.7934 | bsr=nan | agg=0.18s
round  12 | acc=0.7989 | bsr=nan | agg=0.17s
round  13 | acc=0.7995 | bsr=nan | agg=0.18s
round  14 | acc=0.8042 | bsr=nan | agg=0.18s
round  15 | acc=0.8172 | bsr=nan | agg=0.18s
round  16 | acc=0.8142 | bsr=nan | agg=0.19s
round  17 | acc=0.8246 | bsr=nan | agg=0.18s
round  18 | acc=0.8267 | bsr=nan | agg=0.18s
round  19 | acc=0.8314 | bsr=nan | agg=0.18s
round  20 | acc=0.8301 | bsr=nan | agg=0.18s
round  21 | acc=0.8347 | bsr=nan | agg=0.18s
round  22 | acc=0.8382 | bsr=nan | agg=0.18s
round  23 | acc=0.8405 | bsr=nan | agg=0.18s
round  24 | acc=0.8433 | bsr=nan | agg=0.19s
round  25 | acc=0.8480 | bsr=nan | agg=0.19s
round  26 | acc=0.8488 | bsr=nan | agg=0.19s
round  27 | acc=0.8507 | bsr=nan | agg=0.19s
round  28 | acc=0.8543 | bsr=nan | agg=0.19s
round  29 | acc=0.8526 | bsr=nan | agg=0.18s
round  30 | acc=0.8557 | bsr=nan | agg=0.18s
round  31 | acc=0.8535 | bsr=nan | agg=0.18s
round  32 | acc=0.8545 | bsr=nan | agg=0.19s
round  33 | acc=0.8603 | bsr=nan | agg=0.18s
round  34 | acc=0.8582 | bsr=nan | agg=0.18s
round  35 | acc=0.8599 | bsr=nan | agg=0.19s
round  36 | acc=0.8659 | bsr=nan | agg=0.18s
round  37 | acc=0.8634 | bsr=nan | agg=0.19s
round  38 | acc=0.8674 | bsr=nan | agg=0.19s
round  39 | acc=0.8680 | bsr=nan | agg=0.19s
round  40 | acc=0.8668 | bsr=nan | agg=0.18s
round  41 | acc=0.8679 | bsr=nan | agg=0.20s
round  42 | acc=0.8699 | bsr=nan | agg=0.19s
round  43 | acc=0.8699 | bsr=nan | agg=0.18s
round  44 | acc=0.8701 | bsr=nan | agg=0.18s
round  45 | acc=0.8743 | bsr=nan | agg=0.19s
round  46 | acc=0.8756 | bsr=nan | agg=0.18s
round  47 | acc=0.8739 | bsr=nan | agg=0.18s
round  48 | acc=0.8732 | bsr=nan | agg=0.19s
round  49 | acc=0.8739 | bsr=nan | agg=0.19s
round  50 | acc=0.8735 | bsr=nan | agg=0.19s
round  51 | acc=0.8751 | bsr=nan | agg=0.18s
round  52 | acc=0.8783 | bsr=nan | agg=0.19s
round  53 | acc=0.8804 | bsr=nan | agg=0.18s
round  54 | acc=0.8766 | bsr=nan | agg=0.18s
round  55 | acc=0.8779 | bsr=nan | agg=0.18s
round  56 | acc=0.8775 | bsr=nan | agg=0.18s
round  57 | acc=0.8802 | bsr=nan | agg=0.18s
round  58 | acc=0.8810 | bsr=nan | agg=0.19s
round  59 | acc=0.8848 | bsr=nan | agg=0.19s
round  60 | acc=0.8821 | bsr=nan | agg=0.18s
