round   1 | acc=0.0704 | bsr=nan | agg=0.56s | det_auroc=1.000 | tpr@5=1.00
round   2 | acc=0.0935 | bsr=nan | agg=0.51s | det_auroc=1.000 | tpr@5=1.00
round   3 | acc=0.1697 | bsr=nan | agg=0.51s | det_auroc=1.000 | tpr@5=1.00
round   4 | acc=0.4190 | bsr=nan | agg=0.48s | det_auroc=1.000 | tpr@5=1.00
round   5 | acc=0.5092 | bsr=nan | agg=0.43s | det_auroc=1.000 | tpr@5=1.00
round   6 | acc=0.5281 | bsr=nan | agg=0.46s | det_auroc=1.000 | tpr@5=1.00
round   7 | acc=0.5296 | bsr=nan | agg=0.46s | det_auroc=1.000 | tpr@5=1.00
round   8 | acc=0.5954 | bsr=nan | agg=0.48s | det_auroc=1.000 | tpr@5=1.00
round   9 | acc=0.6392 | bsr=nan | agg=0.51s | det_auroc=1.000 | tpr@5=1.00
round  10 | acc=0.6588 | bsr=nan | agg=0.53s | det_auroc=1.000 | tpr@5=1.00
round  11 | acc=0.6819 | bsr=nan | agg=0.52s | det_auroc=1.000 | tpr@5=1.00
round  12 | acc=0.6942 | bsr=nan | agg=0.52s | det_auroc=1.000 | tpr@5=1.00
round  13 | acc=0.7072 | bsr=nan | agg=0.45s | det_auroc=1.000 | tpr@5=1.00
round  14 | acc=0.7137 | bsr=nan | agg=0.47s | det_auroc=1.000 | tpr@5=1.00
round  15 | acc=0.7197 | bsr=nan | agg=0.49s | det_auroc=1.000 | tpr@5=1.00
round  16 | acc=0.7299 | bsr=nan | agg=0.51s | det_auroc=1.000 | tpr@5=1.00
round  17 | acc=0.7364 | bsr=nan | agg=0.48s | det_auroc=1.000 | tpr@5=1.00
round  18 | acc=0.7392 | bsr=nan | agg=0.51s | det_auroc=1.000 | tpr@5=1.00
round  19 | acc=0.7441 | bsr=nan | agg=0.50s | det_auroc=1.000 | tpr@5=1.00
round  20 | acc=0.7461 | bsr=nan | agg=0.48s | det_auroc=1.000 | tpr@5=1.00
round  21 | acc=0.7473 | bsr=nan | agg=0.51s | det_auroc=1.000 | tpr@5=1.00
round  22 | acc=0.7499 | bsr=nan | agg=0.45s | det_auroc=1.000 | tpr@5=1.00
round  23 | acc=0.7494 | bsr=nan | agg=0.50s | det_auroc=1.000 | tpr@5=1.00
round  24 | acc=0.7519 | bsr=nan | agg=0.51s | det_auroc=1.000 | tpr@5=1.00
round  25 | acc=0.7597 | bsr=nan | agg=0.51s | det_auroc=1.000 | tpr@5=1.00
round  26 | acc=0.7631 | bsr=nan | agg=0.50s | det_auroc=1.000 | tpr@5=1.00
round  27 | acc=0.7648 | bsr=nan | agg=0.51s | det_auroc=1.000 | tpr@5=1.00
round  28 | acc=0.7659 | bsr=nan | agg=0.47s | det_auroc=1.000 | tpr@5=1.00
round  29 | acc=0.7691 | bsr=nan | agg=0.42s | det_auroc=1.000 | tpr@5=1.00
round  30 | acc=0.7726 | bsr=nan | agg=0.51s | det_auroc=1.000 | tpr@5=1.00
round  31 | acc=0.7750 | bsr=nan | agg=0.42s | det_auroc=0.984 | tpr@5=0.75
round  32 | acc=0.7769 | bsr=nan | agg=0.48s | det_auroc=1.000 | tpr@5=1.00
round  33 | acc=0.7793 | bsr=nan | agg=0.49s | det_auroc=1.000 | tpr@5=1.00
round  34 | acc=0.7804 | bsr=nan | agg=0.50s | det_auroc=0.984 | tpr@5=0.75
round  35 | acc=0.7803 | bsr=nan | agg=0.45s | det_auroc=0.984 | tpr@5=0.75
round  36 | acc=0.7827 | bsr=nan | agg=0.41s | det_auroc=1.000 | tpr@5=1.00
round  37 | acc=0.7816 | bsr=nan | agg=0.42s | det_auroc=1.000 | tpr@5=1.00
