device=cuda dataset=fmnist(real) clients=20 malicious=4 defense=ecf attack=min_max
round   1 | acc=0.0551 | bsr=nan | agg=0.21s | det_auroc=1.000 | tpr@5=1.00
round   2 | acc=0.0746 | bsr=nan | agg=0.14s | det_auroc=1.000 | tpr@5=1.00
round   3 | acc=0.1040 | bsr=nan | agg=0.14s | det_auroc=1.000 | tpr@5=1.00
round   4 | acc=0.2310 | bsr=nan | agg=0.14s | det_auroc=1.000 | tpr@5=1.00
round   5 | acc=0.4128 | bsr=nan | agg=0.14s | det_auroc=1.000 | tpr@5=1.00
round   6 | acc=0.5552 | bsr=nan | agg=0.14s | det_auroc=1.000 | tpr@5=1.00
round   7 | acc=0.5943 | bsr=nan | agg=0.14s | det_auroc=1.000 | tpr@5=1.00
round   8 | acc=0.6180 | bsr=nan | agg=0.13s | det_auroc=1.000 | tpr@5=1.00
round   9 | acc=0.6421 | bsr=nan | agg=0.15s | det_auroc=1.000 | tpr@5=1.00
round  10 | acc=0.6460 | bsr=nan | agg=0.14s | det_auroc=1.000 | tpr@5=1.00
round  11 | acc=0.6610 | bsr=nan | agg=0.14s | det_auroc=1.000 | tpr@5=1.00
round  12 | acc=0.6609 | bsr=nan | agg=0.15s | det_auroc=0.938 | tpr@5=0.00
round  13 | acc=0.6626 | bsr=nan | agg=0.14s | det_auroc=0.938 | tpr@5=0.00
round  14 | acc=0.6667 | bsr=nan | agg=0.15s | det_auroc=0.938 | tpr@5=0.00
round  15 | acc=0.6672 | bsr=nan | agg=0.13s | det_auroc=0.938 | tpr@5=0.00
round  16 | acc=0.6796 | bsr=nan | agg=0.14s | det_auroc=0.875 | tpr@5=0.00
round  17 | acc=0.6861 | bsr=nan | agg=0.15s | det_auroc=0.875 | tpr@5=0.00
round  18 | acc=0.6892 | bsr=nan | agg=0.14s | det_auroc=0.625 | tpr@5=0.00
round  19 | acc=0.6956 | bsr=nan | agg=0.14s | det_auroc=0.625 | tpr@5=0.00
round  20 | acc=0.6987 | bsr=nan | agg=0.14s | det_auroc=0.625 | tpr@5=0.00
round  21 | acc=0.7041 | bsr=nan | agg=0.14s | det_auroc=0.438 | tpr@5=0.00
round  22 | acc=0.7084 | bsr=nan | agg=0.14s | det_auroc=0.375 | tpr@5=0.00
round  23 | acc=0.7102 | bsr=nan | agg=0.13s | det_auroc=0.250 | tpr@5=0.00
round  24 | acc=0.7135 | bsr=nan | agg=0.15s | det_auroc=0.375 | tpr@5=0.00
round  25 | acc=0.7209 | bsr=nan | agg=0.13s | det_auroc=0.062 | tpr@5=0.00
round  26 | acc=0.7255 | bsr=nan | agg=0.15s | det_auroc=0.562 | tpr@5=0.00
