round   1 | acc=0.5096 | bsr=nan | agg=0.02s
round   2 | acc=0.6511 | bsr=nan | agg=0.01s
round   3 | acc=0.6797 | bsr=nan | agg=0.02s
round   4 | acc=0.7369 | bsr=nan | agg=0.01s
round   5 | acc=0.7149 | bsr=nan | agg=0.02s
round   6 | acc=0.7568 | bsr=nan | agg=0.02s
round   7 | acc=0.7668 | bsr=nan | agg=0.02s
round   8 | acc=0.7796 | bsr=nan | agg=0.01s
round   9 | acc=0.7803 | bsr=nan | agg=0.02s
round  10 | acc=0.7915 | bsr=nan | agg=0.02s
round  11 | acc=0.8004 | bsr=nan | agg=0.02s
round  12 | acc=0.7973 | bsr=nan | agg=0.02s
round  13 | acc=0.8105 | bsr=nan | agg=0.02s
round  14 | acc=0.8155 | bsr=nan | agg=0.02s
round  15 | acc=0.8185 | bsr=nan | agg=0.02s
round  16 | acc=0.8183 | bsr=nan | agg=0.02s
round  17 | acc=0.8318 | bsr=nan | agg=0.02s
round  18 | acc=0.8273 | bsr=nan | agg=0.01s
round  19 | acc=0.8348 | bsr=nan | agg=0.02s
round  20 | acc=0.8368 | bsr=nan | agg=0.01s
round  21 | acc=0.8442 | bsr=nan | agg=0.01s
round  22 | acc=0.8416 | bsr=nan | agg=0.01s
round  23 | acc=0.8504 | bsr=nan | agg=0.01s
round  24 | acc=0.8422 | bsr=nan | agg=0.01s
round  25 | acc=0.8531 | bsr=nan | agg=0.02s
round  26 | acc=0.8507 | bsr=nan | agg=0.01s
round  27 | acc=0.8529 | bsr=nan | agg=0.01s
round  28 | acc=0.8580 | bsr=nan | agg=0.01s
round  29 | acc=0.8554 | bsr=nan | agg=0.01s
round  30 | acc=0.8562 | bsr=nan | agg=0.01s
round  31 | acc=0.8591 | bsr=nan | agg=0.02s
round  32 | acc=0.8606 | bsr=nan | agg=0.02s
round  33 | acc=0.8623 | bsr=nan | agg=0.02s
round  34 | acc=0.8632 | bsr=nan | agg=0.02s
round  35 | acc=0.8618 | bsr=nan | agg=0.02s
round  36 | acc=0.8655 | bsr=nan | agg=0.01s
round  37 | acc=0.8625 | bsr=nan | agg=0.02s
round  38 | acc=0.8684 | bsr=nan | agg=0.01s
round  39 | acc=0.8686 | bsr=nan | agg=0.02s
round  40 | acc=0.8692 | bsr=nan | agg=0.01s
round  41 | acc=0.8684 | bsr=nan | agg=0.01s
round  42 | acc=0.8718 | bsr=nan | agg=0.02s
round  43 | acc=0.8704 | bsr=nan | agg=0.01s
round  44 | acc=0.8700 | bsr=nan | agg=0.02s
round  45 | acc=0.8760 | bsr=nan | agg=0.02s
round  46 | acc=0.8761 | bsr=nan | agg=0.02s
round  47 | acc=0.8736 | bsr=nan | agg=0.01s
round  48 | acc=0.8741 | bsr=nan | agg=0.02s
round  49 | acc=0.8738 | bsr=nan | agg=0.01s
round  50 | acc=0.8763 | bsr=nan | agg=0.02s
round  51 | acc=0.8780 | bsr=nan | agg=0.01s
round  52 | acc=0.8802 | bsr=nan | agg=0.01s
round  53 | acc=0.8790 | bsr=nan | agg=0.01s
round  54 | acc=0.8782 | bsr=nan | agg=0.02s
round  55 | acc=0.8787 | bsr=nan | agg=0.02s
round  56 | acc=0.8800 | bsr=nan | agg=0.02s
round  57 | acc=0.8809 | bsr=nan | agg=0.02s
round  58 | acc=0.8804 | bsr=nan | agg=0.02s
round  59 | acc=0.8805 | bsr=nan | agg=0.02s
round  60 | acc=0.8825 | bsr=nan | agg=0.01s
