round   1 | acc=0.4760 | bsr=nan | agg=0.13s
round   2 | acc=0.5861 | bsr=nan | agg=0.12s
round   3 | acc=0.6518 | bsr=nan | agg=0.12s
round   4 | acc=0.7260 | bsr=nan | agg=0.12s
round   5 | acc=0.7238 | bsr=nan | agg=0.12s
round   6 | acc=0.7334 | bsr=nan | agg=0.12s
round   7 | acc=0.7645 | bsr=nan | agg=0.13s
round   8 | acc=0.7703 | bsr=nan | agg=0.12s
round   9 | acc=0.7748 | bsr=nan | agg=0.11s
round  10 | acc=0.7866 | bsr=nan | agg=0.13s
round  11 | acc=0.7931 | bsr=nan | agg=0.12s
round  12 | acc=0.7953 | bsr=nan | agg=0.12s
round  13 | acc=0.8032 | bsr=nan | agg=0.12s
round  14 | acc=0.8078 | bsr=nan | agg=0.12s
round  15 | acc=0.8156 | bsr=nan | agg=0.12s
round  16 | acc=0.8156 | bsr=nan | agg=0.11s
round  17 | acc=0.8254 | bsr=nan | agg=0.12s
round  18 | acc=0.8237 | bsr=nan | agg=0.11s
round  19 | acc=0.8317 | bsr=nan | agg=0.12s
round  20 | acc=0.8331 | bsr=nan | agg=0.12s
round  21 | acc=0.8388 | bsr=nan | agg=0.11s
round  22 | acc=0.8418 | bsr=nan | agg=0.11s
round  23 | acc=0.8448 | bsr=nan | agg=0.12s
round  24 | acc=0.8444 | bsr=nan | agg=0.11s
round  25 | acc=0.8510 | bsr=nan | agg=0.12s
round  26 | acc=0.8520 | bsr=nan | agg=0.12s
round  27 | acc=0.8502 | bsr=nan | agg=0.12s
round  28 | acc=0.8559 | bsr=nan | agg=0.11s
round  29 | acc=0.8552 | bsr=nan | agg=0.12s
round  30 | acc=0.8571 | bsr=nan | agg=0.11s
round  31 | acc=0.8546 | bsr=nan | agg=0.11s
round  32 | acc=0.8594 | bsr=nan | agg=0.11s
round  33 | acc=0.8615 | bsr=nan | agg=0.11s
round  34 | acc=0.8633 | bsr=nan | agg=0.11s
round  35 | acc=0.8617 | bsr=nan | agg=0.12s
round  36 | acc=0.8671 | bsr=nan | agg=0.11s
round  37 | acc=0.8648 | bsr=nan | agg=0.12s
round  38 | acc=0.8662 | bsr=nan | agg=0.12s
round  39 | acc=0.8681 | bsr=nan | agg=0.12s
round  40 | acc=0.8694 | bsr=nan | agg=0.12s
round  41 | acc=0.8687 | bsr=nan | agg=0.12s
round  42 | acc=0.8727 | bsr=nan | agg=0.11s
round  43 | acc=0.8702 | bsr=nan | agg=0.12s
round  44 | acc=0.8706 | bsr=nan | agg=0.11s
round  45 | acc=0.8733 | bsr=nan | agg=0.12s
round  46 | acc=0.8758 | bsr=nan | agg=0.12s
round  47 | acc=0.8745 | bsr=nan | agg=0.11s
round  48 | acc=0.8731 | bsr=nan | agg=0.12s
round  49 | acc=0.8747 | bsr=nan | agg=0.13s
round  50 | acc=0.8753 | bsr=nan | agg=0.12s
round  51 | acc=0.8751 | bsr=nan | agg=0.12s
round  52 | acc=0.8769 | bsr=nan | agg=0.13s
round  53 | acc=0.8798 | bsr=nan | agg=0.12s
round  54 | acc=0.8767 | bsr=nan | agg=0.12s
round  55 | acc=0.8769 | bsr=nan | agg=0.13s
round  56 | acc=0.8777 | bsr=nan | agg=0.14s
round  57 | acc=0.8807 | bsr=nan | agg=0.13s
round  58 | acc=0.8784 | bsr=nan | agg=0.12s
round  59 | acc=0.8809 | bsr=nan | agg=0.13s
round  60 | acc=0.8830 | bsr=nan | agg=0.12s
