device=cuda dataset=fmnist(real) clients=20 malicious=4 defense=multi_krum attack=min_max
round   1 | acc=0.4732 | bsr=nan | agg=1.12s | det_auroc=1.000 | tpr@5=1.00
round   2 | acc=0.6590 | bsr=nan | agg=1.12s | det_auroc=1.000 | tpr@5=1.00
round   3 | acc=0.7058 | bsr=nan | agg=1.11s | det_auroc=1.000 | tpr@5=1.00
round   4 | acc=0.7403 | bsr=nan | agg=1.11s | det_auroc=1.000 | tpr@5=1.00
round   5 | acc=0.7297 | bsr=nan | agg=1.11s | det_auroc=1.000 | tpr@5=1.00
round   6 | acc=0.7554 | bsr=nan | agg=1.11s | det_auroc=1.000 | tpr@5=1.00
round   7 | acc=0.7757 | bsr=nan | agg=1.11s | det_auroc=1.000 | tpr@5=1.00
round   8 | acc=0.7805 | bsr=nan | agg=1.11s | det_auroc=1.000 | tpr@5=1.00
round   9 | acc=0.7812 | bsr=nan | agg=1.10s | det_auroc=1.000 | tpr@5=1.00
round  10 | acc=0.7955 | bsr=nan | agg=1.10s | det_auroc=1.000 | tpr@5=1.00
round  11 | acc=0.8016 | bsr=nan | agg=1.10s | det_auroc=1.000 | tpr@5=1.00
round  12 | acc=0.8014 | bsr=nan | agg=1.10s | det_auroc=1.000 | tpr@5=1.00
round  13 | acc=0.8088 | bsr=nan | agg=1.10s | det_auroc=1.000 | tpr@5=1.00
round  14 | acc=0.8129 | bsr=nan | agg=1.10s | det_auroc=1.000 | tpr@5=1.00
round  15 | acc=0.8215 | bsr=nan | agg=1.10s | det_auroc=1.000 | tpr@5=1.00
round  16 | acc=0.8174 | bsr=nan | agg=1.13s | det_auroc=1.000 | tpr@5=1.00
round  17 | acc=0.8276 | bsr=nan | agg=1.13s | det_auroc=1.000 | tpr@5=1.00
round  18 | acc=0.8258 | bsr=nan | agg=1.10s | det_auroc=1.000 | tpr@5=1.00
round  19 | acc=0.8351 | bsr=nan | agg=1.10s | det_auroc=1.000 | tpr@5=1.00
round  20 | acc=0.8348 | bsr=nan | agg=1.12s | det_auroc=1.000 | tpr@5=1.00
round  21 | acc=0.8391 | bsr=nan | agg=1.13s | det_auroc=1.000 | tpr@5=1.00
round  22 | acc=0.8403 | bsr=nan | agg=1.10s | det_auroc=1.000 | tpr@5=1.00
round  23 | acc=0.8476 | bsr=nan | agg=1.10s | det_auroc=1.000 | tpr@5=1.00
round  24 | acc=0.8469 | bsr=nan | agg=1.12s | det_auroc=1.000 | tpr@5=1.00
round  25 | acc=0.8518 | bsr=nan | agg=1.12s | det_auroc=1.000 | tpr@5=1.00
round  26 | acc=0.8506 | bsr=nan | agg=1.10s | det_auroc=1.000 | tpr@5=1.00
round  27 | acc=0.8496 | bsr=nan | agg=1.10s | det_auroc=1.000 | tpr@5=1.00
round  28 | acc=0.8563 | bsr=nan | agg=1.10s | det_auroc=1.000 | tpr@5=1.00
round  29 | acc=0.8557 | bsr=nan | agg=1.11s | det_auroc=1.000 | tpr@5=1.00
round  30 | acc=0.8561 | bsr=nan | agg=1.11s | det_auroc=1.000 | tpr@5=1.00
round  31 | acc=0.8569 | bsr=nan | agg=1.11s | det_auroc=1.000 | tpr@5=1.00
round  32 | acc=0.8569 | bsr=nan | agg=1.13s | det_auroc=1.000 | tpr@5=1.00
round  33 | acc=0.8626 | bsr=nan | agg=1.11s | det_auroc=1.000 | tpr@5=1.00
round  34 | acc=0.8603 | bsr=nan | agg=1.13s | det_auroc=1.000 | tpr@5=1.00
round  35 | acc=0.8607 | bsr=nan | agg=1.10s | det_auroc=1.000 | tpr@5=1.00
round  36 | acc=0.8649 | bsr=nan | agg=1.10s | det_auroc=1.000 | tpr@5=1.00
round  37 | acc=0.8640 | bsr=nan | agg=1.12s | det_auroc=1.000 | tpr@5=1.00
round  38 | acc=0.8662 | bsr=nan | agg=1.10s | det_auroc=1.000 | tpr@5=1.00
round  39 | acc=0.8684 | bsr=nan | agg=1.10s | det_auroc=1.000 | tpr@5=1.00
round  40 | acc=0.8681 | bsr=nan | agg=1.10s | det_auroc=1.000 | tpr@5=1.00
round  41 | acc=0.8688 | bsr=nan | agg=1.10s | det_auroc=1.000 | tpr@5=1.00
round  42 | acc=0.8731 | bsr=nan | agg=1.11s | det_auroc=1.000 | tpr@5=1.00
round  43 | acc=0.8713 | bsr=nan | agg=1.10s | det_auroc=1.000 | tpr@5=1.00
round  44 | acc=0.8721 | bsr=nan | agg=1.10s | det_auroc=1.000 | tpr@5=1.00
round  45 | acc=0.8734 | bsr=nan | agg=1.13s | det_auroc=1.000 | tpr@5=1.00
round  46 | acc=0.8777 | bsr=nan | agg=1.13s | det_auroc=1.000 | tpr@5=1.00
round  47 | acc=0.8751 | bsr=nan | agg=1.12s | det_auroc=1.000 | tpr@5=1.00
round  48 | acc=0.8746 | bsr=nan | agg=1.10s | det_auroc=1.000 | tpr@5=1.00
round  49 | acc=0.8757 | bsr=nan | agg=1.10s | det_auroc=1.000 | tpr@5=1.00
round  50 | acc=0.8759 | bsr=nan | agg=1.13s | det_auroc=1.000 | tpr@5=1.00
round  51 | acc=0.8772 | bsr=nan | agg=1.11s | det_auroc=1.000 | tpr@5=1.00
round  52 | acc=0.8799 | bsr=nan | agg=1.11s | det_auroc=1.000 | tpr@5=1.00
round  53 | acc=0.8814 | bsr=nan | agg=1.10s | det_auroc=1.000 | tpr@5=1.00
round  54 | acc=0.8793 | bsr=nan | agg=1.11s | det_auroc=1.000 | tpr@5=1.00
round  55 | acc=0.8796 | bsr=nan | agg=1.10s | det_auroc=1.000 | tpr@5=1.00
round  56 | acc=0.8800 | bsr=nan | agg=1.11s | det_auroc=1.000 | tpr@5=1.00
round  57 | acc=0.8832 | bsr=nan | agg=1.10s | det_auroc=1.000 | tpr@5=1.00
round  58 | acc=0.8817 | bsr=nan | agg=1.11s | det_auroc=1.000 | tpr@5=1.00
round  59 | acc=0.8845 | bsr=nan | agg=1.11s | det_auroc=1.000 | tpr@5=1.00
round  60 | acc=0.8845 | bsr=nan | agg=1.11s | det_auroc=1.000 | tpr@5=1.00
