round   1 | acc=0.0615 | bsr=nan | agg=0.18s | det_auroc=1.000 | tpr@5=1.00
round   2 | acc=0.1142 | bsr=nan | agg=0.15s | det_auroc=1.000 | tpr@5=1.00
round   3 | acc=0.3116 | bsr=nan | agg=0.15s | det_auroc=1.000 | tpr@5=1.00
round   4 | acc=0.4909 | bsr=nan | agg=0.13s | det_auroc=1.000 | tpr@5=1.00
round   5 | acc=0.5933 | bsr=nan | agg=0.14s | det_auroc=1.000 | tpr@5=1.00
round   6 | acc=0.6526 | bsr=nan | agg=0.14s | det_auroc=1.000 | tpr@5=1.00
round   7 | acc=0.6693 | bsr=nan | agg=0.13s | det_auroc=1.000 | tpr@5=1.00
round   8 | acc=0.6837 | bsr=nan | agg=0.13s | det_auroc=0.938 | tpr@5=0.00
round   9 | acc=0.6822 | bsr=nan | agg=0.14s | det_auroc=0.938 | tpr@5=0.00
round  10 | acc=0.6727 | bsr=nan | agg=0.16s | det_auroc=0.938 | tpr@5=0.00
round  11 | acc=0.6861 | bsr=nan | agg=0.15s | det_auroc=0.938 | tpr@5=0.00
round  12 | acc=0.6941 | bsr=nan | agg=0.14s | det_auroc=0.938 | tpr@5=0.00
round  13 | acc=0.7080 | bsr=nan | agg=0.14s | det_auroc=0.938 | tpr@5=0.00
round  14 | acc=0.7114 | bsr=nan | agg=0.13s | det_auroc=0.938 | tpr@5=0.00
round  15 | acc=0.7164 | bsr=nan | agg=0.14s | det_auroc=1.000 | tpr@5=1.00
round  16 | acc=0.7259 | bsr=nan | agg=0.13s | det_auroc=0.938 | tpr@5=0.00
round  17 | acc=0.7360 | bsr=nan | agg=0.15s | det_auroc=1.000 | tpr@5=1.00
round  18 | acc=0.7395 | bsr=nan | agg=0.16s | det_auroc=0.938 | tpr@5=0.00
round  19 | acc=0.7414 | bsr=nan | agg=0.14s | det_auroc=0.938 | tpr@5=0.00
round  20 | acc=0.7452 | bsr=nan | agg=0.15s | det_auroc=0.938 | tpr@5=0.00
round  21 | acc=0.7467 | bsr=nan | agg=0.14s | det_auroc=0.938 | tpr@5=0.00
round  22 | acc=0.7485 | bsr=nan | agg=0.14s | det_auroc=0.938 | tpr@5=0.00
round  23 | acc=0.7504 | bsr=nan | agg=0.14s | det_auroc=0.938 | tpr@5=0.00
round  24 | acc=0.7533 | bsr=nan | agg=0.16s | det_auroc=0.938 | tpr@5=0.00
round  25 | acc=0.7609 | bsr=nan | agg=0.14s | det_auroc=0.938 | tpr@5=0.00
round  26 | acc=0.7640 | bsr=nan | agg=0.14s | det_auroc=0.938 | tpr@5=0.00
round  27 | acc=0.7661 | bsr=nan | agg=0.15s | det_auroc=0.938 | tpr@5=0.00
round  28 | acc=0.7671 | bsr=nan | agg=0.14s | det_auroc=0.938 | tpr@5=0.00
round  29 | acc=0.7686 | bsr=nan | agg=0.15s | det_auroc=0.938 | tpr@5=0.00
round  30 | acc=0.7738 | bsr=nan | agg=0.14s | det_auroc=0.938 | tpr@5=0.00
round  31 | acc=0.7758 | bsr=nan | agg=0.14s | det_auroc=0.875 | tpr@5=0.00
round  32 | acc=0.7783 | bsr=nan | agg=0.14s | det_auroc=0.938 | tpr@5=0.00
round  33 | acc=0.7799 | bsr=nan | agg=0.15s | det_auroc=1.000 | tpr@5=1.00
round  34 | acc=0.7811 | bsr=nan | agg=0.14s | det_auroc=0.938 | tpr@5=0.00
round  35 | acc=0.7811 | bsr=nan | agg=0.16s | det_auroc=0.875 | tpr@5=0.00
round  36 | acc=0.7828 | bsr=nan | agg=0.14s | det_auroc=0.938 | tpr@5=0.00
round  37 | acc=0.7837 | bsr=nan | agg=0.15s | det_auroc=1.000 | tpr@5=1.00
round  38 | acc=0.7871 | bsr=nan | agg=0.15s | det_auroc=1.000 | tpr@5=1.00
round  39 | acc=0.7882 | bsr=nan | agg=0.15s | det_auroc=0.938 | tpr@5=0.00
round  40 | acc=0.7897 | bsr=nan | agg=0.14s | det_auroc=0.938 | tpr@5=0.00
round  41 | acc=0.7916 | bsr=nan | agg=0.15s | det_auroc=0.938 | tpr@5=0.00
round  42 | acc=0.7932 | bsr=nan | agg=0.14s | det_auroc=0.938 | tpr@5=0.00
round  43 | acc=0.7951 | bsr=nan | agg=0.15s | det_auroc=0.938 | tpr@5=0.00
round  44 | acc=0.7953 | bsr=nan | agg=0.15s | det_auroc=0.938 | tpr@5=0.00
round  45 | acc=0.7985 | bsr=nan | agg=0.14s | det_auroc=0.875 | tpr@5=0.00
round  46 | acc=0.8025 | bsr=nan | agg=0.15s | det_auroc=0.938 | tpr@5=0.00
round  47 | acc=0.8029 | bsr=nan | agg=0.15s | det_auroc=0.938 | tpr@5=0.00
round  48 | acc=0.8031 | bsr=nan | agg=0.14s | det_auroc=0.938 | tpr@5=0.00
round  49 | acc=0.8026 | bsr=nan | agg=0.14s | det_auroc=0.875 | tpr@5=0.00
round  50 | acc=0.8057 | bsr=nan | agg=0.15s | det_auroc=0.875 | tpr@5=0.00
round  51 | acc=0.8078 | bsr=nan | agg=0.15s | det_auroc=0.875 | tpr@5=0.00
round  52 | acc=0.8072 | bsr=nan | agg=0.15s | det_auroc=0.938 | tpr@5=0.00
round  53 | acc=0.8099 | bsr=nan | agg=0.13s | det_auroc=0.875 | tpr@5=0.00
round  54 | acc=0.8109 | bsr=nan | agg=0.13s | det_auroc=0.938 | tpr@5=0.00
round  55 | acc=0.8119 | bsr=nan | agg=0.15s | det_auroc=0.938 | tpr@5=0.00
round  56 | acc=0.8150 | bsr=nan | agg=0.15s | det_auroc=0.938 | tpr@5=0.00
round  57 | acc=0.8166 | bsr=nan | agg=0.13s | det_auroc=0.938 | tpr@5=0.00
round  58 | acc=0.8173 | bsr=nan | agg=0.15s | det_auroc=0.938 | tpr@5=0.00
round  59 | acc=0.8175 | bsr=nan | agg=0.16s | det_auroc=0.812 | tpr@5=0.00
round  60 | acc=0.8195 | bsr=nan | agg=0.15s | det_auroc=0.938 | tpr@5=0.00
