device=cuda dataset=fmnist(real) clients=20 malicious=4 defense=trimmed_mean attack=min_max
round   1 | acc=0.4032 | bsr=nan | agg=0.13s
round   2 | acc=0.5505 | bsr=nan | agg=0.13s
round   3 | acc=0.6263 | bsr=nan | agg=0.13s
round   4 | acc=0.6850 | bsr=nan | agg=0.13s
round   5 | acc=0.7010 | bsr=nan | agg=0.13s
round   6 | acc=0.7181 | bsr=nan | agg=0.12s
round   7 | acc=0.7382 | bsr=nan | agg=0.12s
round   8 | acc=0.7432 | bsr=nan | agg=0.12s
round   9 | acc=0.7428 | bsr=nan | agg=0.12s
round  10 | acc=0.7561 | bsr=nan | agg=0.12s
round  11 | acc=0.7692 | bsr=nan | agg=0.12s
round  12 | acc=0.7717 | bsr=nan | agg=0.12s
round  13 | acc=0.7715 | bsr=nan | agg=0.12s
round  14 | acc=0.7736 | bsr=nan | agg=0.12s
round  15 | acc=0.7778 | bsr=nan | agg=0.12s
round  16 | acc=0.7781 | bsr=nan | agg=0.12s
round  17 | acc=0.7864 | bsr=nan | agg=0.12s
round  18 | acc=0.7864 | bsr=nan | agg=0.12s
round  19 | acc=0.7899 | bsr=nan | agg=0.12s
round  20 | acc=0.7936 | bsr=nan | agg=0.12s
round  21 | acc=0.7978 | bsr=nan | agg=0.12s
round  22 | acc=0.7969 | bsr=nan | agg=0.12s
round  23 | acc=0.8009 | bsr=nan | agg=0.12s
round  24 | acc=0.8023 | bsr=nan | agg=0.12s
round  25 | acc=0.8052 | bsr=nan | agg=0.12s
round  26 | acc=0.8081 | bsr=nan | agg=0.12s
round  27 | acc=0.8080 | bsr=nan | agg=0.12s
round  28 | acc=0.8102 | bsr=nan | agg=0.12s
round  29 | acc=0.8161 | bsr=nan | agg=0.12s
round  30 | acc=0.8156 | bsr=nan | agg=0.12s
round  31 | acc=0.8131 | bsr=nan | agg=0.12s
round  32 | acc=0.8135 | bsr=nan | agg=0.12s
round  33 | acc=0.8178 | bsr=nan | agg=0.12s
round  34 | acc=0.8213 | bsr=nan | agg=0.12s
round  35 | acc=0.8196 | bsr=nan | agg=0.12s
round  36 | acc=0.8232 | bsr=nan | agg=0.12s
round  37 | acc=0.8232 | bsr=nan | agg=0.12s
round  38 | acc=0.8219 | bsr=nan | agg=0.12s
round  39 | acc=0.8230 | bsr=nan | agg=0.12s
round  40 | acc=0.8270 | bsr=nan | agg=0.12s
round  41 | acc=0.8251 | bsr=nan | agg=0.12s
round  42 | acc=0.8301 | bsr=nan | agg=0.12s
round  43 | acc=0.8304 | bsr=nan | agg=0.12s
round  44 | acc=0.8289 | bsr=nan | agg=0.12s
round  45 | acc=0.8309 | bsr=nan | agg=0.12s
round  46 | acc=0.8318 | bsr=nan | agg=0.12s
round  47 | acc=0.8300 | bsr=nan | agg=0.12s
round  48 | acc=0.8331 | bsr=nan | agg=0.12s
round  49 | acc=0.8338 | bsr=nan | agg=0.12s
round  50 | acc=0.8325 | bsr=nan | agg=0.12s
round  51 | acc=0.8326 | bsr=nan | agg=0.12s
round  52 | acc=0.8347 | bsr=nan | agg=0.12s
round  53 | acc=0.8383 | bsr=nan | agg=0.12s
round  54 | acc=0.8362 | bsr=nan | agg=0.12s
round  55 | acc=0.8363 | bsr=nan | agg=0.12s
round  56 | acc=0.8380 | bsr=nan | agg=0.12s
round  57 | acc=0.8370 | bsr=nan | agg=0.12s
round  58 | acc=0.8380 | bsr=nan | agg=0.12s
round  59 | acc=0.8404 | bsr=nan | agg=0.12s
round  60 | acc=0.8435 | bsr=nan | agg=0.13s
