round   1 | acc=0.0705 | bsr=nan | agg=0.19s | det_auroc=1.000 | tpr@5=1.00
round   2 | acc=0.0934 | bsr=nan | agg=0.16s | det_auroc=1.000 | tpr@5=1.00
round   3 | acc=0.1736 | bsr=nan | agg=0.13s | det_auroc=1.000 | tpr@5=1.00
round   4 | acc=0.4178 | bsr=nan | agg=0.12s | det_auroc=1.000 | tpr@5=1.00
round   5 | acc=0.5188 | bsr=nan | agg=0.13s | det_auroc=1.000 | tpr@5=1.00
round   6 | acc=0.5367 | bsr=nan | agg=0.13s | det_auroc=1.000 | tpr@5=1.00
round   7 | acc=0.5462 | bsr=nan | agg=0.13s | det_auroc=1.000 | tpr@5=1.00
round   8 | acc=0.6059 | bsr=nan | agg=0.12s | det_auroc=1.000 | tpr@5=1.00
round   9 | acc=0.6413 | bsr=nan | agg=0.13s | det_auroc=1.000 | tpr@5=1.00
round  10 | acc=0.6584 | bsr=nan | agg=0.13s | det_auroc=1.000 | tpr@5=1.00
round  11 | acc=0.6831 | bsr=nan | agg=0.14s | det_auroc=1.000 | tpr@5=1.00
round  12 | acc=0.6951 | bsr=nan | agg=0.15s | det_auroc=1.000 | tpr@5=1.00
round  13 | acc=0.7067 | bsr=nan | agg=0.14s | det_auroc=1.000 | tpr@5=1.00
round  14 | acc=0.7130 | bsr=nan | agg=0.15s | det_auroc=1.000 | tpr@5=1.00
round  15 | acc=0.7185 | bsr=nan | agg=0.14s | det_auroc=1.000 | tpr@5=1.00
round  16 | acc=0.7291 | bsr=nan | agg=0.14s | det_auroc=1.000 | tpr@5=1.00
round  17 | acc=0.7366 | bsr=nan | agg=0.13s | det_auroc=1.000 | tpr@5=1.00
round  18 | acc=0.7386 | bsr=nan | agg=0.14s | det_auroc=1.000 | tpr@5=1.00
round  19 | acc=0.7443 | bsr=nan | agg=0.14s | det_auroc=1.000 | tpr@5=1.00
round  20 | acc=0.7461 | bsr=nan | agg=0.14s | det_auroc=1.000 | tpr@5=1.00
round  21 | acc=0.7473 | bsr=nan | agg=0.14s | det_auroc=1.000 | tpr@5=1.00
round  22 | acc=0.7492 | bsr=nan | agg=0.13s | det_auroc=1.000 | tpr@5=1.00
round  23 | acc=0.7488 | bsr=nan | agg=0.13s | det_auroc=1.000 | tpr@5=1.00
round  24 | acc=0.7517 | bsr=nan | agg=0.13s | det_auroc=1.000 | tpr@5=1.00
round  25 | acc=0.7594 | bsr=nan | agg=0.14s | det_auroc=1.000 | tpr@5=1.00
round  26 | acc=0.7626 | bsr=nan | agg=0.14s | det_auroc=1.000 | tpr@5=1.00
round  27 | acc=0.7648 | bsr=nan | agg=0.13s | det_auroc=1.000 | tpr@5=1.00
round  28 | acc=0.7659 | bsr=nan | agg=0.13s | det_auroc=1.000 | tpr@5=1.00
round  29 | acc=0.7685 | bsr=nan | agg=0.13s | det_auroc=1.000 | tpr@5=1.00
round  30 | acc=0.7722 | bsr=nan | agg=0.15s | det_auroc=1.000 | tpr@5=1.00
round  31 | acc=0.7743 | bsr=nan | agg=0.13s | det_auroc=1.000 | tpr@5=1.00
round  32 | acc=0.7764 | bsr=nan | agg=0.15s | det_auroc=1.000 | tpr@5=1.00
round  33 | acc=0.7787 | bsr=nan | agg=0.12s | det_auroc=1.000 | tpr@5=1.00
round  34 | acc=0.7804 | bsr=nan | agg=0.14s | det_auroc=1.000 | tpr@5=1.00
round  35 | acc=0.7799 | bsr=nan | agg=0.14s | det_auroc=1.000 | tpr@5=1.00
round  36 | acc=0.7824 | bsr=nan | agg=0.12s | det_auroc=1.000 | tpr@5=1.00
round  37 | acc=0.7812 | bsr=nan | agg=0.14s | det_auroc=1.000 | tpr@5=1.00
round  38 | acc=0.7832 | bsr=nan | agg=0.13s | det_auroc=1.000 | tpr@5=1.00
round  39 | acc=0.7853 | bsr=nan | agg=0.12s | det_auroc=1.000 | tpr@5=1.00
round  40 | acc=0.7851 | bsr=nan | agg=0.13s | det_auroc=1.000 | tpr@5=1.00
round  41 | acc=0.7884 | bsr=nan | agg=0.14s | det_auroc=1.000 | tpr@5=1.00
round  42 | acc=0.7898 | bsr=nan | agg=0.13s | det_auroc=1.000 | tpr@5=1.00
round  43 | acc=0.7909 | bsr=nan | agg=0.16s | det_auroc=1.000 | tpr@5=1.00
round  44 | acc=0.7918 | bsr=nan | agg=0.13s | det_auroc=1.000 | tpr@5=1.00
round  45 | acc=0.7936 | bsr=nan | agg=0.14s | det_auroc=1.000 | tpr@5=1.00
round  46 | acc=0.7952 | bsr=nan | agg=0.14s | det_auroc=1.000 | tpr@5=1.00
round  47 | acc=0.7968 | bsr=nan | agg=0.14s | det_auroc=1.000 | tpr@5=1.00
round  48 | acc=0.7986 | bsr=nan | agg=0.15s | det_auroc=1.000 | tpr@5=1.00
round  49 | acc=0.7986 | bsr=nan | agg=0.13s | det_auroc=1.000 | tpr@5=1.00
round  50 | acc=0.8024 | bsr=nan | agg=0.13s | det_auroc=1.000 | tpr@5=1.00
round  51 | acc=0.8028 | bsr=nan | agg=0.12s | det_auroc=1.000 | tpr@5=1.00
round  52 | acc=0.8026 | bsr=nan | agg=0.14s | det_auroc=1.000 | tpr@5=1.00
round  53 | acc=0.8057 | bsr=nan | agg=0.13s | det_auroc=1.000 | tpr@5=1.00
round  54 | acc=0.8055 | bsr=nan | agg=0.13s | det_auroc=1.000 | tpr@5=1.00
round  55 | acc=0.8058 | bsr=nan | agg=0.13s | det_auroc=1.000 | tpr@5=1.00
round  56 | acc=0.8083 | bsr=nan | agg=0.15s | det_auroc=1.000 | tpr@5=1.00
round  57 | acc=0.8090 | bsr=nan | agg=0.13s | det_auroc=1.000 | tpr@5=1.00
round  58 | acc=0.8114 | bsr=nan | agg=0.15s | det_auroc=1.000 | tpr@5=1.00
round  59 | acc=0.8110 | bsr=nan | agg=0.13s | det_auroc=1.000 | tpr@5=1.00
round  60 | acc=0.8148 | bsr=nan | agg=0.14s | det_auroc=1.000 | tpr@5=1.00
