round   1 | acc=0.0549 | bsr=0.000 | agg=0.19s | det_auroc=0.812 | tpr@5=0.00
round   2 | acc=0.1322 | bsr=0.010 | agg=0.15s | det_auroc=0.828 | tpr@5=0.00
round   3 | acc=0.3511 | bsr=0.423 | agg=0.13s | det_auroc=0.875 | tpr@5=0.25
round   4 | acc=0.3987 | bsr=0.482 | agg=0.13s | det_auroc=0.938 | tpr@5=0.50
round   5 | acc=0.4992 | bsr=0.423 | agg=0.13s | det_auroc=0.953 | tpr@5=0.50
round   6 | acc=0.6073 | bsr=0.323 | agg=0.14s | det_auroc=0.984 | tpr@5=0.75
round   7 | acc=0.6673 | bsr=0.235 | agg=0.13s | det_auroc=0.953 | tpr@5=0.50
round   8 | acc=0.6959 | bsr=0.155 | agg=0.14s | det_auroc=0.906 | tpr@5=0.25
round   9 | acc=0.6929 | bsr=0.122 | agg=0.14s | det_auroc=0.938 | tpr@5=0.00
round  10 | acc=0.6977 | bsr=0.109 | agg=0.14s | det_auroc=0.812 | tpr@5=0.00
round  11 | acc=0.6958 | bsr=0.095 | agg=0.13s | det_auroc=0.766 | tpr@5=0.00
round  12 | acc=0.7040 | bsr=0.095 | agg=0.13s | det_auroc=0.828 | tpr@5=0.00
round  13 | acc=0.7150 | bsr=0.098 | agg=0.15s | det_auroc=0.766 | tpr@5=0.00
round  14 | acc=0.7221 | bsr=0.098 | agg=0.13s | det_auroc=0.719 | tpr@5=0.00
round  15 | acc=0.7245 | bsr=0.094 | agg=0.13s | det_auroc=0.625 | tpr@5=0.00
round  16 | acc=0.7307 | bsr=0.093 | agg=0.13s | det_auroc=0.562 | tpr@5=0.00
round  17 | acc=0.7337 | bsr=0.096 | agg=0.15s | det_auroc=0.625 | tpr@5=0.00
round  18 | acc=0.7385 | bsr=0.102 | agg=0.14s | det_auroc=0.469 | tpr@5=0.00
round  19 | acc=0.7434 | bsr=0.103 | agg=0.13s | det_auroc=0.469 | tpr@5=0.00
round  20 | acc=0.7454 | bsr=0.110 | agg=0.13s | det_auroc=0.375 | tpr@5=0.00
