round   1 | acc=0.4385 | bsr=nan | agg=0.15s
round   2 | acc=0.6099 | bsr=nan | agg=0.14s
round   3 | acc=0.6663 | bsr=nan | agg=0.16s
round   4 | acc=0.7129 | bsr=nan | agg=0.12s
round   5 | acc=0.7246 | bsr=nan | agg=0.13s
round   6 | acc=0.7362 | bsr=nan | agg=0.14s
round   7 | acc=0.7628 | bsr=nan | agg=0.13s
round   8 | acc=0.7622 | bsr=nan | agg=0.13s
round   9 | acc=0.7763 | bsr=nan | agg=0.12s
round  10 | acc=0.7858 | bsr=nan | agg=0.13s
round  11 | acc=0.7913 | bsr=nan | agg=0.13s
round  12 | acc=0.7917 | bsr=nan | agg=0.12s
round  13 | acc=0.7953 | bsr=nan | agg=0.12s
round  14 | acc=0.8039 | bsr=nan | agg=0.13s
round  15 | acc=0.8118 | bsr=nan | agg=0.12s
round  16 | acc=0.8043 | bsr=nan | agg=0.13s
round  17 | acc=0.8225 | bsr=nan | agg=0.13s
round  18 | acc=0.8151 | bsr=nan | agg=0.12s
round  19 | acc=0.8268 | bsr=nan | agg=0.12s
round  20 | acc=0.8245 | bsr=nan | agg=0.12s
round  21 | acc=0.8342 | bsr=nan | agg=0.12s
round  22 | acc=0.8328 | bsr=nan | agg=0.13s
round  23 | acc=0.8394 | bsr=nan | agg=0.13s
round  24 | acc=0.8363 | bsr=nan | agg=0.13s
round  25 | acc=0.8446 | bsr=nan | agg=0.14s
round  26 | acc=0.8454 | bsr=nan | agg=0.13s
round  27 | acc=0.8426 | bsr=nan | agg=0.13s
round  28 | acc=0.8482 | bsr=nan | agg=0.13s
round  29 | acc=0.8483 | bsr=nan | agg=0.13s
round  30 | acc=0.8529 | bsr=nan | agg=0.13s
round  31 | acc=0.8491 | bsr=nan | agg=0.13s
round  32 | acc=0.8539 | bsr=nan | agg=0.12s
round  33 | acc=0.8568 | bsr=nan | agg=0.12s
round  34 | acc=0.8570 | bsr=nan | agg=0.12s
round  35 | acc=0.8580 | bsr=nan | agg=0.12s
round  36 | acc=0.8619 | bsr=nan | agg=0.12s
round  37 | acc=0.8605 | bsr=nan | agg=0.13s
round  38 | acc=0.8645 | bsr=nan | agg=0.12s
round  39 | acc=0.8636 | bsr=nan | agg=0.13s
round  40 | acc=0.8631 | bsr=nan | agg=0.12s
round  41 | acc=0.8621 | bsr=nan | agg=0.12s
round  42 | acc=0.8681 | bsr=nan | agg=0.13s
round  43 | acc=0.8675 | bsr=nan | agg=0.12s
round  44 | acc=0.8685 | bsr=nan | agg=0.13s
round  45 | acc=0.8691 | bsr=nan | agg=0.12s
round  46 | acc=0.8721 | bsr=nan | agg=0.12s
round  47 | acc=0.8686 | bsr=nan | agg=0.12s
round  48 | acc=0.8707 | bsr=nan | agg=0.13s
round  49 | acc=0.8709 | bsr=nan | agg=0.12s
round  50 | acc=0.8692 | bsr=nan | agg=0.12s
round  51 | acc=0.8720 | bsr=nan | agg=0.12s
round  52 | acc=0.8769 | bsr=nan | agg=0.12s
round  53 | acc=0.8784 | bsr=nan | agg=0.12s
round  54 | acc=0.8739 | bsr=nan | agg=0.12s
round  55 | acc=0.8754 | bsr=nan | agg=0.12s
round  56 | acc=0.8757 | bsr=nan | agg=0.14s
round  57 | acc=0.8774 | bsr=nan | agg=0.13s
round  58 | acc=0.8771 | bsr=nan | agg=0.13s
round  59 | acc=0.8791 | bsr=nan | agg=0.12s
round  60 | acc=0.8784 | bsr=nan | agg=0.12s
