device=cuda dataset=fmnist(real) clients=20 malicious=4 defense=ecf attack=backdoor
round   1 | acc=0.4450 | bsr=0.000 | agg=0.49s | det_auroc=0.844 | tpr@5=0.00
round   2 | acc=0.6601 | bsr=0.072 | agg=0.48s | det_auroc=0.906 | tpr@5=0.50
round   3 | acc=0.7051 | bsr=0.076 | agg=0.46s | det_auroc=0.938 | tpr@5=0.00
round   4 | acc=0.7456 | bsr=0.130 | agg=0.47s | det_auroc=1.000 | tpr@5=1.00
round   5 | acc=0.7531 | bsr=0.177 | agg=0.47s | det_auroc=1.000 | tpr@5=1.00
round   6 | acc=0.7712 | bsr=0.278 | agg=0.49s | det_auroc=0.969 | tpr@5=0.75
round   7 | acc=0.7821 | bsr=0.465 | agg=0.47s | det_auroc=0.969 | tpr@5=0.75
round   8 | acc=0.7906 | bsr=0.539 | agg=0.45s | det_auroc=0.938 | tpr@5=0.25
round   9 | acc=0.7958 | bsr=0.696 | agg=0.42s | det_auroc=0.938 | tpr@5=0.50
round  10 | acc=0.8057 | bsr=0.734 | agg=0.45s | det_auroc=0.938 | tpr@5=0.50
round  11 | acc=0.7975 | bsr=0.758 | agg=0.48s | det_auroc=0.859 | tpr@5=0.50
round  12 | acc=0.8151 | bsr=0.847 | agg=0.46s | det_auroc=0.828 | tpr@5=0.25
round  13 | acc=0.8194 | bsr=0.863 | agg=0.44s | det_auroc=0.734 | tpr@5=0.25
round  14 | acc=0.8255 | bsr=0.893 | agg=0.43s | det_auroc=0.781 | tpr@5=0.25
round  15 | acc=0.8285 | bsr=0.880 | agg=0.44s | det_auroc=0.797 | tpr@5=0.25
round  16 | acc=0.8322 | bsr=0.897 | agg=0.44s | det_auroc=0.812 | tpr@5=0.25
round  17 | acc=0.8381 | bsr=0.909 | agg=0.43s | det_auroc=0.750 | tpr@5=0.25
round  18 | acc=0.8435 | bsr=0.917 | agg=0.44s | det_auroc=0.891 | tpr@5=0.50
round  19 | acc=0.8480 | bsr=0.917 | agg=0.45s | det_auroc=0.609 | tpr@5=0.25
round  20 | acc=0.8423 | bsr=0.928 | agg=0.40s | det_auroc=0.641 | tpr@5=0.25
round  21 | acc=0.8506 | bsr=0.937 | agg=0.45s | det_auroc=0.828 | tpr@5=0.25
round  22 | acc=0.8511 | bsr=0.939 | agg=0.46s | det_auroc=0.625 | tpr@5=0.25
round  23 | acc=0.8557 | bsr=0.947 | agg=0.46s | det_auroc=0.766 | tpr@5=0.25
round  24 | acc=0.8542 | bsr=0.951 | agg=0.46s | det_auroc=0.594 | tpr@5=0.00
round  25 | acc=0.8592 | bsr=0.951 | agg=0.46s | det_auroc=0.609 | tpr@5=0.25
round  26 | acc=0.8610 | bsr=0.957 | agg=0.46s | det_auroc=0.672 | tpr@5=0.25
round  27 | acc=0.8628 | bsr=0.958 | agg=0.46s | det_auroc=0.516 | tpr@5=0.00
round  28 | acc=0.8600 | bsr=0.952 | agg=0.42s | det_auroc=0.703 | tpr@5=0.00
round  29 | acc=0.8636 | bsr=0.956 | agg=0.45s | det_auroc=0.641 | tpr@5=0.25
round  30 | acc=0.8637 | bsr=0.965 | agg=0.45s | det_auroc=0.422 | tpr@5=0.00
round  31 | acc=0.8639 | bsr=0.960 | agg=0.46s | det_auroc=0.750 | tpr@5=0.25
round  32 | acc=0.8675 | bsr=0.966 | agg=0.46s | det_auroc=0.594 | tpr@5=0.00
round  33 | acc=0.8686 | bsr=0.969 | agg=0.47s | det_auroc=0.578 | tpr@5=0.25
round  34 | acc=0.8689 | bsr=0.972 | agg=0.46s | det_auroc=0.578 | tpr@5=0.25
round  35 | acc=0.8724 | bsr=0.976 | agg=0.46s | det_auroc=0.469 | tpr@5=0.00
round  36 | acc=0.8718 | bsr=0.973 | agg=0.47s | det_auroc=0.703 | tpr@5=0.25
round  37 | acc=0.8748 | bsr=0.975 | agg=0.44s | det_auroc=0.625 | tpr@5=0.00
round  38 | acc=0.8739 | bsr=0.978 | agg=0.45s | det_auroc=0.562 | tpr@5=0.25
round  39 | acc=0.8747 | bsr=0.976 | agg=0.42s | det_auroc=0.562 | tpr@5=0.00
round  40 | acc=0.8776 | bsr=0.984 | agg=0.47s | det_auroc=0.688 | tpr@5=0.00
round  41 | acc=0.8783 | bsr=0.984 | agg=0.40s | det_auroc=0.547 | tpr@5=0.00
round  42 | acc=0.8765 | bsr=0.986 | agg=0.45s | det_auroc=0.562 | tpr@5=0.00
round  43 | acc=0.8794 | bsr=0.987 | agg=0.47s | det_auroc=0.578 | tpr@5=0.25
round  44 | acc=0.8780 | bsr=0.986 | agg=0.45s | det_auroc=0.562 | tpr@5=0.25
