device=cuda dataset=fmnist(real) clients=20 malicious=4 defense=ecf attack=adaptive_ecf
round   1 | acc=0.5001 | bsr=0.002 | agg=0.43s | det_auroc=0.828 | tpr@5=0.00
round   2 | acc=0.6532 | bsr=0.047 | agg=0.41s | det_auroc=0.938 | tpr@5=0.50
round   3 | acc=0.7114 | bsr=0.065 | agg=0.40s | det_auroc=0.828 | tpr@5=0.25
round   4 | acc=0.7403 | bsr=0.070 | agg=0.42s | det_auroc=0.734 | tpr@5=0.25
round   5 | acc=0.7582 | bsr=0.096 | agg=0.42s | det_auroc=0.859 | tpr@5=0.25
round   6 | acc=0.7560 | bsr=0.068 | agg=0.43s | det_auroc=1.000 | tpr@5=1.00
round   7 | acc=0.7759 | bsr=0.074 | agg=0.46s | det_auroc=1.000 | tpr@5=1.00
round   8 | acc=0.7704 | bsr=0.064 | agg=0.39s | det_auroc=1.000 | tpr@5=1.00
round   9 | acc=0.7933 | bsr=0.069 | agg=0.41s | det_auroc=1.000 | tpr@5=1.00
round  10 | acc=0.7928 | bsr=0.056 | agg=0.43s | det_auroc=1.000 | tpr@5=1.00
round  11 | acc=0.7959 | bsr=0.058 | agg=0.43s | det_auroc=1.000 | tpr@5=1.00
round  12 | acc=0.8046 | bsr=0.061 | agg=0.40s | det_auroc=1.000 | tpr@5=1.00
round  13 | acc=0.8162 | bsr=0.067 | agg=0.42s | det_auroc=1.000 | tpr@5=1.00
round  14 | acc=0.8123 | bsr=0.064 | agg=0.43s | det_auroc=1.000 | tpr@5=1.00
round  15 | acc=0.8199 | bsr=0.065 | agg=0.46s | det_auroc=1.000 | tpr@5=1.00
round  16 | acc=0.8245 | bsr=0.064 | agg=0.41s | det_auroc=1.000 | tpr@5=1.00
round  17 | acc=0.8215 | bsr=0.057 | agg=0.41s | det_auroc=1.000 | tpr@5=1.00
round  18 | acc=0.8307 | bsr=0.057 | agg=0.40s | det_auroc=1.000 | tpr@5=1.00
round  19 | acc=0.8364 | bsr=0.058 | agg=0.39s | det_auroc=1.000 | tpr@5=1.00
round  20 | acc=0.8367 | bsr=0.067 | agg=0.42s | det_auroc=1.000 | tpr@5=1.00
round  21 | acc=0.8468 | bsr=0.064 | agg=0.44s | det_auroc=1.000 | tpr@5=1.00
round  22 | acc=0.8465 | bsr=0.046 | agg=0.45s | det_auroc=1.000 | tpr@5=1.00
round  23 | acc=0.8510 | bsr=0.051 | agg=0.41s | det_auroc=1.000 | tpr@5=1.00
round  24 | acc=0.8494 | bsr=0.058 | agg=0.42s | det_auroc=1.000 | tpr@5=1.00
round  25 | acc=0.8539 | bsr=0.049 | agg=0.34s | det_auroc=1.000 | tpr@5=1.00
round  26 | acc=0.8500 | bsr=0.053 | agg=0.39s | det_auroc=1.000 | tpr@5=1.00
round  27 | acc=0.8563 | bsr=0.047 | agg=0.40s | det_auroc=1.000 | tpr@5=1.00
round  28 | acc=0.8555 | bsr=0.043 | agg=0.41s | det_auroc=1.000 | tpr@5=1.00
round  29 | acc=0.8556 | bsr=0.053 | agg=0.40s | det_auroc=1.000 | tpr@5=1.00
round  30 | acc=0.8575 | bsr=0.033 | agg=0.39s | det_auroc=1.000 | tpr@5=1.00
round  31 | acc=0.8634 | bsr=0.045 | agg=0.39s | det_auroc=1.000 | tpr@5=1.00
round  32 | acc=0.8631 | bsr=0.045 | agg=0.44s | det_auroc=1.000 | tpr@5=1.00
round  33 | acc=0.8661 | bsr=0.044 | agg=0.40s | det_auroc=1.000 | tpr@5=1.00
round  34 | acc=0.8676 | bsr=0.047 | agg=0.47s | det_auroc=1.000 | tpr@5=1.00
round  35 | acc=0.8679 | bsr=0.040 | agg=0.47s | det_auroc=1.000 | tpr@5=1.00
round  36 | acc=0.8696 | bsr=0.041 | agg=0.40s | det_auroc=1.000 | tpr@5=1.00
round  37 | acc=0.8665 | bsr=0.045 | agg=0.39s | det_auroc=1.000 | tpr@5=1.00
round  38 | acc=0.8700 | bsr=0.038 | agg=0.43s | det_auroc=1.000 | tpr@5=1.00
round  39 | acc=0.8720 | bsr=0.047 | agg=0.41s | det_auroc=1.000 | tpr@5=1.00
