device=cuda dataset=fmnist(real) clients=20 malicious=4 defense=ecf attack=backdoor
round   1 | acc=0.5002 | bsr=0.002 | agg=0.45s | det_auroc=0.828 | tpr@5=0.00
round   2 | acc=0.6531 | bsr=0.046 | agg=0.42s | det_auroc=0.938 | tpr@5=0.50
round   3 | acc=0.7102 | bsr=0.051 | agg=0.40s | det_auroc=0.984 | tpr@5=0.75
round   4 | acc=0.7388 | bsr=0.059 | agg=0.41s | det_auroc=1.000 | tpr@5=1.00
round   5 | acc=0.7522 | bsr=0.042 | agg=0.38s | det_auroc=1.000 | tpr@5=1.00
round   6 | acc=0.7640 | bsr=0.042 | agg=0.40s | det_auroc=1.000 | tpr@5=1.00
round   7 | acc=0.7749 | bsr=0.046 | agg=0.13s | det_auroc=1.000 | tpr@5=1.00
round   8 | acc=0.7723 | bsr=0.039 | agg=0.40s | det_auroc=1.000 | tpr@5=1.00
round   9 | acc=0.7925 | bsr=0.039 | agg=0.40s | det_auroc=1.000 | tpr@5=1.00
round  10 | acc=0.7907 | bsr=0.032 | agg=0.40s | det_auroc=1.000 | tpr@5=1.00
round  11 | acc=0.7966 | bsr=0.034 | agg=0.40s | det_auroc=1.000 | tpr@5=1.00
round  12 | acc=0.8050 | bsr=0.036 | agg=0.41s | det_auroc=1.000 | tpr@5=1.00
round  13 | acc=0.8171 | bsr=0.039 | agg=0.41s | det_auroc=1.000 | tpr@5=1.00
round  14 | acc=0.8111 | bsr=0.036 | agg=0.39s | det_auroc=1.000 | tpr@5=1.00
round  15 | acc=0.8211 | bsr=0.036 | agg=0.41s | det_auroc=1.000 | tpr@5=1.00
round  16 | acc=0.8225 | bsr=0.035 | agg=0.40s | det_auroc=1.000 | tpr@5=1.00
round  17 | acc=0.8223 | bsr=0.032 | agg=0.40s | det_auroc=1.000 | tpr@5=1.00
round  18 | acc=0.8289 | bsr=0.031 | agg=0.41s | det_auroc=1.000 | tpr@5=1.00
round  19 | acc=0.8363 | bsr=0.032 | agg=0.39s | det_auroc=1.000 | tpr@5=1.00
round  20 | acc=0.8375 | bsr=0.038 | agg=0.43s | det_auroc=1.000 | tpr@5=1.00
round  21 | acc=0.8457 | bsr=0.034 | agg=0.45s | det_auroc=1.000 | tpr@5=1.00
round  22 | acc=0.8460 | bsr=0.027 | agg=0.40s | det_auroc=1.000 | tpr@5=1.00
round  23 | acc=0.8510 | bsr=0.031 | agg=0.12s | det_auroc=1.000 | tpr@5=1.00
round  24 | acc=0.8490 | bsr=0.033 | agg=0.39s | det_auroc=1.000 | tpr@5=1.00
round  25 | acc=0.8537 | bsr=0.028 | agg=0.38s | det_auroc=1.000 | tpr@5=1.00
round  26 | acc=0.8507 | bsr=0.030 | agg=0.36s | det_auroc=1.000 | tpr@5=1.00
round  27 | acc=0.8549 | bsr=0.025 | agg=0.40s | det_auroc=1.000 | tpr@5=1.00
round  28 | acc=0.8543 | bsr=0.025 | agg=0.39s | det_auroc=1.000 | tpr@5=1.00
round  29 | acc=0.8551 | bsr=0.032 | agg=0.38s | det_auroc=1.000 | tpr@5=1.00
round  30 | acc=0.8560 | bsr=0.019 | agg=0.40s | det_auroc=1.000 | tpr@5=1.00
