device=cuda dataset=fmnist(real) clients=20 malicious=4 defense=ecf attack=constrained_backdoor
round   1 | acc=0.4449 | bsr=0.000 | agg=0.45s | det_auroc=0.844 | tpr@5=0.00
round   2 | acc=0.6576 | bsr=0.071 | agg=0.48s | det_auroc=0.906 | tpr@5=0.50
round   3 | acc=0.7065 | bsr=0.069 | agg=0.49s | det_auroc=0.797 | tpr@5=0.00
round   4 | acc=0.7498 | bsr=0.106 | agg=0.49s | det_auroc=0.859 | tpr@5=0.50
round   5 | acc=0.7520 | bsr=0.119 | agg=0.51s | det_auroc=0.953 | tpr@5=0.75
round   6 | acc=0.7659 | bsr=0.175 | agg=0.45s | det_auroc=0.859 | tpr@5=0.50
round   7 | acc=0.7814 | bsr=0.301 | agg=0.46s | det_auroc=0.922 | tpr@5=0.50
round   8 | acc=0.7890 | bsr=0.372 | agg=0.46s | det_auroc=0.984 | tpr@5=0.75
round   9 | acc=0.7954 | bsr=0.541 | agg=0.45s | det_auroc=0.953 | tpr@5=0.25
round  10 | acc=0.8049 | bsr=0.628 | agg=0.49s | det_auroc=0.953 | tpr@5=0.50
round  11 | acc=0.7945 | bsr=0.692 | agg=0.43s | det_auroc=0.906 | tpr@5=0.75
round  12 | acc=0.8145 | bsr=0.801 | agg=0.46s | det_auroc=0.875 | tpr@5=0.25
round  13 | acc=0.8181 | bsr=0.824 | agg=0.48s | det_auroc=0.812 | tpr@5=0.25
round  14 | acc=0.8266 | bsr=0.867 | agg=0.50s | det_auroc=0.859 | tpr@5=0.25
round  15 | acc=0.8278 | bsr=0.856 | agg=0.46s | det_auroc=0.859 | tpr@5=0.25
round  16 | acc=0.8313 | bsr=0.875 | agg=0.43s | det_auroc=0.828 | tpr@5=0.25
round  17 | acc=0.8380 | bsr=0.899 | agg=0.47s | det_auroc=0.781 | tpr@5=0.25
round  18 | acc=0.8433 | bsr=0.910 | agg=0.46s | det_auroc=0.875 | tpr@5=0.25
round  19 | acc=0.8476 | bsr=0.909 | agg=0.46s | det_auroc=0.625 | tpr@5=0.25
round  20 | acc=0.8426 | bsr=0.919 | agg=0.47s | det_auroc=0.703 | tpr@5=0.25
round  21 | acc=0.8511 | bsr=0.929 | agg=0.51s | det_auroc=0.828 | tpr@5=0.25
round  22 | acc=0.8516 | bsr=0.932 | agg=0.45s | det_auroc=0.594 | tpr@5=0.25
round  23 | acc=0.8564 | bsr=0.942 | agg=0.45s | det_auroc=0.750 | tpr@5=0.25
round  24 | acc=0.8546 | bsr=0.944 | agg=0.46s | det_auroc=0.688 | tpr@5=0.25
round  25 | acc=0.8582 | bsr=0.945 | agg=0.47s | det_auroc=0.688 | tpr@5=0.25
round  26 | acc=0.8600 | bsr=0.952 | agg=0.51s | det_auroc=0.625 | tpr@5=0.25
round  27 | acc=0.8623 | bsr=0.956 | agg=0.44s | det_auroc=0.516 | tpr@5=0.00
round  28 | acc=0.8603 | bsr=0.950 | agg=0.46s | det_auroc=0.734 | tpr@5=0.00
round  29 | acc=0.8633 | bsr=0.953 | agg=0.45s | det_auroc=0.688 | tpr@5=0.25
round  30 | acc=0.8640 | bsr=0.960 | agg=0.45s | det_auroc=0.422 | tpr@5=0.00
round  31 | acc=0.8631 | bsr=0.957 | agg=0.45s | det_auroc=0.719 | tpr@5=0.25
round  32 | acc=0.8677 | bsr=0.964 | agg=0.47s | det_auroc=0.609 | tpr@5=0.00
round  33 | acc=0.8692 | bsr=0.967 | agg=0.47s | det_auroc=0.578 | tpr@5=0.25
round  34 | acc=0.8685 | bsr=0.970 | agg=0.46s | det_auroc=0.641 | tpr@5=0.25
round  35 | acc=0.8722 | bsr=0.975 | agg=0.46s | det_auroc=0.562 | tpr@5=0.00
round  36 | acc=0.8708 | bsr=0.972 | agg=0.47s | det_auroc=0.719 | tpr@5=0.25
round  37 | acc=0.8738 | bsr=0.975 | agg=0.45s | det_auroc=0.688 | tpr@5=0.25
round  38 | acc=0.8741 | bsr=0.977 | agg=0.46s | det_auroc=0.562 | tpr@5=0.25
round  39 | acc=0.8753 | bsr=0.975 | agg=0.47s | det_auroc=0.531 | tpr@5=0.00
round  40 | acc=0.8774 | bsr=0.983 | agg=0.47s | det_auroc=0.703 | tpr@5=0.00
round  41 | acc=0.8787 | bsr=0.983 | agg=0.46s | det_auroc=0.484 | tpr@5=0.00
round  42 | acc=0.8771 | bsr=0.985 | agg=0.46s | det_auroc=0.562 | tpr@5=0.00
round  43 | acc=0.8800 | bsr=0.986 | agg=0.47s | det_auroc=0.641 | tpr@5=0.25
round  44 | acc=0.8773 | bsr=0.986 | agg=0.43s | det_auroc=0.594 | tpr@5=0.25
round  45 | acc=0.8818 | bsr=0.986 | agg=0.48s | det_auroc=0.469 | tpr@5=0.00
round  46 | acc=0.8811 | bsr=0.988 | agg=0.47s | det_auroc=0.422 | tpr@5=0.00
round  47 | acc=0.8797 | bsr=0.988 | agg=0.55s | det_auroc=0.484 | tpr@5=0.00
round  48 | acc=0.8831 | bsr=0.991 | agg=0.40s | det_auroc=0.672 | tpr@5=0.00
round  49 | acc=0.8835 | bsr=0.990 | agg=0.42s | det_auroc=0.828 | tpr@5=0.00
round  50 | acc=0.8842 | bsr=0.991 | agg=0.50s | det_auroc=0.516 | tpr@5=0.00
round  51 | acc=0.8836 | bsr=0.993 | agg=0.45s | det_auroc=0.531 | tpr@5=0.00
round  52 | acc=0.8838 | bsr=0.993 | agg=0.45s | det_auroc=0.547 | tpr@5=0.00
round  53 | acc=0.8838 | bsr=0.993 | agg=0.48s | det_auroc=0.688 | tpr@5=0.00
round  54 | acc=0.8844 | bsr=0.994 | agg=0.45s | det_auroc=0.438 | tpr@5=0.00
round  55 | acc=0.8844 | bsr=0.994 | agg=0.45s | det_auroc=0.422 | tpr@5=0.00
round  56 | acc=0.8855 | bsr=0.994 | agg=0.48s | det_auroc=0.453 | tpr@5=0.00
round  57 | acc=0.8843 | bsr=0.993 | agg=0.46s | det_auroc=0.719 | tpr@5=0.00
round  58 | acc=0.8865 | bsr=0.995 | agg=0.49s | det_auroc=0.422 | tpr@5=0.00
round  59 | acc=0.8855 | bsr=0.995 | agg=0.50s | det_auroc=0.500 | tpr@5=0.00
round  60 | acc=0.8879 | bsr=0.997 | agg=0.53s | det_auroc=0.500 | tpr@5=0.00
