device=cuda dataset=fmnist(real) clients=20 malicious=4 defense=ecf attack=min_max
round   1 | acc=0.4366 | bsr=nan | agg=0.41s | det_auroc=0.812 | tpr@5=0.00
round   2 | acc=0.6645 | bsr=nan | agg=0.41s | det_auroc=1.000 | tpr@5=1.00
round   3 | acc=0.7017 | bsr=nan | agg=0.42s | det_auroc=1.000 | tpr@5=1.00
round   4 | acc=0.7356 | bsr=nan | agg=0.40s | det_auroc=1.000 | tpr@5=1.00
round   5 | acc=0.7407 | bsr=nan | agg=0.41s | det_auroc=1.000 | tpr@5=1.00
round   6 | acc=0.7629 | bsr=nan | agg=0.42s | det_auroc=1.000 | tpr@5=1.00
round   7 | acc=0.7702 | bsr=nan | agg=0.40s | det_auroc=1.000 | tpr@5=1.00
round   8 | acc=0.7735 | bsr=nan | agg=0.41s | det_auroc=1.000 | tpr@5=1.00
round   9 | acc=0.7815 | bsr=nan | agg=0.40s | det_auroc=1.000 | tpr@5=1.00
round  10 | acc=0.7896 | bsr=nan | agg=0.41s | det_auroc=1.000 | tpr@5=1.00
round  11 | acc=0.7966 | bsr=nan | agg=0.42s | det_auroc=1.000 | tpr@5=1.00
round  12 | acc=0.7922 | bsr=nan | agg=0.40s | det_auroc=1.000 | tpr@5=1.00
round  13 | acc=0.8035 | bsr=nan | agg=0.41s | det_auroc=1.000 | tpr@5=1.00
round  14 | acc=0.8043 | bsr=nan | agg=0.40s | det_auroc=1.000 | tpr@5=1.00
round  15 | acc=0.8084 | bsr=nan | agg=0.40s | det_auroc=1.000 | tpr@5=1.00
round  16 | acc=0.8112 | bsr=nan | agg=0.40s | det_auroc=1.000 | tpr@5=1.00
round  17 | acc=0.7765 | bsr=nan | agg=0.40s | det_auroc=1.000 | tpr@5=1.00
round  18 | acc=0.8247 | bsr=nan | agg=0.40s | det_auroc=1.000 | tpr@5=1.00
round  19 | acc=0.8181 | bsr=nan | agg=0.40s | det_auroc=1.000 | tpr@5=1.00
round  20 | acc=0.8142 | bsr=nan | agg=0.39s | det_auroc=1.000 | tpr@5=1.00
round  21 | acc=0.8140 | bsr=nan | agg=0.36s | det_auroc=1.000 | tpr@5=1.00
round  22 | acc=0.8007 | bsr=nan | agg=0.41s | det_auroc=1.000 | tpr@5=1.00
round  23 | acc=0.8155 | bsr=nan | agg=0.39s | det_auroc=1.000 | tpr@5=1.00
round  24 | acc=0.8191 | bsr=nan | agg=0.40s | det_auroc=1.000 | tpr@5=1.00
round  25 | acc=0.7823 | bsr=nan | agg=0.41s | det_auroc=1.000 | tpr@5=1.00
round  26 | acc=0.8063 | bsr=nan | agg=0.39s | det_auroc=1.000 | tpr@5=1.00
round  27 | acc=0.8289 | bsr=nan | agg=0.41s | det_auroc=1.000 | tpr@5=1.00
round  28 | acc=0.8098 | bsr=nan | agg=0.40s | det_auroc=1.000 | tpr@5=1.00
round  29 | acc=0.8283 | bsr=nan | agg=0.39s | det_auroc=1.000 | tpr@5=1.00
round  30 | acc=0.8211 | bsr=nan | agg=0.41s | det_auroc=1.000 | tpr@5=1.00
round  31 | acc=0.8241 | bsr=nan | agg=0.40s | det_auroc=1.000 | tpr@5=1.00
round  32 | acc=0.8324 | bsr=nan | agg=0.43s | det_auroc=1.000 | tpr@5=1.00
round  33 | acc=0.7894 | bsr=nan | agg=0.41s | det_auroc=1.000 | tpr@5=1.00
round  34 | acc=0.8401 | bsr=nan | agg=0.41s | det_auroc=1.000 | tpr@5=1.00
round  35 | acc=0.8094 | bsr=nan | agg=0.41s | det_auroc=1.000 | tpr@5=1.00
round  36 | acc=0.8278 | bsr=nan | agg=0.40s | det_auroc=1.000 | tpr@5=1.00
round  37 | acc=0.7908 | bsr=nan | agg=0.39s | det_auroc=1.000 | tpr@5=1.00
round  38 | acc=0.8373 | bsr=nan | agg=0.39s | det_auroc=1.000 | tpr@5=1.00
round  39 | acc=0.8148 | bsr=nan | agg=0.42s | det_auroc=1.000 | tpr@5=1.00
round  40 | acc=0.8234 | bsr=nan | agg=0.39s | det_auroc=1.000 | tpr@5=1.00
round  41 | acc=0.8137 | bsr=nan | agg=0.39s | det_auroc=1.000 | tpr@5=1.00
round  42 | acc=0.8345 | bsr=nan | agg=0.40s | det_auroc=1.000 | tpr@5=1.00
round  43 | acc=0.8163 | bsr=nan | agg=0.39s | det_auroc=1.000 | tpr@5=1.00
round  44 | acc=0.8243 | bsr=nan | agg=0.35s | det_auroc=1.000 | tpr@5=1.00
