device=cuda dataset=imdb(real) clients=20 malicious=4 defense=median attack=min_max
round   1 | acc=0.5000 | bsr=nan | agg=0.52s
round   2 | acc=0.5000 | bsr=nan | agg=0.50s
round   3 | acc=0.5000 | bsr=nan | agg=0.49s
round   4 | acc=0.5000 | bsr=nan | agg=0.50s
round   5 | acc=0.5000 | bsr=nan | agg=0.50s
round   6 | acc=0.5047 | bsr=nan | agg=0.48s
round   7 | acc=0.5018 | bsr=nan | agg=0.47s
round   8 | acc=0.5028 | bsr=nan | agg=0.50s
round   9 | acc=0.5030 | bsr=nan | agg=0.47s
round  10 | acc=0.5145 | bsr=nan | agg=0.48s
round  11 | acc=0.5254 | bsr=nan | agg=0.48s
round  12 | acc=0.5126 | bsr=nan | agg=0.49s
round  13 | acc=0.5262 | bsr=nan | agg=0.48s
round  14 | acc=0.5321 | bsr=nan | agg=0.47s
round  15 | acc=0.5184 | bsr=nan | agg=0.49s
round  16 | acc=0.5327 | bsr=nan | agg=0.48s
round  17 | acc=0.5486 | bsr=nan | agg=0.48s
round  18 | acc=0.5578 | bsr=nan | agg=0.47s
round  19 | acc=0.5670 | bsr=nan | agg=0.47s
round  20 | acc=0.5568 | bsr=nan | agg=0.47s
