device=cuda dataset=imdb(real) clients=20 malicious=4 defense=fltrust attack=spurious_feature
round   1 | acc=0.5000 | bsr=nan | agg=0.17s | det_auroc=0.062 | tpr@5=0.00
round   2 | acc=0.5002 | bsr=nan | agg=0.20s | det_auroc=0.812 | tpr@5=0.00
round   3 | acc=0.5000 | bsr=nan | agg=0.14s | det_auroc=0.312 | tpr@5=0.00
round   4 | acc=0.5000 | bsr=nan | agg=0.13s | det_auroc=0.547 | tpr@5=0.00
round   5 | acc=0.5001 | bsr=nan | agg=0.13s | det_auroc=0.641 | tpr@5=0.00
round   6 | acc=0.5131 | bsr=nan | agg=0.13s | det_auroc=0.781 | tpr@5=0.00
round   7 | acc=0.5000 | bsr=nan | agg=0.13s | det_auroc=0.094 | tpr@5=0.00
round   8 | acc=0.5015 | bsr=nan | agg=0.13s | det_auroc=0.672 | tpr@5=0.00
round   9 | acc=0.5000 | bsr=nan | agg=0.14s | det_auroc=0.266 | tpr@5=0.00
round  10 | acc=0.5197 | bsr=nan | agg=0.13s | det_auroc=0.727 | tpr@5=0.00
round  11 | acc=0.5008 | bsr=nan | agg=0.13s | det_auroc=0.203 | tpr@5=0.00
round  12 | acc=0.5101 | bsr=nan | agg=0.13s | det_auroc=0.641 | tpr@5=0.00
round  13 | acc=0.5049 | bsr=nan | agg=0.13s | det_auroc=0.297 | tpr@5=0.00
round  14 | acc=0.5176 | bsr=nan | agg=0.13s | det_auroc=0.641 | tpr@5=0.00
round  15 | acc=0.5240 | bsr=nan | agg=0.12s | det_auroc=0.375 | tpr@5=0.00
round  16 | acc=0.5201 | bsr=nan | agg=0.13s | det_auroc=0.328 | tpr@5=0.00
round  17 | acc=0.5712 | bsr=nan | agg=0.13s | det_auroc=0.703 | tpr@5=0.00
round  18 | acc=0.5102 | bsr=nan | agg=0.13s | det_auroc=0.094 | tpr@5=0.00
round  19 | acc=0.5814 | bsr=nan | agg=0.13s | det_auroc=0.648 | tpr@5=0.00
round  20 | acc=0.5169 | bsr=nan | agg=0.13s | det_auroc=0.062 | tpr@5=0.00
