device=cuda dataset=imdb(real) clients=20 malicious=4 defense=multi_krum attack=min_max
round   1 | acc=0.5000 | bsr=nan | agg=3.50s | det_auroc=1.000 | tpr@5=1.00
round   2 | acc=0.5239 | bsr=nan | agg=3.57s | det_auroc=1.000 | tpr@5=1.00
round   3 | acc=0.5092 | bsr=nan | agg=3.55s | det_auroc=1.000 | tpr@5=1.00
round   4 | acc=0.5671 | bsr=nan | agg=3.49s | det_auroc=1.000 | tpr@5=1.00
round   5 | acc=0.5468 | bsr=nan | agg=3.63s | det_auroc=1.000 | tpr@5=1.00
round   6 | acc=0.5556 | bsr=nan | agg=3.78s | det_auroc=1.000 | tpr@5=1.00
round   7 | acc=0.6058 | bsr=nan | agg=3.65s | det_auroc=1.000 | tpr@5=1.00
round   8 | acc=0.5753 | bsr=nan | agg=3.66s | det_auroc=1.000 | tpr@5=1.00
round   9 | acc=0.6169 | bsr=nan | agg=3.65s | det_auroc=1.000 | tpr@5=1.00
round  10 | acc=0.5861 | bsr=nan | agg=3.81s | det_auroc=1.000 | tpr@5=1.00
round  11 | acc=0.6150 | bsr=nan | agg=3.49s | det_auroc=1.000 | tpr@5=1.00
round  12 | acc=0.6119 | bsr=nan | agg=3.54s | det_auroc=1.000 | tpr@5=1.00
round  13 | acc=0.6125 | bsr=nan | agg=3.56s | det_auroc=1.000 | tpr@5=1.00
round  14 | acc=0.6242 | bsr=nan | agg=3.66s | det_auroc=1.000 | tpr@5=1.00
round  15 | acc=0.6278 | bsr=nan | agg=3.55s | det_auroc=1.000 | tpr@5=1.00
round  16 | acc=0.6186 | bsr=nan | agg=3.52s | det_auroc=1.000 | tpr@5=1.00
round  17 | acc=0.6381 | bsr=nan | agg=3.56s | det_auroc=1.000 | tpr@5=1.00
round  18 | acc=0.6204 | bsr=nan | agg=3.49s | det_auroc=1.000 | tpr@5=1.00
round  19 | acc=0.6379 | bsr=nan | agg=3.51s | det_auroc=1.000 | tpr@5=1.00
round  20 | acc=0.6325 | bsr=nan | agg=3.55s | det_auroc=1.000 | tpr@5=1.00
