device=cuda dataset=imdb(real) clients=20 malicious=4 defense=ecf attack=min_max
round   1 | acc=0.5151 | bsr=nan | agg=0.35s | det_auroc=1.000 | tpr@5=1.00
round   2 | acc=0.5318 | bsr=nan | agg=0.29s | det_auroc=1.000 | tpr@5=1.00
round   3 | acc=0.5456 | bsr=nan | agg=0.28s | det_auroc=1.000 | tpr@5=1.00
round   4 | acc=0.5595 | bsr=nan | agg=0.24s | det_auroc=1.000 | tpr@5=1.00
round   5 | acc=0.5644 | bsr=nan | agg=0.26s | det_auroc=1.000 | tpr@5=1.00
round   6 | acc=0.5664 | bsr=nan | agg=0.24s | det_auroc=1.000 | tpr@5=1.00
round   7 | acc=0.5694 | bsr=nan | agg=0.25s | det_auroc=1.000 | tpr@5=1.00
round   8 | acc=0.5695 | bsr=nan | agg=0.27s | det_auroc=1.000 | tpr@5=1.00
round   9 | acc=0.5663 | bsr=nan | agg=0.25s | det_auroc=1.000 | tpr@5=1.00
round  10 | acc=0.5675 | bsr=nan | agg=0.28s | det_auroc=1.000 | tpr@5=1.00
round  11 | acc=0.5638 | bsr=nan | agg=0.28s | det_auroc=1.000 | tpr@5=1.00
round  12 | acc=0.5591 | bsr=nan | agg=0.25s | det_auroc=1.000 | tpr@5=1.00
round  13 | acc=0.5619 | bsr=nan | agg=0.28s | det_auroc=1.000 | tpr@5=1.00
round  14 | acc=0.5586 | bsr=nan | agg=0.26s | det_auroc=1.000 | tpr@5=1.00
round  15 | acc=0.5591 | bsr=nan | agg=0.24s | det_auroc=1.000 | tpr@5=1.00
round  16 | acc=0.5568 | bsr=nan | agg=0.27s | det_auroc=1.000 | tpr@5=1.00
round  17 | acc=0.5541 | bsr=nan | agg=0.23s | det_auroc=1.000 | tpr@5=1.00
round  18 | acc=0.5545 | bsr=nan | agg=0.24s | det_auroc=1.000 | tpr@5=1.00
round  19 | acc=0.5585 | bsr=nan | agg=0.28s | det_auroc=1.000 | tpr@5=1.00
round  20 | acc=0.5651 | bsr=nan | agg=0.24s | det_auroc=1.000 | tpr@5=1.00
