device=cuda dataset=imdb(real) clients=20 malicious=4 defense=ecf attack=constrained_backdoor
round   1 | acc=0.5164 | bsr=0.588 | agg=0.31s | det_auroc=0.266 | tpr@5=0.00
round   2 | acc=0.5287 | bsr=0.780 | agg=0.23s | det_auroc=0.281 | tpr@5=0.00
round   3 | acc=0.5216 | bsr=0.896 | agg=0.25s | det_auroc=0.312 | tpr@5=0.00
round   4 | acc=0.5195 | bsr=0.923 | agg=0.25s | det_auroc=0.516 | tpr@5=0.00
round   5 | acc=0.5161 | bsr=0.948 | agg=0.24s | det_auroc=0.812 | tpr@5=0.00
round   6 | acc=0.5203 | bsr=0.937 | agg=0.22s | det_auroc=0.938 | tpr@5=0.50
round   7 | acc=0.5210 | bsr=0.937 | agg=0.23s | det_auroc=0.906 | tpr@5=0.50
round   8 | acc=0.5230 | bsr=0.934 | agg=0.25s | det_auroc=0.984 | tpr@5=0.75
round   9 | acc=0.5255 | bsr=0.929 | agg=0.23s | det_auroc=0.984 | tpr@5=0.75
round  10 | acc=0.5260 | bsr=0.929 | agg=0.25s | det_auroc=0.844 | tpr@5=0.00
round  11 | acc=0.5293 | bsr=0.920 | agg=0.22s | det_auroc=0.891 | tpr@5=0.50
round  12 | acc=0.5295 | bsr=0.921 | agg=0.22s | det_auroc=0.688 | tpr@5=0.00
round  13 | acc=0.5324 | bsr=0.912 | agg=0.23s | det_auroc=0.906 | tpr@5=0.00
round  14 | acc=0.5341 | bsr=0.907 | agg=0.26s | det_auroc=0.891 | tpr@5=0.00
round  15 | acc=0.5356 | bsr=0.903 | agg=0.23s | det_auroc=0.875 | tpr@5=0.00
round  16 | acc=0.5406 | bsr=0.887 | agg=0.26s | det_auroc=0.969 | tpr@5=0.50
round  17 | acc=0.5422 | bsr=0.883 | agg=0.23s | det_auroc=0.875 | tpr@5=0.00
round  18 | acc=0.5446 | bsr=0.873 | agg=0.23s | det_auroc=0.922 | tpr@5=0.00
round  19 | acc=0.5480 | bsr=0.863 | agg=0.23s | det_auroc=0.875 | tpr@5=0.00
round  20 | acc=0.5520 | bsr=0.843 | agg=0.25s | det_auroc=0.938 | tpr@5=0.25
