device=cuda dataset=imdb(real) clients=20 malicious=4 defense=ecf attack=min_max
round   1 | acc=0.5098 | bsr=nan | agg=0.22s | det_auroc=0.875 | tpr@5=0.00
round   2 | acc=0.5158 | bsr=nan | agg=0.20s | det_auroc=0.938 | tpr@5=0.00
round   3 | acc=0.5242 | bsr=nan | agg=0.20s | det_auroc=0.938 | tpr@5=0.00
round   4 | acc=0.5356 | bsr=nan | agg=0.20s | det_auroc=1.000 | tpr@5=1.00
round   5 | acc=0.5416 | bsr=nan | agg=0.20s | det_auroc=0.938 | tpr@5=0.00
round   6 | acc=0.5479 | bsr=nan | agg=0.19s | det_auroc=1.000 | tpr@5=1.00
round   7 | acc=0.5541 | bsr=nan | agg=0.19s | det_auroc=1.000 | tpr@5=1.00
round   8 | acc=0.5597 | bsr=nan | agg=0.20s | det_auroc=1.000 | tpr@5=1.00
round   9 | acc=0.5656 | bsr=nan | agg=0.21s | det_auroc=1.000 | tpr@5=1.00
round  10 | acc=0.5714 | bsr=nan | agg=0.20s | det_auroc=1.000 | tpr@5=1.00
round  11 | acc=0.5735 | bsr=nan | agg=0.20s | det_auroc=1.000 | tpr@5=1.00
round  12 | acc=0.5764 | bsr=nan | agg=0.19s | det_auroc=1.000 | tpr@5=1.00
round  13 | acc=0.5784 | bsr=nan | agg=0.21s | det_auroc=1.000 | tpr@5=1.00
round  14 | acc=0.5788 | bsr=nan | agg=0.21s | det_auroc=1.000 | tpr@5=1.00
round  15 | acc=0.5784 | bsr=nan | agg=0.21s | det_auroc=1.000 | tpr@5=1.00
round  16 | acc=0.5842 | bsr=nan | agg=0.19s | det_auroc=1.000 | tpr@5=1.00
round  17 | acc=0.5887 | bsr=nan | agg=0.22s | det_auroc=1.000 | tpr@5=1.00
round  18 | acc=0.5911 | bsr=nan | agg=0.22s | det_auroc=1.000 | tpr@5=1.00
round  19 | acc=0.5943 | bsr=nan | agg=0.22s | det_auroc=1.000 | tpr@5=1.00
round  20 | acc=0.5970 | bsr=nan | agg=0.22s | det_auroc=1.000 | tpr@5=1.00
round  21 | acc=0.5989 | bsr=nan | agg=0.23s | det_auroc=1.000 | tpr@5=1.00
round  22 | acc=0.5994 | bsr=nan | agg=0.22s | det_auroc=1.000 | tpr@5=1.00
round  23 | acc=0.5997 | bsr=nan | agg=0.22s | det_auroc=1.000 | tpr@5=1.00
round  24 | acc=0.6010 | bsr=nan | agg=0.22s | det_auroc=1.000 | tpr@5=1.00
round  25 | acc=0.6027 | bsr=nan | agg=0.22s | det_auroc=1.000 | tpr@5=1.00
round  26 | acc=0.6026 | bsr=nan | agg=0.22s | det_auroc=1.000 | tpr@5=1.00
round  27 | acc=0.6044 | bsr=nan | agg=0.22s | det_auroc=0.812 | tpr@5=0.00
round  28 | acc=0.6034 | bsr=nan | agg=0.19s | det_auroc=1.000 | tpr@5=1.00
round  29 | acc=0.6028 | bsr=nan | agg=0.20s | det_auroc=1.000 | tpr@5=1.00
round  30 | acc=0.6038 | bsr=nan | agg=0.21s | det_auroc=1.000 | tpr@5=1.00
