device=cuda dataset=imdb(real) clients=20 malicious=4 defense=ecf attack=backdoor
round   1 | acc=0.5131 | bsr=0.486 | agg=0.26s | det_auroc=0.219 | tpr@5=0.00
round   2 | acc=0.5185 | bsr=0.762 | agg=0.23s | det_auroc=0.203 | tpr@5=0.00
round   3 | acc=0.5214 | bsr=0.844 | agg=0.24s | det_auroc=0.219 | tpr@5=0.00
round   4 | acc=0.5231 | bsr=0.853 | agg=0.24s | det_auroc=0.188 | tpr@5=0.00
round   5 | acc=0.5210 | bsr=0.881 | agg=0.23s | det_auroc=0.203 | tpr@5=0.00
round   6 | acc=0.5139 | bsr=0.934 | agg=0.22s | det_auroc=0.281 | tpr@5=0.00
round   7 | acc=0.5171 | bsr=0.925 | agg=0.21s | det_auroc=0.766 | tpr@5=0.00
round   8 | acc=0.5145 | bsr=0.941 | agg=0.22s | det_auroc=0.312 | tpr@5=0.00
round   9 | acc=0.5151 | bsr=0.942 | agg=0.22s | det_auroc=0.328 | tpr@5=0.00
round  10 | acc=0.5126 | bsr=0.956 | agg=0.24s | det_auroc=0.281 | tpr@5=0.00
round  11 | acc=0.5144 | bsr=0.952 | agg=0.22s | det_auroc=0.781 | tpr@5=0.00
round  12 | acc=0.5138 | bsr=0.956 | agg=0.23s | det_auroc=0.344 | tpr@5=0.00
round  13 | acc=0.5135 | bsr=0.957 | agg=0.23s | det_auroc=0.281 | tpr@5=0.00
round  14 | acc=0.5132 | bsr=0.958 | agg=0.23s | det_auroc=0.328 | tpr@5=0.00
round  15 | acc=0.5130 | bsr=0.959 | agg=0.26s | det_auroc=0.297 | tpr@5=0.00
round  16 | acc=0.5130 | bsr=0.961 | agg=0.23s | det_auroc=0.281 | tpr@5=0.00
round  17 | acc=0.5104 | bsr=0.969 | agg=0.23s | det_auroc=0.391 | tpr@5=0.00
round  18 | acc=0.5102 | bsr=0.970 | agg=0.20s | det_auroc=0.703 | tpr@5=0.00
round  19 | acc=0.5112 | bsr=0.966 | agg=0.24s | det_auroc=0.906 | tpr@5=0.00
round  20 | acc=0.5110 | bsr=0.969 | agg=0.23s | det_auroc=0.484 | tpr@5=0.00
round  21 | acc=0.5112 | bsr=0.968 | agg=0.23s | det_auroc=0.703 | tpr@5=0.25
round  22 | acc=0.5119 | bsr=0.966 | agg=0.23s | det_auroc=0.938 | tpr@5=0.25
round  23 | acc=0.5138 | bsr=0.962 | agg=0.24s | det_auroc=1.000 | tpr@5=1.00
round  24 | acc=0.5138 | bsr=0.960 | agg=0.20s | det_auroc=0.531 | tpr@5=0.00
round  25 | acc=0.5143 | bsr=0.960 | agg=0.21s | det_auroc=0.406 | tpr@5=0.00
round  26 | acc=0.5139 | bsr=0.963 | agg=0.22s | det_auroc=0.328 | tpr@5=0.00
round  27 | acc=0.5136 | bsr=0.963 | agg=0.22s | det_auroc=0.344 | tpr@5=0.00
round  28 | acc=0.5135 | bsr=0.963 | agg=0.23s | det_auroc=0.344 | tpr@5=0.00
round  29 | acc=0.5140 | bsr=0.962 | agg=0.22s | det_auroc=0.562 | tpr@5=0.00
round  30 | acc=0.5147 | bsr=0.959 | agg=0.23s | det_auroc=0.688 | tpr@5=0.00
