device=cuda dataset=imdb(real) clients=20 malicious=4 defense=ecf attack=min_max
round   1 | acc=0.5104 | bsr=nan | agg=0.23s | det_auroc=0.938 | tpr@5=0.00
round   2 | acc=0.5188 | bsr=nan | agg=0.19s | det_auroc=0.938 | tpr@5=0.00
round   3 | acc=0.5261 | bsr=nan | agg=0.21s | det_auroc=0.875 | tpr@5=0.00
round   4 | acc=0.5332 | bsr=nan | agg=0.21s | det_auroc=1.000 | tpr@5=1.00
round   5 | acc=0.5408 | bsr=nan | agg=0.19s | det_auroc=0.938 | tpr@5=0.00
round   6 | acc=0.5407 | bsr=nan | agg=0.21s | det_auroc=0.938 | tpr@5=0.00
round   7 | acc=0.5454 | bsr=nan | agg=0.19s | det_auroc=0.938 | tpr@5=0.00
round   8 | acc=0.5434 | bsr=nan | agg=0.19s | det_auroc=1.000 | tpr@5=1.00
round   9 | acc=0.5396 | bsr=nan | agg=0.19s | det_auroc=1.000 | tpr@5=1.00
round  10 | acc=0.5440 | bsr=nan | agg=0.21s | det_auroc=1.000 | tpr@5=1.00
round  11 | acc=0.5434 | bsr=nan | agg=0.21s | det_auroc=1.000 | tpr@5=1.00
round  12 | acc=0.5429 | bsr=nan | agg=0.18s | det_auroc=1.000 | tpr@5=1.00
round  13 | acc=0.5411 | bsr=nan | agg=0.19s | det_auroc=1.000 | tpr@5=1.00
round  14 | acc=0.5372 | bsr=nan | agg=0.20s | det_auroc=1.000 | tpr@5=1.00
round  15 | acc=0.5364 | bsr=nan | agg=0.20s | det_auroc=1.000 | tpr@5=1.00
round  16 | acc=0.5365 | bsr=nan | agg=0.19s | det_auroc=1.000 | tpr@5=1.00
round  17 | acc=0.5345 | bsr=nan | agg=0.20s | det_auroc=1.000 | tpr@5=1.00
round  18 | acc=0.5369 | bsr=nan | agg=0.22s | det_auroc=1.000 | tpr@5=1.00
round  19 | acc=0.5378 | bsr=nan | agg=0.20s | det_auroc=1.000 | tpr@5=1.00
round  20 | acc=0.5403 | bsr=nan | agg=0.21s | det_auroc=1.000 | tpr@5=1.00
round  21 | acc=0.5386 | bsr=nan | agg=0.20s | det_auroc=1.000 | tpr@5=1.00
round  22 | acc=0.5402 | bsr=nan | agg=0.19s | det_auroc=1.000 | tpr@5=1.00
round  23 | acc=0.5407 | bsr=nan | agg=0.22s | det_auroc=1.000 | tpr@5=1.00
round  24 | acc=0.5405 | bsr=nan | agg=0.21s | det_auroc=1.000 | tpr@5=1.00
round  25 | acc=0.5407 | bsr=nan | agg=0.20s | det_auroc=1.000 | tpr@5=1.00
round  26 | acc=0.5430 | bsr=nan | agg=0.21s | det_auroc=1.000 | tpr@5=1.00
round  27 | acc=0.5447 | bsr=nan | agg=0.20s | det_auroc=1.000 | tpr@5=1.00
round  28 | acc=0.5451 | bsr=nan | agg=0.20s | det_auroc=1.000 | tpr@5=1.00
round  29 | acc=0.5428 | bsr=nan | agg=0.19s | det_auroc=1.000 | tpr@5=1.00
round  30 | acc=0.5441 | bsr=nan | agg=0.20s | det_auroc=1.000 | tpr@5=1.00
