device=cuda dataset=imdb(real) clients=20 malicious=4 defense=ecf attack=lie
round   1 | acc=0.5099 | bsr=nan | agg=0.24s | det_auroc=0.000 | tpr@5=0.00
round   2 | acc=0.5204 | bsr=nan | agg=0.20s | det_auroc=0.000 | tpr@5=0.00
round   3 | acc=0.5291 | bsr=nan | agg=0.21s | det_auroc=0.000 | tpr@5=0.00
round   4 | acc=0.5367 | bsr=nan | agg=0.21s | det_auroc=0.000 | tpr@5=0.00
round   5 | acc=0.5420 | bsr=nan | agg=0.20s | det_auroc=0.000 | tpr@5=0.00
round   6 | acc=0.5491 | bsr=nan | agg=0.21s | det_auroc=0.000 | tpr@5=0.00
round   7 | acc=0.5505 | bsr=nan | agg=0.19s | det_auroc=0.000 | tpr@5=0.00
round   8 | acc=0.5570 | bsr=nan | agg=0.21s | det_auroc=0.000 | tpr@5=0.00
round   9 | acc=0.5636 | bsr=nan | agg=0.21s | det_auroc=0.000 | tpr@5=0.00
round  10 | acc=0.5630 | bsr=nan | agg=0.23s | det_auroc=0.000 | tpr@5=0.00
round  11 | acc=0.5655 | bsr=nan | agg=0.21s | det_auroc=0.000 | tpr@5=0.00
round  12 | acc=0.5692 | bsr=nan | agg=0.20s | det_auroc=0.000 | tpr@5=0.00
round  13 | acc=0.5748 | bsr=nan | agg=0.20s | det_auroc=0.000 | tpr@5=0.00
round  14 | acc=0.5804 | bsr=nan | agg=0.19s | det_auroc=0.000 | tpr@5=0.00
round  15 | acc=0.5856 | bsr=nan | agg=0.20s | det_auroc=0.000 | tpr@5=0.00
round  16 | acc=0.5884 | bsr=nan | agg=0.20s | det_auroc=0.000 | tpr@5=0.00
round  17 | acc=0.5921 | bsr=nan | agg=0.19s | det_auroc=0.000 | tpr@5=0.00
round  18 | acc=0.5922 | bsr=nan | agg=0.20s | det_auroc=0.000 | tpr@5=0.00
round  19 | acc=0.5938 | bsr=nan | agg=0.20s | det_auroc=0.000 | tpr@5=0.00
round  20 | acc=0.5934 | bsr=nan | agg=0.20s | det_auroc=0.000 | tpr@5=0.00
round  21 | acc=0.5977 | bsr=nan | agg=0.20s | det_auroc=0.000 | tpr@5=0.00
round  22 | acc=0.5998 | bsr=nan | agg=0.19s | det_auroc=0.000 | tpr@5=0.00
round  23 | acc=0.6015 | bsr=nan | agg=0.19s | det_auroc=0.000 | tpr@5=0.00
round  24 | acc=0.6030 | bsr=nan | agg=0.20s | det_auroc=0.000 | tpr@5=0.00
round  25 | acc=0.6040 | bsr=nan | agg=0.19s | det_auroc=0.000 | tpr@5=0.00
round  26 | acc=0.6046 | bsr=nan | agg=0.20s | det_auroc=0.000 | tpr@5=0.00
round  27 | acc=0.6054 | bsr=nan | agg=0.20s | det_auroc=0.000 | tpr@5=0.00
round  28 | acc=0.6062 | bsr=nan | agg=0.19s | det_auroc=0.000 | tpr@5=0.00
round  29 | acc=0.6091 | bsr=nan | agg=0.19s | det_auroc=0.000 | tpr@5=0.00
round  30 | acc=0.6110 | bsr=nan | agg=0.20s | det_auroc=0.000 | tpr@5=0.00
