device=cuda dataset=imdb(real) clients=20 malicious=4 defense=fltrust attack=adaptive_ecf
round   1 | acc=0.5000 | bsr=1.000 | agg=0.10s | det_auroc=0.375 | tpr@5=0.00
round   2 | acc=0.5000 | bsr=1.000 | agg=0.08s | det_auroc=0.234 | tpr@5=0.00
round   3 | acc=0.5000 | bsr=1.000 | agg=0.08s | det_auroc=0.125 | tpr@5=0.00
round   4 | acc=0.5002 | bsr=0.999 | agg=0.08s | det_auroc=0.812 | tpr@5=0.00
round   5 | acc=0.5000 | bsr=1.000 | agg=0.08s | det_auroc=0.438 | tpr@5=0.00
round   6 | acc=0.5000 | bsr=1.000 | agg=0.08s | det_auroc=0.156 | tpr@5=0.00
round   7 | acc=0.5018 | bsr=0.995 | agg=0.08s | det_auroc=0.625 | tpr@5=0.00
round   8 | acc=0.5000 | bsr=1.000 | agg=0.08s | det_auroc=0.109 | tpr@5=0.00
round   9 | acc=0.5000 | bsr=1.000 | agg=0.08s | det_auroc=0.125 | tpr@5=0.00
round  10 | acc=0.5000 | bsr=1.000 | agg=0.08s | det_auroc=0.078 | tpr@5=0.00
round  11 | acc=0.5015 | bsr=0.997 | agg=0.08s | det_auroc=0.625 | tpr@5=0.00
round  12 | acc=0.5002 | bsr=1.000 | agg=0.08s | det_auroc=0.125 | tpr@5=0.00
round  13 | acc=0.5004 | bsr=0.999 | agg=0.08s | det_auroc=0.094 | tpr@5=0.00
round  14 | acc=0.5000 | bsr=1.000 | agg=0.08s | det_auroc=0.078 | tpr@5=0.00
round  15 | acc=0.5230 | bsr=0.927 | agg=0.08s | det_auroc=0.812 | tpr@5=0.00
round  16 | acc=0.5005 | bsr=0.999 | agg=0.08s | det_auroc=0.375 | tpr@5=0.00
round  17 | acc=0.5068 | bsr=0.983 | agg=0.08s | det_auroc=0.625 | tpr@5=0.00
round  18 | acc=0.5025 | bsr=0.995 | agg=0.08s | det_auroc=0.094 | tpr@5=0.00
round  19 | acc=0.5051 | bsr=0.987 | agg=0.08s | det_auroc=0.125 | tpr@5=0.00
round  20 | acc=0.5168 | bsr=0.953 | agg=0.08s | det_auroc=0.625 | tpr@5=0.00
round  21 | acc=0.5402 | bsr=0.876 | agg=0.08s | det_auroc=0.594 | tpr@5=0.00
round  22 | acc=0.5121 | bsr=0.967 | agg=0.08s | det_auroc=0.016 | tpr@5=0.00
round  23 | acc=0.5330 | bsr=0.908 | agg=0.08s | det_auroc=0.625 | tpr@5=0.00
round  24 | acc=0.5093 | bsr=0.975 | agg=0.08s | det_auroc=0.031 | tpr@5=0.00
round  25 | acc=0.5445 | bsr=0.866 | agg=0.08s | det_auroc=0.625 | tpr@5=0.00
round  26 | acc=0.5146 | bsr=0.961 | agg=0.08s | det_auroc=0.000 | tpr@5=0.00
round  27 | acc=0.5410 | bsr=0.883 | agg=0.08s | det_auroc=0.625 | tpr@5=0.00
round  28 | acc=0.5171 | bsr=0.956 | agg=0.08s | det_auroc=0.016 | tpr@5=0.00
round  29 | acc=0.5351 | bsr=0.905 | agg=0.08s | det_auroc=0.562 | tpr@5=0.00
round  30 | acc=0.5434 | bsr=0.873 | agg=0.08s | det_auroc=0.203 | tpr@5=0.00
