device=cuda dataset=imdb(real) clients=20 malicious=4 defense=ecf attack=spurious_feature
round   1 | acc=0.5142 | bsr=nan | agg=0.23s | det_auroc=0.109 | tpr@5=0.00
round   2 | acc=0.5210 | bsr=nan | agg=0.22s | det_auroc=0.156 | tpr@5=0.00
round   3 | acc=0.5287 | bsr=nan | agg=0.21s | det_auroc=0.094 | tpr@5=0.00
round   4 | acc=0.5334 | bsr=nan | agg=0.22s | det_auroc=0.172 | tpr@5=0.00
round   5 | acc=0.5348 | bsr=nan | agg=0.23s | det_auroc=0.188 | tpr@5=0.00
round   6 | acc=0.5261 | bsr=nan | agg=0.22s | det_auroc=0.250 | tpr@5=0.00
round   7 | acc=0.5199 | bsr=nan | agg=0.25s | det_auroc=0.250 | tpr@5=0.00
round   8 | acc=0.5171 | bsr=nan | agg=0.22s | det_auroc=0.344 | tpr@5=0.00
round   9 | acc=0.5175 | bsr=nan | agg=0.22s | det_auroc=0.281 | tpr@5=0.00
round  10 | acc=0.5124 | bsr=nan | agg=0.22s | det_auroc=0.328 | tpr@5=0.00
round  11 | acc=0.5130 | bsr=nan | agg=0.23s | det_auroc=0.703 | tpr@5=0.25
round  12 | acc=0.5119 | bsr=nan | agg=0.21s | det_auroc=0.203 | tpr@5=0.00
round  13 | acc=0.5128 | bsr=nan | agg=0.23s | det_auroc=0.297 | tpr@5=0.00
round  14 | acc=0.5129 | bsr=nan | agg=0.22s | det_auroc=0.469 | tpr@5=0.25
round  15 | acc=0.5134 | bsr=nan | agg=0.24s | det_auroc=0.719 | tpr@5=0.50
round  16 | acc=0.5146 | bsr=nan | agg=0.22s | det_auroc=0.609 | tpr@5=0.00
round  17 | acc=0.5143 | bsr=nan | agg=0.21s | det_auroc=0.672 | tpr@5=0.25
round  18 | acc=0.5308 | bsr=nan | agg=0.22s | det_auroc=0.688 | tpr@5=0.00
round  19 | acc=0.5308 | bsr=nan | agg=0.22s | det_auroc=0.672 | tpr@5=0.00
round  20 | acc=0.5289 | bsr=nan | agg=0.20s | det_auroc=0.531 | tpr@5=0.25
round  21 | acc=0.5318 | bsr=nan | agg=0.24s | det_auroc=0.719 | tpr@5=0.50
round  22 | acc=0.5322 | bsr=nan | agg=0.21s | det_auroc=0.516 | tpr@5=0.00
round  23 | acc=0.5335 | bsr=nan | agg=0.21s | det_auroc=0.641 | tpr@5=0.50
round  24 | acc=0.5347 | bsr=nan | agg=0.21s | det_auroc=0.375 | tpr@5=0.00
round  25 | acc=0.5344 | bsr=nan | agg=0.22s | det_auroc=0.312 | tpr@5=0.00
round  26 | acc=0.5348 | bsr=nan | agg=0.22s | det_auroc=0.656 | tpr@5=0.00
round  27 | acc=0.5355 | bsr=nan | agg=0.21s | det_auroc=0.141 | tpr@5=0.00
round  28 | acc=0.5352 | bsr=nan | agg=0.19s | det_auroc=0.328 | tpr@5=0.00
round  29 | acc=0.5351 | bsr=nan | agg=0.20s | det_auroc=0.203 | tpr@5=0.00
round  30 | acc=0.5353 | bsr=nan | agg=0.21s | det_auroc=0.344 | tpr@5=0.00
