device=cuda dataset=fmnist(real) clients=20 malicious=4 defense=ecf attack=adaptive_ecf
round   1 | acc=0.3539 | bsr=0.868 | agg=0.49s | det_auroc=0.359 | tpr@5=0.00
round   2 | acc=0.5925 | bsr=0.195 | agg=0.50s | det_auroc=0.797 | tpr@5=0.00
round   3 | acc=0.6376 | bsr=0.493 | agg=0.47s | det_auroc=0.797 | tpr@5=0.25
round   4 | acc=0.6984 | bsr=0.316 | agg=0.45s | det_auroc=1.000 | tpr@5=1.00
round   5 | acc=0.7038 | bsr=0.274 | agg=0.47s | det_auroc=1.000 | tpr@5=1.00
round   6 | acc=0.7463 | bsr=0.243 | agg=0.49s | det_auroc=1.000 | tpr@5=1.00
round   7 | acc=0.7556 | bsr=0.244 | agg=0.40s | det_auroc=1.000 | tpr@5=1.00
round   8 | acc=0.7690 | bsr=0.237 | agg=0.42s | det_auroc=1.000 | tpr@5=1.00
round   9 | acc=0.7804 | bsr=0.236 | agg=0.41s | det_auroc=1.000 | tpr@5=1.00
round  10 | acc=0.7891 | bsr=0.226 | agg=0.40s | det_auroc=1.000 | tpr@5=1.00
round  11 | acc=0.7979 | bsr=0.228 | agg=0.40s | det_auroc=1.000 | tpr@5=1.00
round  12 | acc=0.8013 | bsr=0.219 | agg=0.40s | det_auroc=1.000 | tpr@5=1.00
round  13 | acc=0.8150 | bsr=0.203 | agg=0.39s | det_auroc=1.000 | tpr@5=1.00
round  14 | acc=0.8198 | bsr=0.218 | agg=0.43s | det_auroc=1.000 | tpr@5=1.00
round  15 | acc=0.8208 | bsr=0.209 | agg=0.40s | det_auroc=1.000 | tpr@5=1.00
round  16 | acc=0.8243 | bsr=0.200 | agg=0.38s | det_auroc=1.000 | tpr@5=1.00
round  17 | acc=0.8310 | bsr=0.198 | agg=0.39s | det_auroc=1.000 | tpr@5=1.00
round  18 | acc=0.8282 | bsr=0.212 | agg=0.42s | det_auroc=1.000 | tpr@5=1.00
round  19 | acc=0.8351 | bsr=0.203 | agg=0.44s | det_auroc=1.000 | tpr@5=1.00
round  20 | acc=0.8359 | bsr=0.185 | agg=0.41s | det_auroc=1.000 | tpr@5=1.00
