device=cuda dataset=fmnist(real) clients=20 malicious=4 defense=fltrust attack=label_flip
round   1 | acc=0.0704 | bsr=nan | agg=0.06s | det_auroc=1.000 | tpr@5=1.00
round   2 | acc=0.1191 | bsr=nan | agg=0.04s | det_auroc=1.000 | tpr@5=1.00
round   3 | acc=0.2709 | bsr=nan | agg=0.04s | det_auroc=1.000 | tpr@5=1.00
round   4 | acc=0.4407 | bsr=nan | agg=0.04s | det_auroc=1.000 | tpr@5=1.00
round   5 | acc=0.6034 | bsr=nan | agg=0.04s | det_auroc=1.000 | tpr@5=1.00
round   6 | acc=0.6622 | bsr=nan | agg=0.04s | det_auroc=1.000 | tpr@5=1.00
round   7 | acc=0.6779 | bsr=nan | agg=0.04s | det_auroc=1.000 | tpr@5=1.00
round   8 | acc=0.6843 | bsr=nan | agg=0.04s | det_auroc=1.000 | tpr@5=1.00
round   9 | acc=0.6893 | bsr=nan | agg=0.04s | det_auroc=1.000 | tpr@5=1.00
round  10 | acc=0.6965 | bsr=nan | agg=0.04s | det_auroc=1.000 | tpr@5=1.00
round  11 | acc=0.7044 | bsr=nan | agg=0.04s | det_auroc=1.000 | tpr@5=1.00
round  12 | acc=0.7074 | bsr=nan | agg=0.04s | det_auroc=1.000 | tpr@5=1.00
round  13 | acc=0.7205 | bsr=nan | agg=0.04s | det_auroc=1.000 | tpr@5=1.00
round  14 | acc=0.7161 | bsr=nan | agg=0.04s | det_auroc=1.000 | tpr@5=1.00
round  15 | acc=0.7249 | bsr=nan | agg=0.04s | det_auroc=1.000 | tpr@5=1.00
round  16 | acc=0.7270 | bsr=nan | agg=0.04s | det_auroc=1.000 | tpr@5=1.00
round  17 | acc=0.7372 | bsr=nan | agg=0.04s | det_auroc=0.969 | tpr@5=0.00
round  18 | acc=0.7415 | bsr=nan | agg=0.04s | det_auroc=1.000 | tpr@5=1.00
round  19 | acc=0.7457 | bsr=nan | agg=0.04s | det_auroc=1.000 | tpr@5=1.00
round  20 | acc=0.7462 | bsr=nan | agg=0.04s | det_auroc=1.000 | tpr@5=1.00
round  21 | acc=0.7495 | bsr=nan | agg=0.04s | det_auroc=1.000 | tpr@5=1.00
round  22 | acc=0.7519 | bsr=nan | agg=0.04s | det_auroc=0.969 | tpr@5=0.00
round  23 | acc=0.7505 | bsr=nan | agg=0.04s | det_auroc=1.000 | tpr@5=1.00
round  24 | acc=0.7526 | bsr=nan | agg=0.04s | det_auroc=1.000 | tpr@5=1.00
round  25 | acc=0.7549 | bsr=nan | agg=0.04s | det_auroc=1.000 | tpr@5=1.00
round  26 | acc=0.7545 | bsr=nan | agg=0.04s | det_auroc=0.969 | tpr@5=0.00
round  27 | acc=0.7589 | bsr=nan | agg=0.04s | det_auroc=0.969 | tpr@5=0.00
round  28 | acc=0.7607 | bsr=nan | agg=0.04s | det_auroc=0.969 | tpr@5=0.00
round  29 | acc=0.7633 | bsr=nan | agg=0.04s | det_auroc=0.938 | tpr@5=0.00
round  30 | acc=0.7641 | bsr=nan | agg=0.04s | det_auroc=0.906 | tpr@5=0.00
round  31 | acc=0.7636 | bsr=nan | agg=0.04s | det_auroc=0.938 | tpr@5=0.00
round  32 | acc=0.7693 | bsr=nan | agg=0.04s | det_auroc=0.938 | tpr@5=0.00
round  33 | acc=0.7720 | bsr=nan | agg=0.04s | det_auroc=0.938 | tpr@5=0.00
round  34 | acc=0.7736 | bsr=nan | agg=0.04s | det_auroc=0.938 | tpr@5=0.00
round  35 | acc=0.7747 | bsr=nan | agg=0.04s | det_auroc=0.969 | tpr@5=0.00
round  36 | acc=0.7769 | bsr=nan | agg=0.04s | det_auroc=0.906 | tpr@5=0.00
round  37 | acc=0.7740 | bsr=nan | agg=0.04s | det_auroc=0.969 | tpr@5=0.00
round  38 | acc=0.7767 | bsr=nan | agg=0.04s | det_auroc=0.938 | tpr@5=0.00
round  39 | acc=0.7681 | bsr=nan | agg=0.04s | det_auroc=0.844 | tpr@5=0.00
round  40 | acc=0.7773 | bsr=nan | agg=0.04s | det_auroc=0.875 | tpr@5=0.00
round  41 | acc=0.7779 | bsr=nan | agg=0.04s | det_auroc=0.938 | tpr@5=0.00
round  42 | acc=0.7796 | bsr=nan | agg=0.04s | det_auroc=0.969 | tpr@5=0.00
round  43 | acc=0.7855 | bsr=nan | agg=0.04s | det_auroc=0.938 | tpr@5=0.00
round  44 | acc=0.7874 | bsr=nan | agg=0.04s | det_auroc=0.938 | tpr@5=0.00
round  45 | acc=0.7869 | bsr=nan | agg=0.04s | det_auroc=0.875 | tpr@5=0.00
round  46 | acc=0.7843 | bsr=nan | agg=0.04s | det_auroc=0.875 | tpr@5=0.00
round  47 | acc=0.7864 | bsr=nan | agg=0.04s | det_auroc=0.969 | tpr@5=0.00
round  48 | acc=0.7784 | bsr=nan | agg=0.05s | det_auroc=0.781 | tpr@5=0.00
round  49 | acc=0.7902 | bsr=nan | agg=0.04s | det_auroc=0.875 | tpr@5=0.00
round  50 | acc=0.7892 | bsr=nan | agg=0.04s | det_auroc=0.906 | tpr@5=0.00
round  51 | acc=0.7853 | bsr=nan | agg=0.04s | det_auroc=0.938 | tpr@5=0.00
round  52 | acc=0.7953 | bsr=nan | agg=0.04s | det_auroc=0.875 | tpr@5=0.00
round  53 | acc=0.7972 | bsr=nan | agg=0.04s | det_auroc=0.875 | tpr@5=0.00
round  54 | acc=0.7969 | bsr=nan | agg=0.04s | det_auroc=0.906 | tpr@5=0.00
round  55 | acc=0.7972 | bsr=nan | agg=0.04s | det_auroc=0.906 | tpr@5=0.00
round  56 | acc=0.8008 | bsr=nan | agg=0.04s | det_auroc=0.875 | tpr@5=0.00
round  57 | acc=0.8001 | bsr=nan | agg=0.04s | det_auroc=0.938 | tpr@5=0.00
round  58 | acc=0.8028 | bsr=nan | agg=0.05s | det_auroc=0.969 | tpr@5=0.00
round  59 | acc=0.8006 | bsr=nan | agg=0.04s | det_auroc=0.844 | tpr@5=0.00
round  60 | acc=0.7970 | bsr=nan | agg=0.04s | det_auroc=0.812 | tpr@5=0.00
