device=cuda dataset=fmnist(real) clients=20 malicious=4 defense=trimmed_mean attack=gaussian
round   1 | acc=0.4728 | bsr=nan | agg=0.20s
round   2 | acc=0.6523 | bsr=nan | agg=0.19s
round   3 | acc=0.7000 | bsr=nan | agg=0.19s
round   4 | acc=0.7390 | bsr=nan | agg=0.19s
round   5 | acc=0.7382 | bsr=nan | agg=0.19s
round   6 | acc=0.7539 | bsr=nan | agg=0.19s
round   7 | acc=0.7759 | bsr=nan | agg=0.19s
round   8 | acc=0.7738 | bsr=nan | agg=0.20s
round   9 | acc=0.7762 | bsr=nan | agg=0.19s
round  10 | acc=0.7939 | bsr=nan | agg=0.20s
round  11 | acc=0.7985 | bsr=nan | agg=0.20s
round  12 | acc=0.8005 | bsr=nan | agg=0.20s
round  13 | acc=0.8041 | bsr=nan | agg=0.19s
round  14 | acc=0.8118 | bsr=nan | agg=0.19s
round  15 | acc=0.8183 | bsr=nan | agg=0.20s
round  16 | acc=0.8168 | bsr=nan | agg=0.20s
round  17 | acc=0.8263 | bsr=nan | agg=0.19s
round  18 | acc=0.8283 | bsr=nan | agg=0.19s
round  19 | acc=0.8331 | bsr=nan | agg=0.19s
round  20 | acc=0.8351 | bsr=nan | agg=0.20s
round  21 | acc=0.8381 | bsr=nan | agg=0.20s
round  22 | acc=0.8406 | bsr=nan | agg=0.19s
round  23 | acc=0.8469 | bsr=nan | agg=0.19s
round  24 | acc=0.8473 | bsr=nan | agg=0.19s
round  25 | acc=0.8524 | bsr=nan | agg=0.19s
round  26 | acc=0.8495 | bsr=nan | agg=0.19s
round  27 | acc=0.8491 | bsr=nan | agg=0.20s
round  28 | acc=0.8554 | bsr=nan | agg=0.20s
round  29 | acc=0.8549 | bsr=nan | agg=0.20s
round  30 | acc=0.8556 | bsr=nan | agg=0.20s
round  31 | acc=0.8547 | bsr=nan | agg=0.20s
round  32 | acc=0.8546 | bsr=nan | agg=0.19s
round  33 | acc=0.8618 | bsr=nan | agg=0.19s
round  34 | acc=0.8605 | bsr=nan | agg=0.20s
round  35 | acc=0.8604 | bsr=nan | agg=0.19s
round  36 | acc=0.8648 | bsr=nan | agg=0.20s
round  37 | acc=0.8636 | bsr=nan | agg=0.19s
round  38 | acc=0.8651 | bsr=nan | agg=0.20s
round  39 | acc=0.8680 | bsr=nan | agg=0.19s
round  40 | acc=0.8672 | bsr=nan | agg=0.20s
round  41 | acc=0.8685 | bsr=nan | agg=0.20s
round  42 | acc=0.8723 | bsr=nan | agg=0.20s
round  43 | acc=0.8716 | bsr=nan | agg=0.19s
round  44 | acc=0.8703 | bsr=nan | agg=0.20s
round  45 | acc=0.8739 | bsr=nan | agg=0.20s
round  46 | acc=0.8760 | bsr=nan | agg=0.20s
round  47 | acc=0.8751 | bsr=nan | agg=0.20s
round  48 | acc=0.8751 | bsr=nan | agg=0.20s
round  49 | acc=0.8757 | bsr=nan | agg=0.20s
round  50 | acc=0.8757 | bsr=nan | agg=0.20s
round  51 | acc=0.8762 | bsr=nan | agg=0.20s
round  52 | acc=0.8782 | bsr=nan | agg=0.20s
round  53 | acc=0.8813 | bsr=nan | agg=0.20s
round  54 | acc=0.8779 | bsr=nan | agg=0.19s
round  55 | acc=0.8797 | bsr=nan | agg=0.20s
round  56 | acc=0.8783 | bsr=nan | agg=0.20s
round  57 | acc=0.8827 | bsr=nan | agg=0.19s
round  58 | acc=0.8806 | bsr=nan | agg=0.19s
round  59 | acc=0.8856 | bsr=nan | agg=0.20s
round  60 | acc=0.8842 | bsr=nan | agg=0.20s
