device=cuda dataset=fmnist(real) clients=20 malicious=4 defense=trimmed_mean attack=spurious_feature
round   1 | acc=0.5153 | bsr=nan | agg=0.21s
round   2 | acc=0.6343 | bsr=nan | agg=0.20s
round   3 | acc=0.7079 | bsr=nan | agg=0.19s
round   4 | acc=0.7304 | bsr=nan | agg=0.19s
round   5 | acc=0.7559 | bsr=nan | agg=0.19s
round   6 | acc=0.7580 | bsr=nan | agg=0.19s
round   7 | acc=0.7728 | bsr=nan | agg=0.19s
round   8 | acc=0.7813 | bsr=nan | agg=0.19s
round   9 | acc=0.7881 | bsr=nan | agg=0.19s
round  10 | acc=0.7936 | bsr=nan | agg=0.19s
round  11 | acc=0.8010 | bsr=nan | agg=0.19s
round  12 | acc=0.8066 | bsr=nan | agg=0.19s
round  13 | acc=0.8122 | bsr=nan | agg=0.19s
round  14 | acc=0.8201 | bsr=nan | agg=0.19s
round  15 | acc=0.8215 | bsr=nan | agg=0.20s
round  16 | acc=0.8252 | bsr=nan | agg=0.20s
round  17 | acc=0.8249 | bsr=nan | agg=0.20s
round  18 | acc=0.8330 | bsr=nan | agg=0.20s
round  19 | acc=0.8378 | bsr=nan | agg=0.19s
round  20 | acc=0.8416 | bsr=nan | agg=0.20s
round  21 | acc=0.8431 | bsr=nan | agg=0.20s
round  22 | acc=0.8415 | bsr=nan | agg=0.20s
round  23 | acc=0.8493 | bsr=nan | agg=0.20s
round  24 | acc=0.8509 | bsr=nan | agg=0.20s
round  25 | acc=0.8532 | bsr=nan | agg=0.20s
round  26 | acc=0.8528 | bsr=nan | agg=0.20s
round  27 | acc=0.8535 | bsr=nan | agg=0.21s
round  28 | acc=0.8579 | bsr=nan | agg=0.21s
round  29 | acc=0.8593 | bsr=nan | agg=0.21s
round  30 | acc=0.8592 | bsr=nan | agg=0.21s
round  31 | acc=0.8552 | bsr=nan | agg=0.21s
round  32 | acc=0.8612 | bsr=nan | agg=0.20s
round  33 | acc=0.8630 | bsr=nan | agg=0.21s
round  34 | acc=0.8610 | bsr=nan | agg=0.20s
round  35 | acc=0.8630 | bsr=nan | agg=0.20s
round  36 | acc=0.8650 | bsr=nan | agg=0.20s
round  37 | acc=0.8637 | bsr=nan | agg=0.20s
round  38 | acc=0.8663 | bsr=nan | agg=0.21s
round  39 | acc=0.8670 | bsr=nan | agg=0.21s
round  40 | acc=0.8688 | bsr=nan | agg=0.21s
round  41 | acc=0.8693 | bsr=nan | agg=0.21s
round  42 | acc=0.8703 | bsr=nan | agg=0.21s
round  43 | acc=0.8714 | bsr=nan | agg=0.21s
round  44 | acc=0.8740 | bsr=nan | agg=0.21s
round  45 | acc=0.8752 | bsr=nan | agg=0.20s
round  46 | acc=0.8751 | bsr=nan | agg=0.20s
round  47 | acc=0.8769 | bsr=nan | agg=0.21s
round  48 | acc=0.8757 | bsr=nan | agg=0.20s
round  49 | acc=0.8740 | bsr=nan | agg=0.20s
round  50 | acc=0.8777 | bsr=nan | agg=0.20s
round  51 | acc=0.8784 | bsr=nan | agg=0.20s
round  52 | acc=0.8795 | bsr=nan | agg=0.21s
round  53 | acc=0.8796 | bsr=nan | agg=0.20s
round  54 | acc=0.8789 | bsr=nan | agg=0.20s
round  55 | acc=0.8803 | bsr=nan | agg=0.21s
round  56 | acc=0.8787 | bsr=nan | agg=0.20s
round  57 | acc=0.8809 | bsr=nan | agg=0.20s
round  58 | acc=0.8813 | bsr=nan | agg=0.20s
round  59 | acc=0.8817 | bsr=nan | agg=0.20s
round  60 | acc=0.8840 | bsr=nan | agg=0.20s
