device=cuda dataset=fmnist(real) clients=20 malicious=4 defense=multi_krum attack=min_max
round   1 | acc=0.4733 | bsr=nan | agg=0.80s | det_auroc=1.000 | tpr@5=1.00
round   2 | acc=0.6604 | bsr=nan | agg=0.81s | det_auroc=1.000 | tpr@5=1.00
round   3 | acc=0.7067 | bsr=nan | agg=0.81s | det_auroc=1.000 | tpr@5=1.00
round   4 | acc=0.7399 | bsr=nan | agg=0.81s | det_auroc=1.000 | tpr@5=1.00
round   5 | acc=0.7295 | bsr=nan | agg=0.81s | det_auroc=1.000 | tpr@5=1.00
round   6 | acc=0.7593 | bsr=nan | agg=0.80s | det_auroc=1.000 | tpr@5=1.00
round   7 | acc=0.7745 | bsr=nan | agg=0.82s | det_auroc=1.000 | tpr@5=1.00
round   8 | acc=0.7796 | bsr=nan | agg=0.81s | det_auroc=1.000 | tpr@5=1.00
round   9 | acc=0.7825 | bsr=nan | agg=0.81s | det_auroc=1.000 | tpr@5=1.00
round  10 | acc=0.7956 | bsr=nan | agg=0.79s | det_auroc=1.000 | tpr@5=1.00
round  11 | acc=0.8016 | bsr=nan | agg=0.79s | det_auroc=1.000 | tpr@5=1.00
round  12 | acc=0.8021 | bsr=nan | agg=0.82s | det_auroc=1.000 | tpr@5=1.00
round  13 | acc=0.8088 | bsr=nan | agg=0.81s | det_auroc=1.000 | tpr@5=1.00
round  14 | acc=0.8150 | bsr=nan | agg=0.81s | det_auroc=1.000 | tpr@5=1.00
round  15 | acc=0.8202 | bsr=nan | agg=0.80s | det_auroc=1.000 | tpr@5=1.00
round  16 | acc=0.8161 | bsr=nan | agg=0.81s | det_auroc=1.000 | tpr@5=1.00
round  17 | acc=0.8290 | bsr=nan | agg=0.79s | det_auroc=1.000 | tpr@5=1.00
round  18 | acc=0.8264 | bsr=nan | agg=0.80s | det_auroc=1.000 | tpr@5=1.00
round  19 | acc=0.8348 | bsr=nan | agg=0.81s | det_auroc=1.000 | tpr@5=1.00
round  20 | acc=0.8348 | bsr=nan | agg=0.80s | det_auroc=1.000 | tpr@5=1.00
round  21 | acc=0.8384 | bsr=nan | agg=0.81s | det_auroc=1.000 | tpr@5=1.00
round  22 | acc=0.8406 | bsr=nan | agg=0.80s | det_auroc=1.000 | tpr@5=1.00
round  23 | acc=0.8473 | bsr=nan | agg=0.81s | det_auroc=1.000 | tpr@5=1.00
round  24 | acc=0.8464 | bsr=nan | agg=0.81s | det_auroc=1.000 | tpr@5=1.00
round  25 | acc=0.8520 | bsr=nan | agg=0.81s | det_auroc=1.000 | tpr@5=1.00
round  26 | acc=0.8509 | bsr=nan | agg=0.79s | det_auroc=1.000 | tpr@5=1.00
round  27 | acc=0.8501 | bsr=nan | agg=0.81s | det_auroc=1.000 | tpr@5=1.00
round  28 | acc=0.8561 | bsr=nan | agg=0.80s | det_auroc=1.000 | tpr@5=1.00
round  29 | acc=0.8556 | bsr=nan | agg=0.81s | det_auroc=1.000 | tpr@5=1.00
round  30 | acc=0.8559 | bsr=nan | agg=0.79s | det_auroc=1.000 | tpr@5=1.00
round  31 | acc=0.8573 | bsr=nan | agg=0.80s | det_auroc=1.000 | tpr@5=1.00
round  32 | acc=0.8560 | bsr=nan | agg=0.80s | det_auroc=1.000 | tpr@5=1.00
round  33 | acc=0.8643 | bsr=nan | agg=0.80s | det_auroc=1.000 | tpr@5=1.00
round  34 | acc=0.8610 | bsr=nan | agg=0.81s | det_auroc=1.000 | tpr@5=1.00
round  35 | acc=0.8615 | bsr=nan | agg=0.80s | det_auroc=1.000 | tpr@5=1.00
round  36 | acc=0.8645 | bsr=nan | agg=0.81s | det_auroc=1.000 | tpr@5=1.00
round  37 | acc=0.8649 | bsr=nan | agg=0.80s | det_auroc=1.000 | tpr@5=1.00
round  38 | acc=0.8662 | bsr=nan | agg=0.80s | det_auroc=1.000 | tpr@5=1.00
round  39 | acc=0.8678 | bsr=nan | agg=0.82s | det_auroc=1.000 | tpr@5=1.00
round  40 | acc=0.8679 | bsr=nan | agg=0.79s | det_auroc=1.000 | tpr@5=1.00
round  41 | acc=0.8695 | bsr=nan | agg=0.80s | det_auroc=1.000 | tpr@5=1.00
round  42 | acc=0.8722 | bsr=nan | agg=0.79s | det_auroc=1.000 | tpr@5=1.00
round  43 | acc=0.8723 | bsr=nan | agg=0.81s | det_auroc=1.000 | tpr@5=1.00
round  44 | acc=0.8711 | bsr=nan | agg=0.80s | det_auroc=1.000 | tpr@5=1.00
round  45 | acc=0.8737 | bsr=nan | agg=0.82s | det_auroc=1.000 | tpr@5=1.00
round  46 | acc=0.8780 | bsr=nan | agg=0.79s | det_auroc=1.000 | tpr@5=1.00
round  47 | acc=0.8749 | bsr=nan | agg=0.79s | det_auroc=1.000 | tpr@5=1.00
round  48 | acc=0.8747 | bsr=nan | agg=0.80s | det_auroc=1.000 | tpr@5=1.00
round  49 | acc=0.8753 | bsr=nan | agg=0.80s | det_auroc=1.000 | tpr@5=1.00
round  50 | acc=0.8754 | bsr=nan | agg=0.81s | det_auroc=1.000 | tpr@5=1.00
round  51 | acc=0.8775 | bsr=nan | agg=0.81s | det_auroc=1.000 | tpr@5=1.00
round  52 | acc=0.8796 | bsr=nan | agg=0.80s | det_auroc=1.000 | tpr@5=1.00
round  53 | acc=0.8811 | bsr=nan | agg=0.81s | det_auroc=1.000 | tpr@5=1.00
round  54 | acc=0.8802 | bsr=nan | agg=0.80s | det_auroc=1.000 | tpr@5=1.00
round  55 | acc=0.8803 | bsr=nan | agg=0.82s | det_auroc=1.000 | tpr@5=1.00
round  56 | acc=0.8796 | bsr=nan | agg=0.80s | det_auroc=1.000 | tpr@5=1.00
round  57 | acc=0.8833 | bsr=nan | agg=0.80s | det_auroc=1.000 | tpr@5=1.00
round  58 | acc=0.8820 | bsr=nan | agg=0.80s | det_auroc=1.000 | tpr@5=1.00
round  59 | acc=0.8852 | bsr=nan | agg=0.81s | det_auroc=1.000 | tpr@5=1.00
round  60 | acc=0.8849 | bsr=nan | agg=0.79s | det_auroc=1.000 | tpr@5=1.00
