device=cuda dataset=fmnist(real) clients=20 malicious=4 defense=ecf attack=constrained_backdoor
round   1 | acc=0.0543 | bsr=0.000 | agg=0.15s | det_auroc=0.812 | tpr@5=0.00
round   2 | acc=0.1326 | bsr=0.010 | agg=0.12s | det_auroc=0.828 | tpr@5=0.00
round   3 | acc=0.3506 | bsr=0.425 | agg=0.13s | det_auroc=0.875 | tpr@5=0.25
round   4 | acc=0.3983 | bsr=0.484 | agg=0.11s | det_auroc=0.938 | tpr@5=0.50
round   5 | acc=0.4970 | bsr=0.420 | agg=0.12s | det_auroc=0.953 | tpr@5=0.50
round   6 | acc=0.6102 | bsr=0.318 | agg=0.13s | det_auroc=0.984 | tpr@5=0.75
round   7 | acc=0.6671 | bsr=0.235 | agg=0.12s | det_auroc=0.938 | tpr@5=0.25
round   8 | acc=0.6956 | bsr=0.153 | agg=0.15s | det_auroc=0.906 | tpr@5=0.25
round   9 | acc=0.6941 | bsr=0.118 | agg=0.13s | det_auroc=0.906 | tpr@5=0.00
round  10 | acc=0.6991 | bsr=0.106 | agg=0.12s | det_auroc=0.781 | tpr@5=0.00
round  11 | acc=0.6945 | bsr=0.091 | agg=0.11s | det_auroc=0.734 | tpr@5=0.00
round  12 | acc=0.7024 | bsr=0.092 | agg=0.11s | det_auroc=0.766 | tpr@5=0.00
round  13 | acc=0.7149 | bsr=0.095 | agg=0.12s | det_auroc=0.672 | tpr@5=0.00
round  14 | acc=0.7224 | bsr=0.096 | agg=0.11s | det_auroc=0.703 | tpr@5=0.00
round  15 | acc=0.7264 | bsr=0.092 | agg=0.13s | det_auroc=0.547 | tpr@5=0.00
round  16 | acc=0.7320 | bsr=0.090 | agg=0.12s | det_auroc=0.500 | tpr@5=0.00
round  17 | acc=0.7333 | bsr=0.093 | agg=0.12s | det_auroc=0.609 | tpr@5=0.00
round  18 | acc=0.7392 | bsr=0.098 | agg=0.12s | det_auroc=0.453 | tpr@5=0.00
round  19 | acc=0.7445 | bsr=0.098 | agg=0.12s | det_auroc=0.422 | tpr@5=0.00
round  20 | acc=0.7462 | bsr=0.106 | agg=0.13s | det_auroc=0.391 | tpr@5=0.00
round  21 | acc=0.7490 | bsr=0.110 | agg=0.11s | det_auroc=0.422 | tpr@5=0.00
round  22 | acc=0.7501 | bsr=0.111 | agg=0.12s | det_auroc=0.344 | tpr@5=0.00
round  23 | acc=0.7533 | bsr=0.111 | agg=0.15s | det_auroc=0.406 | tpr@5=0.00
round  24 | acc=0.7575 | bsr=0.115 | agg=0.13s | det_auroc=0.469 | tpr@5=0.00
round  25 | acc=0.7611 | bsr=0.120 | agg=0.12s | det_auroc=0.438 | tpr@5=0.00
round  26 | acc=0.7621 | bsr=0.119 | agg=0.13s | det_auroc=0.328 | tpr@5=0.00
round  27 | acc=0.7643 | bsr=0.126 | agg=0.12s | det_auroc=0.219 | tpr@5=0.00
round  28 | acc=0.7647 | bsr=0.129 | agg=0.11s | det_auroc=0.281 | tpr@5=0.00
round  29 | acc=0.7668 | bsr=0.131 | agg=0.12s | det_auroc=0.375 | tpr@5=0.00
round  30 | acc=0.7684 | bsr=0.144 | agg=0.12s | det_auroc=0.359 | tpr@5=0.00
round  31 | acc=0.7687 | bsr=0.144 | agg=0.12s | det_auroc=0.406 | tpr@5=0.00
round  32 | acc=0.7726 | bsr=0.148 | agg=0.11s | det_auroc=0.188 | tpr@5=0.00
round  33 | acc=0.7743 | bsr=0.156 | agg=0.12s | det_auroc=0.250 | tpr@5=0.00
round  34 | acc=0.7757 | bsr=0.160 | agg=0.12s | det_auroc=0.375 | tpr@5=0.00
round  35 | acc=0.7778 | bsr=0.167 | agg=0.12s | det_auroc=0.422 | tpr@5=0.00
round  36 | acc=0.7803 | bsr=0.174 | agg=0.12s | det_auroc=0.250 | tpr@5=0.00
round  37 | acc=0.7814 | bsr=0.180 | agg=0.11s | det_auroc=0.297 | tpr@5=0.00
round  38 | acc=0.7823 | bsr=0.187 | agg=0.12s | det_auroc=0.359 | tpr@5=0.00
round  39 | acc=0.7841 | bsr=0.188 | agg=0.12s | det_auroc=0.266 | tpr@5=0.00
round  40 | acc=0.7855 | bsr=0.195 | agg=0.13s | det_auroc=0.312 | tpr@5=0.00
round  41 | acc=0.7866 | bsr=0.203 | agg=0.12s | det_auroc=0.359 | tpr@5=0.00
round  42 | acc=0.7891 | bsr=0.210 | agg=0.14s | det_auroc=0.344 | tpr@5=0.00
round  43 | acc=0.7911 | bsr=0.226 | agg=0.12s | det_auroc=0.156 | tpr@5=0.00
round  44 | acc=0.7930 | bsr=0.235 | agg=0.13s | det_auroc=0.266 | tpr@5=0.00
round  45 | acc=0.7943 | bsr=0.239 | agg=0.12s | det_auroc=0.234 | tpr@5=0.00
round  46 | acc=0.7953 | bsr=0.248 | agg=0.13s | det_auroc=0.266 | tpr@5=0.00
round  47 | acc=0.7967 | bsr=0.255 | agg=0.13s | det_auroc=0.250 | tpr@5=0.00
round  48 | acc=0.7973 | bsr=0.267 | agg=0.12s | det_auroc=0.344 | tpr@5=0.00
round  49 | acc=0.7985 | bsr=0.277 | agg=0.12s | det_auroc=0.328 | tpr@5=0.00
round  50 | acc=0.8006 | bsr=0.288 | agg=0.13s | det_auroc=0.281 | tpr@5=0.00
round  51 | acc=0.8014 | bsr=0.295 | agg=0.11s | det_auroc=0.312 | tpr@5=0.00
round  52 | acc=0.8029 | bsr=0.303 | agg=0.12s | det_auroc=0.375 | tpr@5=0.00
round  53 | acc=0.8032 | bsr=0.318 | agg=0.11s | det_auroc=0.328 | tpr@5=0.00
round  54 | acc=0.8037 | bsr=0.328 | agg=0.11s | det_auroc=0.172 | tpr@5=0.00
round  55 | acc=0.8056 | bsr=0.337 | agg=0.11s | det_auroc=0.375 | tpr@5=0.00
round  56 | acc=0.8063 | bsr=0.352 | agg=0.13s | det_auroc=0.344 | tpr@5=0.00
round  57 | acc=0.8084 | bsr=0.362 | agg=0.13s | det_auroc=0.406 | tpr@5=0.00
round  58 | acc=0.8099 | bsr=0.371 | agg=0.12s | det_auroc=0.312 | tpr@5=0.00
round  59 | acc=0.8096 | bsr=0.385 | agg=0.11s | det_auroc=0.312 | tpr@5=0.00
round  60 | acc=0.8105 | bsr=0.395 | agg=0.12s | det_auroc=0.344 | tpr@5=0.00
