device=cuda dataset=fmnist(real) clients=20 malicious=4 defense=ecf attack=constrained_backdoor
round   1 | acc=0.0538 | bsr=0.000 | agg=2.58s | det_auroc=0.047 | tpr@5=0.00
round   2 | acc=0.1363 | bsr=0.015 | agg=2.55s | det_auroc=0.016 | tpr@5=0.00
round   3 | acc=0.3436 | bsr=0.480 | agg=2.56s | det_auroc=0.031 | tpr@5=0.00
round   4 | acc=0.3782 | bsr=0.538 | agg=2.53s | det_auroc=0.219 | tpr@5=0.00
round   5 | acc=0.4634 | bsr=0.499 | agg=2.56s | det_auroc=0.281 | tpr@5=0.00
round   6 | acc=0.5773 | bsr=0.403 | agg=2.52s | det_auroc=0.219 | tpr@5=0.00
round   7 | acc=0.6476 | bsr=0.305 | agg=2.56s | det_auroc=0.141 | tpr@5=0.00
round   8 | acc=0.6914 | bsr=0.197 | agg=2.56s | det_auroc=0.125 | tpr@5=0.00
round   9 | acc=0.6893 | bsr=0.165 | agg=2.56s | det_auroc=0.375 | tpr@5=0.00
round  10 | acc=0.6977 | bsr=0.128 | agg=2.56s | det_auroc=0.938 | tpr@5=0.75
round  11 | acc=0.6928 | bsr=0.090 | agg=2.56s | det_auroc=1.000 | tpr@5=1.00
round  12 | acc=0.6968 | bsr=0.085 | agg=2.53s | det_auroc=0.984 | tpr@5=0.75
round  13 | acc=0.7103 | bsr=0.085 | agg=2.53s | det_auroc=1.000 | tpr@5=1.00
round  14 | acc=0.7219 | bsr=0.084 | agg=2.55s | det_auroc=0.969 | tpr@5=0.50
round  15 | acc=0.7259 | bsr=0.079 | agg=2.55s | det_auroc=1.000 | tpr@5=1.00
round  16 | acc=0.7311 | bsr=0.076 | agg=2.55s | det_auroc=0.984 | tpr@5=0.75
round  17 | acc=0.7336 | bsr=0.079 | agg=2.55s | det_auroc=0.969 | tpr@5=0.50
round  18 | acc=0.7392 | bsr=0.083 | agg=2.54s | det_auroc=1.000 | tpr@5=1.00
round  19 | acc=0.7437 | bsr=0.082 | agg=2.55s | det_auroc=0.953 | tpr@5=0.50
round  20 | acc=0.7458 | bsr=0.087 | agg=2.57s | det_auroc=0.953 | tpr@5=0.25
round  21 | acc=0.7480 | bsr=0.090 | agg=2.56s | det_auroc=0.953 | tpr@5=0.50
round  22 | acc=0.7507 | bsr=0.090 | agg=2.57s | det_auroc=0.953 | tpr@5=0.50
round  23 | acc=0.7522 | bsr=0.091 | agg=2.54s | det_auroc=0.953 | tpr@5=0.25
round  24 | acc=0.7572 | bsr=0.093 | agg=2.52s | det_auroc=0.922 | tpr@5=0.25
round  25 | acc=0.7596 | bsr=0.098 | agg=2.56s | det_auroc=0.875 | tpr@5=0.00
round  26 | acc=0.7618 | bsr=0.098 | agg=2.56s | det_auroc=0.938 | tpr@5=0.50
round  27 | acc=0.7640 | bsr=0.103 | agg=2.56s | det_auroc=0.906 | tpr@5=0.00
round  28 | acc=0.7645 | bsr=0.107 | agg=2.54s | det_auroc=1.000 | tpr@5=1.00
round  29 | acc=0.7662 | bsr=0.108 | agg=2.53s | det_auroc=0.922 | tpr@5=0.25
round  30 | acc=0.7684 | bsr=0.116 | agg=2.56s | det_auroc=0.859 | tpr@5=0.00
round  31 | acc=0.7679 | bsr=0.116 | agg=2.57s | det_auroc=0.922 | tpr@5=0.25
round  32 | acc=0.7719 | bsr=0.118 | agg=2.54s | det_auroc=0.969 | tpr@5=0.50
round  33 | acc=0.7745 | bsr=0.124 | agg=2.56s | det_auroc=0.938 | tpr@5=0.25
round  34 | acc=0.7759 | bsr=0.127 | agg=2.55s | det_auroc=0.969 | tpr@5=0.50
round  35 | acc=0.7791 | bsr=0.134 | agg=2.55s | det_auroc=0.953 | tpr@5=0.50
round  36 | acc=0.7802 | bsr=0.138 | agg=2.53s | det_auroc=0.938 | tpr@5=0.75
round  37 | acc=0.7829 | bsr=0.145 | agg=2.52s | det_auroc=0.922 | tpr@5=0.50
round  38 | acc=0.7838 | bsr=0.150 | agg=2.55s | det_auroc=0.938 | tpr@5=0.50
round  39 | acc=0.7846 | bsr=0.151 | agg=2.54s | det_auroc=0.984 | tpr@5=0.75
round  40 | acc=0.7859 | bsr=0.157 | agg=2.55s | det_auroc=0.906 | tpr@5=0.00
round  41 | acc=0.7869 | bsr=0.163 | agg=2.54s | det_auroc=0.953 | tpr@5=0.25
round  42 | acc=0.7889 | bsr=0.170 | agg=2.58s | det_auroc=0.953 | tpr@5=0.25
round  43 | acc=0.7910 | bsr=0.177 | agg=2.59s | det_auroc=0.938 | tpr@5=0.00
round  44 | acc=0.7925 | bsr=0.184 | agg=2.57s | det_auroc=0.953 | tpr@5=0.25
round  45 | acc=0.7937 | bsr=0.188 | agg=2.54s | det_auroc=0.953 | tpr@5=0.75
round  46 | acc=0.7964 | bsr=0.195 | agg=2.54s | det_auroc=0.969 | tpr@5=0.50
round  47 | acc=0.7975 | bsr=0.201 | agg=2.54s | det_auroc=0.953 | tpr@5=0.50
round  48 | acc=0.7992 | bsr=0.213 | agg=2.57s | det_auroc=0.984 | tpr@5=0.75
round  49 | acc=0.8000 | bsr=0.217 | agg=2.56s | det_auroc=0.953 | tpr@5=0.75
round  50 | acc=0.8008 | bsr=0.227 | agg=2.53s | det_auroc=0.953 | tpr@5=0.25
round  51 | acc=0.8017 | bsr=0.232 | agg=2.57s | det_auroc=0.953 | tpr@5=0.50
round  52 | acc=0.8040 | bsr=0.241 | agg=2.55s | det_auroc=0.953 | tpr@5=0.25
round  53 | acc=0.8048 | bsr=0.250 | agg=2.53s | det_auroc=0.922 | tpr@5=0.25
round  54 | acc=0.8053 | bsr=0.257 | agg=2.57s | det_auroc=0.938 | tpr@5=0.50
round  55 | acc=0.8064 | bsr=0.265 | agg=2.56s | det_auroc=0.938 | tpr@5=0.50
round  56 | acc=0.8080 | bsr=0.276 | agg=2.57s | det_auroc=0.953 | tpr@5=0.25
round  57 | acc=0.8082 | bsr=0.285 | agg=2.55s | det_auroc=0.906 | tpr@5=0.00
round  58 | acc=0.8097 | bsr=0.292 | agg=2.54s | det_auroc=0.953 | tpr@5=0.50
round  59 | acc=0.8104 | bsr=0.304 | agg=2.55s | det_auroc=0.906 | tpr@5=0.25
round  60 | acc=0.8123 | bsr=0.316 | agg=2.56s | det_auroc=0.891 | tpr@5=0.00
