device=cuda dataset=fmnist(real) clients=20 malicious=4 defense=ecf attack=sign_flip
round   1 | acc=0.0676 | bsr=nan | agg=0.17s | det_auroc=1.000 | tpr@5=1.00
round   2 | acc=0.1068 | bsr=nan | agg=0.16s | det_auroc=1.000 | tpr@5=1.00
round   3 | acc=0.3178 | bsr=nan | agg=0.15s | det_auroc=1.000 | tpr@5=1.00
round   4 | acc=0.5191 | bsr=nan | agg=0.15s | det_auroc=1.000 | tpr@5=1.00
round   5 | acc=0.5807 | bsr=nan | agg=0.16s | det_auroc=1.000 | tpr@5=1.00
round   6 | acc=0.6084 | bsr=nan | agg=0.14s | det_auroc=1.000 | tpr@5=1.00
round   7 | acc=0.6419 | bsr=nan | agg=0.16s | det_auroc=1.000 | tpr@5=1.00
round   8 | acc=0.6355 | bsr=nan | agg=0.15s | det_auroc=0.984 | tpr@5=0.75
round   9 | acc=0.6382 | bsr=nan | agg=0.16s | det_auroc=0.969 | tpr@5=0.50
round  10 | acc=0.6444 | bsr=nan | agg=0.16s | det_auroc=0.953 | tpr@5=0.25
round  11 | acc=0.6461 | bsr=nan | agg=0.14s | det_auroc=1.000 | tpr@5=1.00
round  12 | acc=0.6478 | bsr=nan | agg=0.16s | det_auroc=0.984 | tpr@5=0.75
round  13 | acc=0.6565 | bsr=nan | agg=0.15s | det_auroc=0.922 | tpr@5=0.25
round  14 | acc=0.6574 | bsr=nan | agg=0.16s | det_auroc=0.875 | tpr@5=0.25
round  15 | acc=0.6643 | bsr=nan | agg=0.14s | det_auroc=0.828 | tpr@5=0.25
round  16 | acc=0.6670 | bsr=nan | agg=0.16s | det_auroc=0.844 | tpr@5=0.00
round  17 | acc=0.6723 | bsr=nan | agg=0.14s | det_auroc=0.766 | tpr@5=0.00
round  18 | acc=0.6751 | bsr=nan | agg=0.15s | det_auroc=0.703 | tpr@5=0.00
round  19 | acc=0.6741 | bsr=nan | agg=0.14s | det_auroc=0.531 | tpr@5=0.00
round  20 | acc=0.6709 | bsr=nan | agg=0.15s | det_auroc=0.703 | tpr@5=0.00
round  21 | acc=0.6679 | bsr=nan | agg=0.16s | det_auroc=0.719 | tpr@5=0.00
round  22 | acc=0.6738 | bsr=nan | agg=0.16s | det_auroc=0.734 | tpr@5=0.00
round  23 | acc=0.6768 | bsr=nan | agg=0.15s | det_auroc=0.766 | tpr@5=0.00
round  24 | acc=0.6768 | bsr=nan | agg=0.15s | det_auroc=0.656 | tpr@5=0.00
round  25 | acc=0.6849 | bsr=nan | agg=0.15s | det_auroc=0.656 | tpr@5=0.00
round  26 | acc=0.6867 | bsr=nan | agg=0.16s | det_auroc=0.703 | tpr@5=0.00
round  27 | acc=0.6921 | bsr=nan | agg=0.16s | det_auroc=0.734 | tpr@5=0.00
round  28 | acc=0.6938 | bsr=nan | agg=0.16s | det_auroc=0.688 | tpr@5=0.00
round  29 | acc=0.6961 | bsr=nan | agg=0.14s | det_auroc=0.578 | tpr@5=0.00
round  30 | acc=0.7033 | bsr=nan | agg=0.15s | det_auroc=0.750 | tpr@5=0.00
round  31 | acc=0.7079 | bsr=nan | agg=0.16s | det_auroc=0.781 | tpr@5=0.00
round  32 | acc=0.7077 | bsr=nan | agg=0.16s | det_auroc=0.703 | tpr@5=0.00
round  33 | acc=0.7080 | bsr=nan | agg=0.17s | det_auroc=0.719 | tpr@5=0.00
round  34 | acc=0.7102 | bsr=nan | agg=0.15s | det_auroc=0.609 | tpr@5=0.00
round  35 | acc=0.7163 | bsr=nan | agg=0.16s | det_auroc=0.766 | tpr@5=0.00
round  36 | acc=0.7238 | bsr=nan | agg=0.15s | det_auroc=0.656 | tpr@5=0.00
round  37 | acc=0.7246 | bsr=nan | agg=0.15s | det_auroc=0.766 | tpr@5=0.00
round  38 | acc=0.7301 | bsr=nan | agg=0.14s | det_auroc=0.766 | tpr@5=0.00
round  39 | acc=0.7316 | bsr=nan | agg=0.15s | det_auroc=0.766 | tpr@5=0.00
round  40 | acc=0.7318 | bsr=nan | agg=0.15s | det_auroc=0.672 | tpr@5=0.00
round  41 | acc=0.7301 | bsr=nan | agg=0.14s | det_auroc=0.609 | tpr@5=0.00
round  42 | acc=0.7371 | bsr=nan | agg=0.14s | det_auroc=0.797 | tpr@5=0.25
round  43 | acc=0.7358 | bsr=nan | agg=0.15s | det_auroc=0.625 | tpr@5=0.00
round  44 | acc=0.7400 | bsr=nan | agg=0.16s | det_auroc=0.594 | tpr@5=0.00
round  45 | acc=0.7462 | bsr=nan | agg=0.15s | det_auroc=0.641 | tpr@5=0.00
round  46 | acc=0.7493 | bsr=nan | agg=0.14s | det_auroc=0.766 | tpr@5=0.00
round  47 | acc=0.7533 | bsr=nan | agg=0.15s | det_auroc=0.859 | tpr@5=0.00
round  48 | acc=0.7535 | bsr=nan | agg=0.16s | det_auroc=0.750 | tpr@5=0.25
round  49 | acc=0.7574 | bsr=nan | agg=0.16s | det_auroc=0.703 | tpr@5=0.25
round  50 | acc=0.7622 | bsr=nan | agg=0.15s | det_auroc=0.703 | tpr@5=0.00
round  51 | acc=0.7593 | bsr=nan | agg=0.16s | det_auroc=0.766 | tpr@5=0.00
round  52 | acc=0.7605 | bsr=nan | agg=0.14s | det_auroc=0.891 | tpr@5=0.00
round  53 | acc=0.7615 | bsr=nan | agg=0.15s | det_auroc=0.812 | tpr@5=0.00
round  54 | acc=0.7644 | bsr=nan | agg=0.15s | det_auroc=0.859 | tpr@5=0.50
round  55 | acc=0.7674 | bsr=nan | agg=0.15s | det_auroc=0.922 | tpr@5=0.25
round  56 | acc=0.7665 | bsr=nan | agg=0.15s | det_auroc=0.797 | tpr@5=0.25
round  57 | acc=0.7657 | bsr=nan | agg=0.15s | det_auroc=0.734 | tpr@5=0.00
