device=cuda dataset=fmnist(real) clients=20 malicious=4 defense=fltrust attack=lie
round   1 | acc=0.0681 | bsr=nan | agg=0.05s | det_auroc=0.938 | tpr@5=0.00
round   2 | acc=0.1296 | bsr=nan | agg=0.03s | det_auroc=1.000 | tpr@5=1.00
round   3 | acc=0.2739 | bsr=nan | agg=0.03s | det_auroc=1.000 | tpr@5=1.00
round   4 | acc=0.4306 | bsr=nan | agg=0.03s | det_auroc=1.000 | tpr@5=1.00
round   5 | acc=0.5833 | bsr=nan | agg=0.03s | det_auroc=1.000 | tpr@5=1.00
round   6 | acc=0.6600 | bsr=nan | agg=0.03s | det_auroc=1.000 | tpr@5=1.00
round   7 | acc=0.6725 | bsr=nan | agg=0.03s | det_auroc=1.000 | tpr@5=1.00
round   8 | acc=0.6826 | bsr=nan | agg=0.03s | det_auroc=1.000 | tpr@5=1.00
round   9 | acc=0.6888 | bsr=nan | agg=0.03s | det_auroc=1.000 | tpr@5=1.00
round  10 | acc=0.6958 | bsr=nan | agg=0.03s | det_auroc=1.000 | tpr@5=1.00
round  11 | acc=0.7015 | bsr=nan | agg=0.03s | det_auroc=1.000 | tpr@5=1.00
round  12 | acc=0.7032 | bsr=nan | agg=0.03s | det_auroc=1.000 | tpr@5=1.00
round  13 | acc=0.7197 | bsr=nan | agg=0.03s | det_auroc=1.000 | tpr@5=1.00
round  14 | acc=0.7136 | bsr=nan | agg=0.03s | det_auroc=1.000 | tpr@5=1.00
round  15 | acc=0.7236 | bsr=nan | agg=0.03s | det_auroc=1.000 | tpr@5=1.00
round  16 | acc=0.7265 | bsr=nan | agg=0.03s | det_auroc=1.000 | tpr@5=1.00
round  17 | acc=0.7361 | bsr=nan | agg=0.03s | det_auroc=0.969 | tpr@5=0.00
round  18 | acc=0.7379 | bsr=nan | agg=0.03s | det_auroc=1.000 | tpr@5=1.00
round  19 | acc=0.7433 | bsr=nan | agg=0.03s | det_auroc=1.000 | tpr@5=1.00
round  20 | acc=0.7440 | bsr=nan | agg=0.03s | det_auroc=1.000 | tpr@5=1.00
round  21 | acc=0.7487 | bsr=nan | agg=0.03s | det_auroc=1.000 | tpr@5=1.00
round  22 | acc=0.7496 | bsr=nan | agg=0.03s | det_auroc=0.969 | tpr@5=0.00
round  23 | acc=0.7484 | bsr=nan | agg=0.03s | det_auroc=1.000 | tpr@5=1.00
round  24 | acc=0.7498 | bsr=nan | agg=0.03s | det_auroc=1.000 | tpr@5=1.00
round  25 | acc=0.7530 | bsr=nan | agg=0.03s | det_auroc=0.969 | tpr@5=0.00
round  26 | acc=0.7537 | bsr=nan | agg=0.03s | det_auroc=0.969 | tpr@5=0.00
round  27 | acc=0.7574 | bsr=nan | agg=0.03s | det_auroc=0.969 | tpr@5=0.00
round  28 | acc=0.7601 | bsr=nan | agg=0.03s | det_auroc=0.969 | tpr@5=0.00
round  29 | acc=0.7621 | bsr=nan | agg=0.03s | det_auroc=0.906 | tpr@5=0.00
round  30 | acc=0.7624 | bsr=nan | agg=0.03s | det_auroc=0.938 | tpr@5=0.00
round  31 | acc=0.7625 | bsr=nan | agg=0.03s | det_auroc=0.938 | tpr@5=0.00
round  32 | acc=0.7684 | bsr=nan | agg=0.03s | det_auroc=0.938 | tpr@5=0.00
round  33 | acc=0.7707 | bsr=nan | agg=0.03s | det_auroc=0.906 | tpr@5=0.00
round  34 | acc=0.7730 | bsr=nan | agg=0.03s | det_auroc=0.938 | tpr@5=0.00
round  35 | acc=0.7758 | bsr=nan | agg=0.03s | det_auroc=0.969 | tpr@5=0.00
round  36 | acc=0.7761 | bsr=nan | agg=0.03s | det_auroc=0.875 | tpr@5=0.00
round  37 | acc=0.7737 | bsr=nan | agg=0.03s | det_auroc=1.000 | tpr@5=1.00
round  38 | acc=0.7749 | bsr=nan | agg=0.03s | det_auroc=0.938 | tpr@5=0.00
round  39 | acc=0.7664 | bsr=nan | agg=0.03s | det_auroc=0.844 | tpr@5=0.00
round  40 | acc=0.7766 | bsr=nan | agg=0.03s | det_auroc=0.844 | tpr@5=0.00
round  41 | acc=0.7770 | bsr=nan | agg=0.03s | det_auroc=0.938 | tpr@5=0.00
round  42 | acc=0.7798 | bsr=nan | agg=0.03s | det_auroc=0.938 | tpr@5=0.00
round  43 | acc=0.7845 | bsr=nan | agg=0.03s | det_auroc=0.938 | tpr@5=0.00
round  44 | acc=0.7874 | bsr=nan | agg=0.03s | det_auroc=0.938 | tpr@5=0.00
round  45 | acc=0.7866 | bsr=nan | agg=0.03s | det_auroc=0.906 | tpr@5=0.00
round  46 | acc=0.7835 | bsr=nan | agg=0.03s | det_auroc=0.875 | tpr@5=0.00
round  47 | acc=0.7864 | bsr=nan | agg=0.03s | det_auroc=0.906 | tpr@5=0.00
round  48 | acc=0.7797 | bsr=nan | agg=0.03s | det_auroc=0.812 | tpr@5=0.00
round  49 | acc=0.7904 | bsr=nan | agg=0.03s | det_auroc=0.875 | tpr@5=0.00
round  50 | acc=0.7891 | bsr=nan | agg=0.03s | det_auroc=0.906 | tpr@5=0.00
round  51 | acc=0.7844 | bsr=nan | agg=0.03s | det_auroc=0.906 | tpr@5=0.00
round  52 | acc=0.7961 | bsr=nan | agg=0.03s | det_auroc=0.875 | tpr@5=0.00
round  53 | acc=0.7960 | bsr=nan | agg=0.03s | det_auroc=0.812 | tpr@5=0.00
round  54 | acc=0.7968 | bsr=nan | agg=0.03s | det_auroc=0.938 | tpr@5=0.00
round  55 | acc=0.7974 | bsr=nan | agg=0.03s | det_auroc=0.906 | tpr@5=0.00
round  56 | acc=0.8007 | bsr=nan | agg=0.03s | det_auroc=0.875 | tpr@5=0.00
round  57 | acc=0.8008 | bsr=nan | agg=0.03s | det_auroc=0.906 | tpr@5=0.00
round  58 | acc=0.8025 | bsr=nan | agg=0.03s | det_auroc=0.938 | tpr@5=0.00
