device=cuda dataset=fmnist(real) clients=20 malicious=4 defense=ecf attack=lie
round   1 | acc=0.0601 | bsr=nan | agg=2.61s | det_auroc=1.000 | tpr@5=1.00
round   2 | acc=0.1048 | bsr=nan | agg=2.59s | det_auroc=1.000 | tpr@5=1.00
round   3 | acc=0.3112 | bsr=nan | agg=2.60s | det_auroc=1.000 | tpr@5=1.00
round   4 | acc=0.5041 | bsr=nan | agg=2.60s | det_auroc=1.000 | tpr@5=1.00
round   5 | acc=0.5981 | bsr=nan | agg=2.58s | det_auroc=1.000 | tpr@5=1.00
round   6 | acc=0.6596 | bsr=nan | agg=2.58s | det_auroc=1.000 | tpr@5=1.00
round   7 | acc=0.6709 | bsr=nan | agg=2.59s | det_auroc=1.000 | tpr@5=1.00
round   8 | acc=0.6850 | bsr=nan | agg=2.61s | det_auroc=1.000 | tpr@5=1.00
round   9 | acc=0.6867 | bsr=nan | agg=2.60s | det_auroc=1.000 | tpr@5=1.00
round  10 | acc=0.6865 | bsr=nan | agg=2.58s | det_auroc=1.000 | tpr@5=1.00
round  11 | acc=0.6975 | bsr=nan | agg=2.58s | det_auroc=1.000 | tpr@5=1.00
round  12 | acc=0.7043 | bsr=nan | agg=2.60s | det_auroc=1.000 | tpr@5=1.00
round  13 | acc=0.7111 | bsr=nan | agg=2.58s | det_auroc=1.000 | tpr@5=1.00
round  14 | acc=0.7120 | bsr=nan | agg=2.60s | det_auroc=1.000 | tpr@5=1.00
round  15 | acc=0.7183 | bsr=nan | agg=2.59s | det_auroc=1.000 | tpr@5=1.00
round  16 | acc=0.7241 | bsr=nan | agg=2.59s | det_auroc=1.000 | tpr@5=1.00
round  17 | acc=0.7329 | bsr=nan | agg=2.60s | det_auroc=1.000 | tpr@5=1.00
round  18 | acc=0.7366 | bsr=nan | agg=2.57s | det_auroc=1.000 | tpr@5=1.00
round  19 | acc=0.7398 | bsr=nan | agg=2.59s | det_auroc=1.000 | tpr@5=1.00
round  20 | acc=0.7415 | bsr=nan | agg=2.60s | det_auroc=1.000 | tpr@5=1.00
round  21 | acc=0.7426 | bsr=nan | agg=2.59s | det_auroc=1.000 | tpr@5=1.00
round  22 | acc=0.7456 | bsr=nan | agg=2.60s | det_auroc=1.000 | tpr@5=1.00
round  23 | acc=0.7457 | bsr=nan | agg=2.59s | det_auroc=1.000 | tpr@5=1.00
round  24 | acc=0.7494 | bsr=nan | agg=2.59s | det_auroc=1.000 | tpr@5=1.00
round  25 | acc=0.7566 | bsr=nan | agg=2.60s | det_auroc=1.000 | tpr@5=1.00
round  26 | acc=0.7594 | bsr=nan | agg=2.59s | det_auroc=1.000 | tpr@5=1.00
round  27 | acc=0.7634 | bsr=nan | agg=2.61s | det_auroc=1.000 | tpr@5=1.00
round  28 | acc=0.7647 | bsr=nan | agg=2.59s | det_auroc=1.000 | tpr@5=1.00
round  29 | acc=0.7665 | bsr=nan | agg=2.60s | det_auroc=1.000 | tpr@5=1.00
round  30 | acc=0.7718 | bsr=nan | agg=2.60s | det_auroc=1.000 | tpr@5=1.00
