device=cuda dataset=fmnist(real) clients=20 malicious=4 defense=multi_krum attack=sign_flip
round   1 | acc=0.4710 | bsr=nan | agg=0.83s | det_auroc=0.922 | tpr@5=0.50
round   2 | acc=0.6716 | bsr=nan | agg=0.82s | det_auroc=1.000 | tpr@5=1.00
round   3 | acc=0.6944 | bsr=nan | agg=0.80s | det_auroc=0.969 | tpr@5=0.50
round   4 | acc=0.7371 | bsr=nan | agg=0.81s | det_auroc=1.000 | tpr@5=1.00
round   5 | acc=0.7124 | bsr=nan | agg=0.81s | det_auroc=0.938 | tpr@5=0.50
round   6 | acc=0.7535 | bsr=nan | agg=0.80s | det_auroc=1.000 | tpr@5=1.00
round   7 | acc=0.7576 | bsr=nan | agg=0.79s | det_auroc=0.953 | tpr@5=0.75
round   8 | acc=0.7754 | bsr=nan | agg=0.81s | det_auroc=0.969 | tpr@5=0.50
round   9 | acc=0.7671 | bsr=nan | agg=0.81s | det_auroc=0.906 | tpr@5=0.00
round  10 | acc=0.7843 | bsr=nan | agg=0.80s | det_auroc=0.984 | tpr@5=0.75
round  11 | acc=0.7837 | bsr=nan | agg=0.81s | det_auroc=0.969 | tpr@5=0.50
round  12 | acc=0.7873 | bsr=nan | agg=0.82s | det_auroc=0.938 | tpr@5=0.25
round  13 | acc=0.7945 | bsr=nan | agg=0.80s | det_auroc=0.984 | tpr@5=0.75
round  14 | acc=0.7996 | bsr=nan | agg=0.81s | det_auroc=0.953 | tpr@5=0.25
round  15 | acc=0.8102 | bsr=nan | agg=0.81s | det_auroc=0.938 | tpr@5=0.50
round  16 | acc=0.8005 | bsr=nan | agg=0.82s | det_auroc=0.938 | tpr@5=0.00
round  17 | acc=0.8171 | bsr=nan | agg=0.82s | det_auroc=0.953 | tpr@5=0.50
round  18 | acc=0.8090 | bsr=nan | agg=0.80s | det_auroc=0.906 | tpr@5=0.25
round  19 | acc=0.8144 | bsr=nan | agg=0.82s | det_auroc=0.969 | tpr@5=0.50
round  20 | acc=0.8150 | bsr=nan | agg=0.82s | det_auroc=0.953 | tpr@5=0.25
