device=cuda dataset=fmnist(real) clients=20 malicious=4 defense=ecf attack=lie
round   1 | acc=0.0676 | bsr=nan | agg=0.16s | det_auroc=1.000 | tpr@5=1.00
round   2 | acc=0.1072 | bsr=nan | agg=0.14s | det_auroc=1.000 | tpr@5=1.00
round   3 | acc=0.3178 | bsr=nan | agg=0.14s | det_auroc=1.000 | tpr@5=1.00
round   4 | acc=0.5187 | bsr=nan | agg=0.15s | det_auroc=1.000 | tpr@5=1.00
round   5 | acc=0.5801 | bsr=nan | agg=0.14s | det_auroc=1.000 | tpr@5=1.00
round   6 | acc=0.6126 | bsr=nan | agg=0.14s | det_auroc=0.938 | tpr@5=0.00
round   7 | acc=0.6369 | bsr=nan | agg=0.14s | det_auroc=0.938 | tpr@5=0.00
round   8 | acc=0.6512 | bsr=nan | agg=0.16s | det_auroc=0.938 | tpr@5=0.00
round   9 | acc=0.6558 | bsr=nan | agg=0.16s | det_auroc=0.938 | tpr@5=0.00
round  10 | acc=0.6729 | bsr=nan | agg=0.15s | det_auroc=0.938 | tpr@5=0.00
round  11 | acc=0.6832 | bsr=nan | agg=0.15s | det_auroc=0.938 | tpr@5=0.00
round  12 | acc=0.6934 | bsr=nan | agg=0.15s | det_auroc=1.000 | tpr@5=1.00
round  13 | acc=0.7043 | bsr=nan | agg=0.16s | det_auroc=1.000 | tpr@5=1.00
round  14 | acc=0.7162 | bsr=nan | agg=0.15s | det_auroc=1.000 | tpr@5=1.00
round  15 | acc=0.7248 | bsr=nan | agg=0.14s | det_auroc=0.875 | tpr@5=0.00
round  16 | acc=0.7261 | bsr=nan | agg=0.15s | det_auroc=0.938 | tpr@5=0.00
round  17 | acc=0.7375 | bsr=nan | agg=0.14s | det_auroc=1.000 | tpr@5=1.00
round  18 | acc=0.7413 | bsr=nan | agg=0.16s | det_auroc=0.938 | tpr@5=0.00
round  19 | acc=0.7437 | bsr=nan | agg=0.14s | det_auroc=1.000 | tpr@5=1.00
round  20 | acc=0.7444 | bsr=nan | agg=0.13s | det_auroc=0.938 | tpr@5=0.00
round  21 | acc=0.7482 | bsr=nan | agg=0.15s | det_auroc=0.938 | tpr@5=0.00
round  22 | acc=0.7511 | bsr=nan | agg=0.13s | det_auroc=1.000 | tpr@5=1.00
round  23 | acc=0.7569 | bsr=nan | agg=0.15s | det_auroc=0.875 | tpr@5=0.00
round  24 | acc=0.7567 | bsr=nan | agg=0.14s | det_auroc=0.875 | tpr@5=0.00
round  25 | acc=0.7598 | bsr=nan | agg=0.15s | det_auroc=0.938 | tpr@5=0.00
round  26 | acc=0.7645 | bsr=nan | agg=0.16s | det_auroc=0.938 | tpr@5=0.00
