device=cuda dataset=fmnist(real) clients=20 malicious=4 defense=ecf attack=adaptive_ecf
round   1 | acc=0.0633 | bsr=0.000 | agg=0.12s | det_auroc=0.812 | tpr@5=0.00
round   2 | acc=0.1113 | bsr=0.000 | agg=0.11s | det_auroc=0.859 | tpr@5=0.00
round   3 | acc=0.3348 | bsr=0.050 | agg=0.12s | det_auroc=0.875 | tpr@5=0.25
round   4 | acc=0.4835 | bsr=0.148 | agg=0.13s | det_auroc=0.922 | tpr@5=0.50
round   5 | acc=0.6002 | bsr=0.140 | agg=0.12s | det_auroc=0.922 | tpr@5=0.50
round   6 | acc=0.6741 | bsr=0.100 | agg=0.13s | det_auroc=0.969 | tpr@5=0.50
round   7 | acc=0.6892 | bsr=0.082 | agg=0.12s | det_auroc=0.938 | tpr@5=0.50
round   8 | acc=0.6860 | bsr=0.073 | agg=0.12s | det_auroc=0.859 | tpr@5=0.25
round   9 | acc=0.6855 | bsr=0.070 | agg=0.12s | det_auroc=0.875 | tpr@5=0.00
round  10 | acc=0.6903 | bsr=0.057 | agg=0.12s | det_auroc=0.797 | tpr@5=0.00
round  11 | acc=0.6895 | bsr=0.047 | agg=0.12s | det_auroc=1.000 | tpr@5=1.00
round  12 | acc=0.6986 | bsr=0.043 | agg=0.12s | det_auroc=1.000 | tpr@5=1.00
round  13 | acc=0.7100 | bsr=0.040 | agg=0.12s | det_auroc=1.000 | tpr@5=1.00
round  14 | acc=0.7196 | bsr=0.038 | agg=0.13s | det_auroc=1.000 | tpr@5=1.00
round  15 | acc=0.7224 | bsr=0.037 | agg=0.11s | det_auroc=1.000 | tpr@5=1.00
round  16 | acc=0.7272 | bsr=0.043 | agg=0.12s | det_auroc=0.828 | tpr@5=0.00
round  17 | acc=0.7338 | bsr=0.046 | agg=0.12s | det_auroc=0.844 | tpr@5=0.00
round  18 | acc=0.7324 | bsr=0.049 | agg=0.12s | det_auroc=0.828 | tpr@5=0.25
round  19 | acc=0.7373 | bsr=0.051 | agg=0.11s | det_auroc=0.891 | tpr@5=0.00
round  20 | acc=0.7404 | bsr=0.055 | agg=0.11s | det_auroc=0.828 | tpr@5=0.00
round  21 | acc=0.7428 | bsr=0.051 | agg=0.12s | det_auroc=1.000 | tpr@5=1.00
round  22 | acc=0.7443 | bsr=0.047 | agg=0.11s | det_auroc=1.000 | tpr@5=1.00
round  23 | acc=0.7491 | bsr=0.043 | agg=0.13s | det_auroc=1.000 | tpr@5=1.00
round  24 | acc=0.7524 | bsr=0.042 | agg=0.11s | det_auroc=1.000 | tpr@5=1.00
round  25 | acc=0.7558 | bsr=0.040 | agg=0.12s | det_auroc=1.000 | tpr@5=1.00
round  26 | acc=0.7563 | bsr=0.044 | agg=0.11s | det_auroc=1.000 | tpr@5=1.00
round  27 | acc=0.7571 | bsr=0.041 | agg=0.11s | det_auroc=1.000 | tpr@5=1.00
round  28 | acc=0.7616 | bsr=0.042 | agg=0.14s | det_auroc=1.000 | tpr@5=1.00
round  29 | acc=0.7597 | bsr=0.042 | agg=0.12s | det_auroc=1.000 | tpr@5=1.00
round  30 | acc=0.7621 | bsr=0.037 | agg=0.11s | det_auroc=1.000 | tpr@5=1.00
round  31 | acc=0.7650 | bsr=0.038 | agg=0.12s | det_auroc=1.000 | tpr@5=1.00
round  32 | acc=0.7680 | bsr=0.037 | agg=0.12s | det_auroc=1.000 | tpr@5=1.00
round  33 | acc=0.7706 | bsr=0.037 | agg=0.13s | det_auroc=1.000 | tpr@5=1.00
