device=cuda dataset=fmnist(real) clients=20 malicious=4 defense=multi_krum attack=gaussian
round   1 | acc=0.4734 | bsr=nan | agg=0.80s | det_auroc=1.000 | tpr@5=1.00
round   2 | acc=0.6589 | bsr=nan | agg=0.79s | det_auroc=1.000 | tpr@5=1.00
round   3 | acc=0.7053 | bsr=nan | agg=0.80s | det_auroc=1.000 | tpr@5=1.00
round   4 | acc=0.7436 | bsr=nan | agg=0.79s | det_auroc=1.000 | tpr@5=1.00
round   5 | acc=0.7294 | bsr=nan | agg=0.80s | det_auroc=1.000 | tpr@5=1.00
round   6 | acc=0.7571 | bsr=nan | agg=0.81s | det_auroc=1.000 | tpr@5=1.00
round   7 | acc=0.7758 | bsr=nan | agg=0.79s | det_auroc=1.000 | tpr@5=1.00
round   8 | acc=0.7789 | bsr=nan | agg=0.79s | det_auroc=1.000 | tpr@5=1.00
round   9 | acc=0.7827 | bsr=nan | agg=0.79s | det_auroc=1.000 | tpr@5=1.00
round  10 | acc=0.7950 | bsr=nan | agg=0.79s | det_auroc=1.000 | tpr@5=1.00
round  11 | acc=0.8020 | bsr=nan | agg=0.80s | det_auroc=1.000 | tpr@5=1.00
round  12 | acc=0.8018 | bsr=nan | agg=0.78s | det_auroc=1.000 | tpr@5=1.00
round  13 | acc=0.8079 | bsr=nan | agg=0.80s | det_auroc=1.000 | tpr@5=1.00
round  14 | acc=0.8137 | bsr=nan | agg=0.80s | det_auroc=1.000 | tpr@5=1.00
round  15 | acc=0.8215 | bsr=nan | agg=0.80s | det_auroc=1.000 | tpr@5=1.00
round  16 | acc=0.8173 | bsr=nan | agg=0.80s | det_auroc=1.000 | tpr@5=1.00
round  17 | acc=0.8281 | bsr=nan | agg=0.78s | det_auroc=1.000 | tpr@5=1.00
round  18 | acc=0.8265 | bsr=nan | agg=0.78s | det_auroc=1.000 | tpr@5=1.00
round  19 | acc=0.8353 | bsr=nan | agg=0.80s | det_auroc=1.000 | tpr@5=1.00
round  20 | acc=0.8345 | bsr=nan | agg=0.80s | det_auroc=1.000 | tpr@5=1.00
round  21 | acc=0.8382 | bsr=nan | agg=0.79s | det_auroc=1.000 | tpr@5=1.00
round  22 | acc=0.8410 | bsr=nan | agg=0.80s | det_auroc=1.000 | tpr@5=1.00
round  23 | acc=0.8477 | bsr=nan | agg=0.79s | det_auroc=1.000 | tpr@5=1.00
round  24 | acc=0.8470 | bsr=nan | agg=0.81s | det_auroc=1.000 | tpr@5=1.00
round  25 | acc=0.8522 | bsr=nan | agg=0.79s | det_auroc=1.000 | tpr@5=1.00
round  26 | acc=0.8514 | bsr=nan | agg=0.79s | det_auroc=1.000 | tpr@5=1.00
round  27 | acc=0.8495 | bsr=nan | agg=0.79s | det_auroc=1.000 | tpr@5=1.00
round  28 | acc=0.8559 | bsr=nan | agg=0.78s | det_auroc=1.000 | tpr@5=1.00
round  29 | acc=0.8559 | bsr=nan | agg=0.80s | det_auroc=1.000 | tpr@5=1.00
round  30 | acc=0.8558 | bsr=nan | agg=0.79s | det_auroc=1.000 | tpr@5=1.00
round  31 | acc=0.8568 | bsr=nan | agg=0.81s | det_auroc=1.000 | tpr@5=1.00
round  32 | acc=0.8565 | bsr=nan | agg=0.79s | det_auroc=1.000 | tpr@5=1.00
round  33 | acc=0.8635 | bsr=nan | agg=0.78s | det_auroc=1.000 | tpr@5=1.00
round  34 | acc=0.8614 | bsr=nan | agg=0.80s | det_auroc=1.000 | tpr@5=1.00
round  35 | acc=0.8616 | bsr=nan | agg=0.79s | det_auroc=1.000 | tpr@5=1.00
round  36 | acc=0.8649 | bsr=nan | agg=0.79s | det_auroc=1.000 | tpr@5=1.00
round  37 | acc=0.8645 | bsr=nan | agg=0.80s | det_auroc=1.000 | tpr@5=1.00
round  38 | acc=0.8664 | bsr=nan | agg=0.80s | det_auroc=1.000 | tpr@5=1.00
round  39 | acc=0.8677 | bsr=nan | agg=0.79s | det_auroc=1.000 | tpr@5=1.00
round  40 | acc=0.8682 | bsr=nan | agg=0.79s | det_auroc=1.000 | tpr@5=1.00
round  41 | acc=0.8689 | bsr=nan | agg=0.80s | det_auroc=1.000 | tpr@5=1.00
round  42 | acc=0.8726 | bsr=nan | agg=0.80s | det_auroc=1.000 | tpr@5=1.00
round  43 | acc=0.8720 | bsr=nan | agg=0.80s | det_auroc=1.000 | tpr@5=1.00
round  44 | acc=0.8711 | bsr=nan | agg=0.78s | det_auroc=1.000 | tpr@5=1.00
round  45 | acc=0.8741 | bsr=nan | agg=0.80s | det_auroc=1.000 | tpr@5=1.00
round  46 | acc=0.8768 | bsr=nan | agg=0.79s | det_auroc=1.000 | tpr@5=1.00
round  47 | acc=0.8755 | bsr=nan | agg=0.80s | det_auroc=1.000 | tpr@5=1.00
round  48 | acc=0.8750 | bsr=nan | agg=0.79s | det_auroc=1.000 | tpr@5=1.00
round  49 | acc=0.8753 | bsr=nan | agg=0.80s | det_auroc=1.000 | tpr@5=1.00
round  50 | acc=0.8754 | bsr=nan | agg=0.80s | det_auroc=1.000 | tpr@5=1.00
round  51 | acc=0.8774 | bsr=nan | agg=0.78s | det_auroc=1.000 | tpr@5=1.00
round  52 | acc=0.8796 | bsr=nan | agg=0.80s | det_auroc=1.000 | tpr@5=1.00
round  53 | acc=0.8815 | bsr=nan | agg=0.80s | det_auroc=1.000 | tpr@5=1.00
round  54 | acc=0.8797 | bsr=nan | agg=0.80s | det_auroc=1.000 | tpr@5=1.00
round  55 | acc=0.8793 | bsr=nan | agg=0.80s | det_auroc=1.000 | tpr@5=1.00
round  56 | acc=0.8793 | bsr=nan | agg=0.78s | det_auroc=1.000 | tpr@5=1.00
round  57 | acc=0.8836 | bsr=nan | agg=0.80s | det_auroc=1.000 | tpr@5=1.00
round  58 | acc=0.8812 | bsr=nan | agg=0.80s | det_auroc=1.000 | tpr@5=1.00
round  59 | acc=0.8847 | bsr=nan | agg=0.78s | det_auroc=1.000 | tpr@5=1.00
round  60 | acc=0.8850 | bsr=nan | agg=0.80s | det_auroc=1.000 | tpr@5=1.00
