device=cuda dataset=fmnist(real) clients=20 malicious=4 defense=fltrust attack=adaptive_ecf
round   1 | acc=0.0667 | bsr=0.000 | agg=0.04s | det_auroc=0.953 | tpr@5=0.25
round   2 | acc=0.1157 | bsr=0.000 | agg=0.03s | det_auroc=1.000 | tpr@5=1.00
round   3 | acc=0.3565 | bsr=0.032 | agg=0.03s | det_auroc=1.000 | tpr@5=1.00
round   4 | acc=0.4475 | bsr=0.101 | agg=0.03s | det_auroc=0.969 | tpr@5=0.50
round   5 | acc=0.5510 | bsr=0.115 | agg=0.03s | det_auroc=0.969 | tpr@5=0.50
round   6 | acc=0.6532 | bsr=0.085 | agg=0.03s | det_auroc=0.969 | tpr@5=0.50
round   7 | acc=0.6731 | bsr=0.076 | agg=0.03s | det_auroc=1.000 | tpr@5=1.00
round   8 | acc=0.6714 | bsr=0.060 | agg=0.03s | det_auroc=1.000 | tpr@5=1.00
round   9 | acc=0.6757 | bsr=0.054 | agg=0.03s | det_auroc=1.000 | tpr@5=1.00
round  10 | acc=0.6859 | bsr=0.049 | agg=0.03s | det_auroc=1.000 | tpr@5=1.00
round  11 | acc=0.6951 | bsr=0.043 | agg=0.03s | det_auroc=0.984 | tpr@5=0.75
round  12 | acc=0.7030 | bsr=0.035 | agg=0.03s | det_auroc=1.000 | tpr@5=1.00
round  13 | acc=0.7143 | bsr=0.036 | agg=0.03s | det_auroc=1.000 | tpr@5=1.00
round  14 | acc=0.7264 | bsr=0.035 | agg=0.03s | det_auroc=0.984 | tpr@5=0.75
round  15 | acc=0.7282 | bsr=0.037 | agg=0.03s | det_auroc=1.000 | tpr@5=1.00
round  16 | acc=0.7323 | bsr=0.037 | agg=0.03s | det_auroc=0.984 | tpr@5=0.75
round  17 | acc=0.7360 | bsr=0.034 | agg=0.03s | det_auroc=1.000 | tpr@5=1.00
round  18 | acc=0.7407 | bsr=0.034 | agg=0.03s | det_auroc=1.000 | tpr@5=1.00
round  19 | acc=0.7435 | bsr=0.035 | agg=0.03s | det_auroc=0.922 | tpr@5=0.50
round  20 | acc=0.7451 | bsr=0.033 | agg=0.03s | det_auroc=1.000 | tpr@5=1.00
round  21 | acc=0.7467 | bsr=0.032 | agg=0.03s | det_auroc=0.961 | tpr@5=0.00
round  22 | acc=0.7488 | bsr=0.033 | agg=0.03s | det_auroc=0.953 | tpr@5=0.00
round  23 | acc=0.7487 | bsr=0.034 | agg=0.03s | det_auroc=0.906 | tpr@5=0.00
round  24 | acc=0.7545 | bsr=0.032 | agg=0.03s | det_auroc=0.961 | tpr@5=0.00
round  25 | acc=0.7559 | bsr=0.034 | agg=0.03s | det_auroc=0.898 | tpr@5=0.00
round  26 | acc=0.7583 | bsr=0.033 | agg=0.03s | det_auroc=0.961 | tpr@5=0.00
round  27 | acc=0.7526 | bsr=0.034 | agg=0.03s | det_auroc=0.906 | tpr@5=0.00
round  28 | acc=0.7587 | bsr=0.034 | agg=0.03s | det_auroc=0.883 | tpr@5=0.00
round  29 | acc=0.7578 | bsr=0.033 | agg=0.03s | det_auroc=0.969 | tpr@5=0.00
round  30 | acc=0.7587 | bsr=0.033 | agg=0.03s | det_auroc=0.984 | tpr@5=0.75
round  31 | acc=0.7663 | bsr=0.033 | agg=0.03s | det_auroc=0.852 | tpr@5=0.00
round  32 | acc=0.7690 | bsr=0.035 | agg=0.04s | det_auroc=0.945 | tpr@5=0.00
round  33 | acc=0.7687 | bsr=0.033 | agg=0.03s | det_auroc=0.906 | tpr@5=0.00
round  34 | acc=0.7704 | bsr=0.033 | agg=0.03s | det_auroc=0.961 | tpr@5=0.00
round  35 | acc=0.7729 | bsr=0.030 | agg=0.03s | det_auroc=0.938 | tpr@5=0.00
round  36 | acc=0.7738 | bsr=0.037 | agg=0.03s | det_auroc=0.812 | tpr@5=0.00
round  37 | acc=0.7792 | bsr=0.034 | agg=0.03s | det_auroc=0.883 | tpr@5=0.00
round  38 | acc=0.7755 | bsr=0.033 | agg=0.03s | det_auroc=0.961 | tpr@5=0.00
round  39 | acc=0.7752 | bsr=0.034 | agg=0.03s | det_auroc=0.938 | tpr@5=0.00
round  40 | acc=0.7761 | bsr=0.034 | agg=0.03s | det_auroc=0.922 | tpr@5=0.00
round  41 | acc=0.7794 | bsr=0.031 | agg=0.03s | det_auroc=0.945 | tpr@5=0.00
round  42 | acc=0.7852 | bsr=0.033 | agg=0.03s | det_auroc=0.969 | tpr@5=0.00
round  43 | acc=0.7849 | bsr=0.031 | agg=0.03s | det_auroc=0.984 | tpr@5=0.75
round  44 | acc=0.7816 | bsr=0.032 | agg=0.03s | det_auroc=0.859 | tpr@5=0.00
round  45 | acc=0.7859 | bsr=0.032 | agg=0.03s | det_auroc=0.922 | tpr@5=0.00
round  46 | acc=0.7793 | bsr=0.036 | agg=0.03s | det_auroc=0.906 | tpr@5=0.00
round  47 | acc=0.7872 | bsr=0.032 | agg=0.03s | det_auroc=0.883 | tpr@5=0.00
round  48 | acc=0.7886 | bsr=0.037 | agg=0.03s | det_auroc=0.859 | tpr@5=0.00
round  49 | acc=0.7898 | bsr=0.037 | agg=0.03s | det_auroc=0.969 | tpr@5=0.00
round  50 | acc=0.7904 | bsr=0.038 | agg=0.03s | det_auroc=0.945 | tpr@5=0.00
