device=cuda dataset=fmnist(real) clients=20 malicious=4 defense=multi_krum attack=label_flip
round   1 | acc=0.3673 | bsr=nan | agg=0.82s | det_auroc=0.141 | tpr@5=0.00
round   2 | acc=0.6428 | bsr=nan | agg=0.82s | det_auroc=0.938 | tpr@5=0.50
round   3 | acc=0.6903 | bsr=nan | agg=0.81s | det_auroc=1.000 | tpr@5=1.00
round   4 | acc=0.7342 | bsr=nan | agg=0.80s | det_auroc=1.000 | tpr@5=1.00
round   5 | acc=0.7256 | bsr=nan | agg=0.81s | det_auroc=1.000 | tpr@5=1.00
round   6 | acc=0.7534 | bsr=nan | agg=0.81s | det_auroc=1.000 | tpr@5=1.00
round   7 | acc=0.7705 | bsr=nan | agg=0.81s | det_auroc=1.000 | tpr@5=1.00
round   8 | acc=0.7739 | bsr=nan | agg=0.81s | det_auroc=1.000 | tpr@5=1.00
round   9 | acc=0.7785 | bsr=nan | agg=0.81s | det_auroc=1.000 | tpr@5=1.00
round  10 | acc=0.7929 | bsr=nan | agg=0.81s | det_auroc=1.000 | tpr@5=1.00
round  11 | acc=0.8000 | bsr=nan | agg=0.79s | det_auroc=1.000 | tpr@5=1.00
round  12 | acc=0.7995 | bsr=nan | agg=0.81s | det_auroc=1.000 | tpr@5=1.00
round  13 | acc=0.8071 | bsr=nan | agg=0.83s | det_auroc=1.000 | tpr@5=1.00
round  14 | acc=0.8121 | bsr=nan | agg=0.80s | det_auroc=1.000 | tpr@5=1.00
round  15 | acc=0.8203 | bsr=nan | agg=0.82s | det_auroc=1.000 | tpr@5=1.00
round  16 | acc=0.8140 | bsr=nan | agg=0.82s | det_auroc=1.000 | tpr@5=1.00
round  17 | acc=0.8261 | bsr=nan | agg=0.81s | det_auroc=1.000 | tpr@5=1.00
round  18 | acc=0.8245 | bsr=nan | agg=0.79s | det_auroc=1.000 | tpr@5=1.00
round  19 | acc=0.8342 | bsr=nan | agg=0.80s | det_auroc=1.000 | tpr@5=1.00
round  20 | acc=0.8333 | bsr=nan | agg=0.79s | det_auroc=1.000 | tpr@5=1.00
round  21 | acc=0.8389 | bsr=nan | agg=0.80s | det_auroc=1.000 | tpr@5=1.00
round  22 | acc=0.8397 | bsr=nan | agg=0.81s | det_auroc=1.000 | tpr@5=1.00
round  23 | acc=0.8467 | bsr=nan | agg=0.81s | det_auroc=1.000 | tpr@5=1.00
round  24 | acc=0.8475 | bsr=nan | agg=0.81s | det_auroc=1.000 | tpr@5=1.00
round  25 | acc=0.8522 | bsr=nan | agg=0.80s | det_auroc=1.000 | tpr@5=1.00
round  26 | acc=0.8512 | bsr=nan | agg=0.80s | det_auroc=1.000 | tpr@5=1.00
round  27 | acc=0.8508 | bsr=nan | agg=0.82s | det_auroc=1.000 | tpr@5=1.00
round  28 | acc=0.8557 | bsr=nan | agg=0.80s | det_auroc=1.000 | tpr@5=1.00
round  29 | acc=0.8544 | bsr=nan | agg=0.82s | det_auroc=1.000 | tpr@5=1.00
round  30 | acc=0.8546 | bsr=nan | agg=0.82s | det_auroc=1.000 | tpr@5=1.00
round  31 | acc=0.8562 | bsr=nan | agg=0.81s | det_auroc=1.000 | tpr@5=1.00
round  32 | acc=0.8565 | bsr=nan | agg=0.80s | det_auroc=1.000 | tpr@5=1.00
round  33 | acc=0.8635 | bsr=nan | agg=0.80s | det_auroc=1.000 | tpr@5=1.00
round  34 | acc=0.8606 | bsr=nan | agg=0.82s | det_auroc=1.000 | tpr@5=1.00
round  35 | acc=0.8602 | bsr=nan | agg=0.81s | det_auroc=1.000 | tpr@5=1.00
round  36 | acc=0.8652 | bsr=nan | agg=0.80s | det_auroc=1.000 | tpr@5=1.00
