device=cuda dataset=fmnist(real) clients=20 malicious=4 defense=fltrust attack=min_max
round   1 | acc=0.0704 | bsr=nan | agg=0.04s | det_auroc=1.000 | tpr@5=1.00
round   2 | acc=0.1191 | bsr=nan | agg=0.03s | det_auroc=1.000 | tpr@5=1.00
round   3 | acc=0.2716 | bsr=nan | agg=0.03s | det_auroc=1.000 | tpr@5=1.00
round   4 | acc=0.4406 | bsr=nan | agg=0.03s | det_auroc=1.000 | tpr@5=1.00
round   5 | acc=0.6021 | bsr=nan | agg=0.03s | det_auroc=1.000 | tpr@5=1.00
round   6 | acc=0.6610 | bsr=nan | agg=0.03s | det_auroc=1.000 | tpr@5=1.00
round   7 | acc=0.6771 | bsr=nan | agg=0.03s | det_auroc=1.000 | tpr@5=1.00
round   8 | acc=0.6850 | bsr=nan | agg=0.03s | det_auroc=1.000 | tpr@5=1.00
round   9 | acc=0.6872 | bsr=nan | agg=0.03s | det_auroc=1.000 | tpr@5=1.00
round  10 | acc=0.6930 | bsr=nan | agg=0.03s | det_auroc=1.000 | tpr@5=1.00
round  11 | acc=0.7012 | bsr=nan | agg=0.03s | det_auroc=1.000 | tpr@5=1.00
round  12 | acc=0.7046 | bsr=nan | agg=0.03s | det_auroc=1.000 | tpr@5=1.00
round  13 | acc=0.7193 | bsr=nan | agg=0.03s | det_auroc=1.000 | tpr@5=1.00
round  14 | acc=0.7149 | bsr=nan | agg=0.03s | det_auroc=1.000 | tpr@5=1.00
round  15 | acc=0.7242 | bsr=nan | agg=0.03s | det_auroc=1.000 | tpr@5=1.00
round  16 | acc=0.7271 | bsr=nan | agg=0.03s | det_auroc=1.000 | tpr@5=1.00
round  17 | acc=0.7369 | bsr=nan | agg=0.03s | det_auroc=0.969 | tpr@5=0.00
round  18 | acc=0.7401 | bsr=nan | agg=0.03s | det_auroc=1.000 | tpr@5=1.00
round  19 | acc=0.7446 | bsr=nan | agg=0.03s | det_auroc=1.000 | tpr@5=1.00
round  20 | acc=0.7446 | bsr=nan | agg=0.03s | det_auroc=1.000 | tpr@5=1.00
round  21 | acc=0.7487 | bsr=nan | agg=0.03s | det_auroc=1.000 | tpr@5=1.00
round  22 | acc=0.7511 | bsr=nan | agg=0.03s | det_auroc=0.969 | tpr@5=0.00
round  23 | acc=0.7485 | bsr=nan | agg=0.03s | det_auroc=1.000 | tpr@5=1.00
round  24 | acc=0.7505 | bsr=nan | agg=0.03s | det_auroc=1.000 | tpr@5=1.00
round  25 | acc=0.7539 | bsr=nan | agg=0.03s | det_auroc=0.969 | tpr@5=0.00
round  26 | acc=0.7528 | bsr=nan | agg=0.03s | det_auroc=0.969 | tpr@5=0.00
round  27 | acc=0.7582 | bsr=nan | agg=0.03s | det_auroc=0.969 | tpr@5=0.00
round  28 | acc=0.7602 | bsr=nan | agg=0.03s | det_auroc=0.969 | tpr@5=0.00
round  29 | acc=0.7631 | bsr=nan | agg=0.03s | det_auroc=0.969 | tpr@5=0.00
round  30 | acc=0.7644 | bsr=nan | agg=0.03s | det_auroc=0.938 | tpr@5=0.00
round  31 | acc=0.7641 | bsr=nan | agg=0.03s | det_auroc=0.938 | tpr@5=0.00
round  32 | acc=0.7694 | bsr=nan | agg=0.03s | det_auroc=0.938 | tpr@5=0.00
round  33 | acc=0.7717 | bsr=nan | agg=0.03s | det_auroc=0.938 | tpr@5=0.00
round  34 | acc=0.7739 | bsr=nan | agg=0.03s | det_auroc=0.938 | tpr@5=0.00
round  35 | acc=0.7754 | bsr=nan | agg=0.03s | det_auroc=0.969 | tpr@5=0.00
round  36 | acc=0.7765 | bsr=nan | agg=0.03s | det_auroc=0.906 | tpr@5=0.00
round  37 | acc=0.7737 | bsr=nan | agg=0.03s | det_auroc=0.969 | tpr@5=0.00
round  38 | acc=0.7750 | bsr=nan | agg=0.03s | det_auroc=0.938 | tpr@5=0.00
round  39 | acc=0.7676 | bsr=nan | agg=0.03s | det_auroc=0.844 | tpr@5=0.00
round  40 | acc=0.7772 | bsr=nan | agg=0.03s | det_auroc=0.812 | tpr@5=0.00
round  41 | acc=0.7778 | bsr=nan | agg=0.03s | det_auroc=0.938 | tpr@5=0.00
round  42 | acc=0.7795 | bsr=nan | agg=0.03s | det_auroc=0.938 | tpr@5=0.00
round  43 | acc=0.7851 | bsr=nan | agg=0.03s | det_auroc=0.938 | tpr@5=0.00
round  44 | acc=0.7873 | bsr=nan | agg=0.03s | det_auroc=0.906 | tpr@5=0.00
round  45 | acc=0.7862 | bsr=nan | agg=0.04s | det_auroc=0.875 | tpr@5=0.00
round  46 | acc=0.7842 | bsr=nan | agg=0.03s | det_auroc=0.906 | tpr@5=0.00
round  47 | acc=0.7861 | bsr=nan | agg=0.03s | det_auroc=0.938 | tpr@5=0.00
round  48 | acc=0.7781 | bsr=nan | agg=0.03s | det_auroc=0.812 | tpr@5=0.00
round  49 | acc=0.7900 | bsr=nan | agg=0.03s | det_auroc=0.875 | tpr@5=0.00
round  50 | acc=0.7885 | bsr=nan | agg=0.03s | det_auroc=0.906 | tpr@5=0.00
round  51 | acc=0.7848 | bsr=nan | agg=0.03s | det_auroc=0.969 | tpr@5=0.00
round  52 | acc=0.7952 | bsr=nan | agg=0.03s | det_auroc=0.875 | tpr@5=0.00
round  53 | acc=0.7973 | bsr=nan | agg=0.03s | det_auroc=0.844 | tpr@5=0.00
round  54 | acc=0.7966 | bsr=nan | agg=0.03s | det_auroc=0.938 | tpr@5=0.00
round  55 | acc=0.7969 | bsr=nan | agg=0.03s | det_auroc=0.906 | tpr@5=0.00
round  56 | acc=0.8008 | bsr=nan | agg=0.03s | det_auroc=0.906 | tpr@5=0.00
round  57 | acc=0.7998 | bsr=nan | agg=0.03s | det_auroc=0.906 | tpr@5=0.00
round  58 | acc=0.8021 | bsr=nan | agg=0.03s | det_auroc=0.938 | tpr@5=0.00
round  59 | acc=0.8002 | bsr=nan | agg=0.03s | det_auroc=0.844 | tpr@5=0.00
round  60 | acc=0.7962 | bsr=nan | agg=0.03s | det_auroc=0.812 | tpr@5=0.00
