device=cuda dataset=fmnist(real) clients=20 malicious=4 defense=trimmed_mean attack=sign_flip
round   1 | acc=0.4289 | bsr=nan | agg=0.20s
round   2 | acc=0.5763 | bsr=nan | agg=0.20s
round   3 | acc=0.6469 | bsr=nan | agg=0.19s
round   4 | acc=0.6797 | bsr=nan | agg=0.19s
round   5 | acc=0.6989 | bsr=nan | agg=0.19s
round   6 | acc=0.7107 | bsr=nan | agg=0.19s
round   7 | acc=0.7349 | bsr=nan | agg=0.19s
round   8 | acc=0.7407 | bsr=nan | agg=0.19s
round   9 | acc=0.7312 | bsr=nan | agg=0.19s
round  10 | acc=0.7507 | bsr=nan | agg=0.19s
round  11 | acc=0.7619 | bsr=nan | agg=0.19s
round  12 | acc=0.7669 | bsr=nan | agg=0.19s
round  13 | acc=0.7723 | bsr=nan | agg=0.19s
round  14 | acc=0.7736 | bsr=nan | agg=0.19s
round  15 | acc=0.7809 | bsr=nan | agg=0.20s
round  16 | acc=0.7815 | bsr=nan | agg=0.20s
round  17 | acc=0.7878 | bsr=nan | agg=0.20s
round  18 | acc=0.7881 | bsr=nan | agg=0.20s
round  19 | acc=0.7908 | bsr=nan | agg=0.20s
round  20 | acc=0.7897 | bsr=nan | agg=0.20s
round  21 | acc=0.7941 | bsr=nan | agg=0.21s
round  22 | acc=0.7909 | bsr=nan | agg=0.20s
round  23 | acc=0.8032 | bsr=nan | agg=0.21s
round  24 | acc=0.8015 | bsr=nan | agg=0.20s
round  25 | acc=0.8082 | bsr=nan | agg=0.20s
round  26 | acc=0.8112 | bsr=nan | agg=0.21s
round  27 | acc=0.8060 | bsr=nan | agg=0.21s
round  28 | acc=0.8142 | bsr=nan | agg=0.20s
round  29 | acc=0.8132 | bsr=nan | agg=0.20s
round  30 | acc=0.8156 | bsr=nan | agg=0.21s
round  31 | acc=0.8153 | bsr=nan | agg=0.21s
round  32 | acc=0.8135 | bsr=nan | agg=0.20s
round  33 | acc=0.8215 | bsr=nan | agg=0.21s
round  34 | acc=0.8220 | bsr=nan | agg=0.21s
round  35 | acc=0.8217 | bsr=nan | agg=0.21s
round  36 | acc=0.8286 | bsr=nan | agg=0.20s
round  37 | acc=0.8307 | bsr=nan | agg=0.21s
round  38 | acc=0.8314 | bsr=nan | agg=0.21s
round  39 | acc=0.8335 | bsr=nan | agg=0.21s
round  40 | acc=0.8336 | bsr=nan | agg=0.21s
round  41 | acc=0.8348 | bsr=nan | agg=0.21s
round  42 | acc=0.8421 | bsr=nan | agg=0.21s
round  43 | acc=0.8407 | bsr=nan | agg=0.20s
round  44 | acc=0.8361 | bsr=nan | agg=0.22s
round  45 | acc=0.8439 | bsr=nan | agg=0.20s
round  46 | acc=0.8485 | bsr=nan | agg=0.21s
round  47 | acc=0.8469 | bsr=nan | agg=0.21s
round  48 | acc=0.8468 | bsr=nan | agg=0.21s
round  49 | acc=0.8458 | bsr=nan | agg=0.20s
round  50 | acc=0.8417 | bsr=nan | agg=0.21s
round  51 | acc=0.8433 | bsr=nan | agg=0.21s
round  52 | acc=0.8492 | bsr=nan | agg=0.21s
round  53 | acc=0.8557 | bsr=nan | agg=0.21s
round  54 | acc=0.8461 | bsr=nan | agg=0.21s
round  55 | acc=0.8500 | bsr=nan | agg=0.21s
round  56 | acc=0.8519 | bsr=nan | agg=0.21s
round  57 | acc=0.8553 | bsr=nan | agg=0.20s
round  58 | acc=0.8544 | bsr=nan | agg=0.20s
round  59 | acc=0.8587 | bsr=nan | agg=0.21s
round  60 | acc=0.8588 | bsr=nan | agg=0.21s
