device=cuda dataset=fraud(real) clients=20 malicious=4 defense=ecf attack=gaussian
round   1 | acc=0.8521 | bsr=nan | agg=0.10s | det_auroc=0.703 | tpr@5=0.00
round   2 | acc=0.8476 | bsr=nan | agg=0.09s | det_auroc=0.750 | tpr@5=0.00
round   3 | acc=0.8476 | bsr=nan | agg=0.07s | det_auroc=0.703 | tpr@5=0.00
round   4 | acc=0.8476 | bsr=nan | agg=0.07s | det_auroc=0.688 | tpr@5=0.00
round   5 | acc=0.8476 | bsr=nan | agg=0.07s | det_auroc=0.688 | tpr@5=0.00
round   6 | acc=0.8476 | bsr=nan | agg=0.05s | det_auroc=0.656 | tpr@5=0.00
round   7 | acc=0.8476 | bsr=nan | agg=0.05s | det_auroc=0.656 | tpr@5=0.00
round   8 | acc=0.8476 | bsr=nan | agg=0.06s | det_auroc=0.797 | tpr@5=0.00
round   9 | acc=0.8476 | bsr=nan | agg=0.07s | det_auroc=0.656 | tpr@5=0.00
round  10 | acc=0.8476 | bsr=nan | agg=0.07s | det_auroc=0.734 | tpr@5=0.00
round  11 | acc=0.8476 | bsr=nan | agg=0.05s | det_auroc=0.688 | tpr@5=0.00
round  12 | acc=0.8476 | bsr=nan | agg=0.06s | det_auroc=0.625 | tpr@5=0.00
round  13 | acc=0.8476 | bsr=nan | agg=0.07s | det_auroc=0.562 | tpr@5=0.00
round  14 | acc=0.8476 | bsr=nan | agg=0.06s | det_auroc=0.703 | tpr@5=0.00
round  15 | acc=0.8476 | bsr=nan | agg=0.09s | det_auroc=0.750 | tpr@5=0.00
round  16 | acc=0.8476 | bsr=nan | agg=0.08s | det_auroc=0.812 | tpr@5=0.00
round  17 | acc=0.8476 | bsr=nan | agg=0.06s | det_auroc=0.734 | tpr@5=0.00
round  18 | acc=0.8476 | bsr=nan | agg=0.07s | det_auroc=0.609 | tpr@5=0.00
round  19 | acc=0.8476 | bsr=nan | agg=0.05s | det_auroc=0.688 | tpr@5=0.00
round  20 | acc=0.8476 | bsr=nan | agg=0.08s | det_auroc=0.562 | tpr@5=0.00
round  21 | acc=0.8476 | bsr=nan | agg=0.09s | det_auroc=0.578 | tpr@5=0.00
round  22 | acc=0.8476 | bsr=nan | agg=0.07s | det_auroc=0.656 | tpr@5=0.00
round  23 | acc=0.8476 | bsr=nan | agg=0.06s | det_auroc=0.828 | tpr@5=0.00
round  24 | acc=0.8476 | bsr=nan | agg=0.06s | det_auroc=0.750 | tpr@5=0.00
round  25 | acc=0.8476 | bsr=nan | agg=0.07s | det_auroc=0.875 | tpr@5=0.00
round  26 | acc=0.8476 | bsr=nan | agg=0.07s | det_auroc=0.781 | tpr@5=0.00
round  27 | acc=0.8476 | bsr=nan | agg=0.07s | det_auroc=0.766 | tpr@5=0.00
round  28 | acc=0.8476 | bsr=nan | agg=0.07s | det_auroc=0.625 | tpr@5=0.00
round  29 | acc=0.8476 | bsr=nan | agg=0.08s | det_auroc=0.625 | tpr@5=0.00
round  30 | acc=0.8476 | bsr=nan | agg=0.07s | det_auroc=0.594 | tpr@5=0.00
round  31 | acc=0.8476 | bsr=nan | agg=0.09s | det_auroc=0.500 | tpr@5=0.00
round  32 | acc=0.8506 | bsr=nan | agg=0.06s | det_auroc=0.594 | tpr@5=0.00
round  33 | acc=0.8521 | bsr=nan | agg=0.07s | det_auroc=0.547 | tpr@5=0.00
round  34 | acc=0.8521 | bsr=nan | agg=0.05s | det_auroc=0.609 | tpr@5=0.00
round  35 | acc=0.8567 | bsr=nan | agg=0.10s | det_auroc=0.594 | tpr@5=0.00
round  36 | acc=0.8567 | bsr=nan | agg=0.10s | det_auroc=0.719 | tpr@5=0.00
round  37 | acc=0.8598 | bsr=nan | agg=0.09s | det_auroc=0.719 | tpr@5=0.00
round  38 | acc=0.8613 | bsr=nan | agg=0.06s | det_auroc=0.828 | tpr@5=0.00
round  39 | acc=0.8674 | bsr=nan | agg=0.07s | det_auroc=0.875 | tpr@5=0.00
round  40 | acc=0.8689 | bsr=nan | agg=0.07s | det_auroc=0.812 | tpr@5=0.00
