device=cuda dataset=fraud(real) clients=20 malicious=4 defense=fltrust attack=spurious_feature
round   1 | acc=0.8491 | bsr=nan | agg=0.01s | det_auroc=0.383 | tpr@5=0.00
round   2 | acc=0.8643 | bsr=nan | agg=0.00s | det_auroc=0.406 | tpr@5=0.25
round   3 | acc=0.8887 | bsr=nan | agg=0.00s | det_auroc=0.438 | tpr@5=0.25
round   4 | acc=0.9009 | bsr=nan | agg=0.00s | det_auroc=0.391 | tpr@5=0.25
round   5 | acc=0.9101 | bsr=nan | agg=0.00s | det_auroc=0.422 | tpr@5=0.25
round   6 | acc=0.9192 | bsr=nan | agg=0.00s | det_auroc=0.422 | tpr@5=0.25
round   7 | acc=0.9253 | bsr=nan | agg=0.00s | det_auroc=0.422 | tpr@5=0.25
round   8 | acc=0.9284 | bsr=nan | agg=0.00s | det_auroc=0.391 | tpr@5=0.25
round   9 | acc=0.9329 | bsr=nan | agg=0.00s | det_auroc=0.469 | tpr@5=0.25
round  10 | acc=0.9390 | bsr=nan | agg=0.00s | det_auroc=0.406 | tpr@5=0.25
round  11 | acc=0.9421 | bsr=nan | agg=0.00s | det_auroc=0.391 | tpr@5=0.25
round  12 | acc=0.9451 | bsr=nan | agg=0.00s | det_auroc=0.422 | tpr@5=0.25
round  13 | acc=0.9451 | bsr=nan | agg=0.00s | det_auroc=0.406 | tpr@5=0.25
round  14 | acc=0.9466 | bsr=nan | agg=0.00s | det_auroc=0.438 | tpr@5=0.25
round  15 | acc=0.9573 | bsr=nan | agg=0.00s | det_auroc=0.547 | tpr@5=0.25
round  16 | acc=0.9588 | bsr=nan | agg=0.00s | det_auroc=0.531 | tpr@5=0.25
round  17 | acc=0.9619 | bsr=nan | agg=0.00s | det_auroc=0.469 | tpr@5=0.25
round  18 | acc=0.9619 | bsr=nan | agg=0.00s | det_auroc=0.531 | tpr@5=0.25
round  19 | acc=0.9619 | bsr=nan | agg=0.00s | det_auroc=0.469 | tpr@5=0.25
round  20 | acc=0.9619 | bsr=nan | agg=0.00s | det_auroc=0.531 | tpr@5=0.25
round  21 | acc=0.9634 | bsr=nan | agg=0.00s | det_auroc=0.562 | tpr@5=0.25
round  22 | acc=0.9665 | bsr=nan | agg=0.00s | det_auroc=0.719 | tpr@5=0.00
round  23 | acc=0.9665 | bsr=nan | agg=0.00s | det_auroc=0.484 | tpr@5=0.25
round  24 | acc=0.9695 | bsr=nan | agg=0.00s | det_auroc=0.594 | tpr@5=0.25
round  25 | acc=0.9695 | bsr=nan | agg=0.00s | det_auroc=0.578 | tpr@5=0.00
round  26 | acc=0.9695 | bsr=nan | agg=0.00s | det_auroc=0.531 | tpr@5=0.25
round  27 | acc=0.9695 | bsr=nan | agg=0.00s | det_auroc=0.531 | tpr@5=0.25
round  28 | acc=0.9695 | bsr=nan | agg=0.00s | det_auroc=0.500 | tpr@5=0.00
round  29 | acc=0.9695 | bsr=nan | agg=0.00s | det_auroc=0.430 | tpr@5=0.00
round  30 | acc=0.9710 | bsr=nan | agg=0.00s | det_auroc=0.531 | tpr@5=0.00
round  31 | acc=0.9710 | bsr=nan | agg=0.00s | det_auroc=0.656 | tpr@5=0.00
round  32 | acc=0.9710 | bsr=nan | agg=0.00s | det_auroc=0.531 | tpr@5=0.25
round  33 | acc=0.9710 | bsr=nan | agg=0.00s | det_auroc=0.500 | tpr@5=0.00
round  34 | acc=0.9695 | bsr=nan | agg=0.00s | det_auroc=0.516 | tpr@5=0.00
round  35 | acc=0.9695 | bsr=nan | agg=0.00s | det_auroc=0.414 | tpr@5=0.00
round  36 | acc=0.9695 | bsr=nan | agg=0.00s | det_auroc=0.438 | tpr@5=0.00
round  37 | acc=0.9710 | bsr=nan | agg=0.00s | det_auroc=0.625 | tpr@5=0.00
round  38 | acc=0.9710 | bsr=nan | agg=0.00s | det_auroc=0.578 | tpr@5=0.00
round  39 | acc=0.9710 | bsr=nan | agg=0.00s | det_auroc=0.422 | tpr@5=0.00
round  40 | acc=0.9710 | bsr=nan | agg=0.00s | det_auroc=0.453 | tpr@5=0.00
