device=cuda dataset=fraud(real) clients=20 malicious=4 defense=median attack=label_flip
round   1 | acc=0.6631 | bsr=nan | agg=0.00s
round   2 | acc=0.6784 | bsr=nan | agg=0.00s
round   3 | acc=0.7043 | bsr=nan | agg=0.01s
round   4 | acc=0.7195 | bsr=nan | agg=0.01s
round   5 | acc=0.7348 | bsr=nan | agg=0.01s
round   6 | acc=0.7500 | bsr=nan | agg=0.01s
round   7 | acc=0.7668 | bsr=nan | agg=0.01s
round   8 | acc=0.7759 | bsr=nan | agg=0.01s
round   9 | acc=0.7973 | bsr=nan | agg=0.01s
round  10 | acc=0.8110 | bsr=nan | agg=0.01s
round  11 | acc=0.8308 | bsr=nan | agg=0.01s
round  12 | acc=0.8415 | bsr=nan | agg=0.00s
round  13 | acc=0.8552 | bsr=nan | agg=0.00s
round  14 | acc=0.8628 | bsr=nan | agg=0.01s
round  15 | acc=0.8689 | bsr=nan | agg=0.01s
round  16 | acc=0.8720 | bsr=nan | agg=0.00s
round  17 | acc=0.8735 | bsr=nan | agg=0.01s
round  18 | acc=0.8841 | bsr=nan | agg=0.01s
round  19 | acc=0.8872 | bsr=nan | agg=0.01s
round  20 | acc=0.8933 | bsr=nan | agg=0.00s
round  21 | acc=0.8933 | bsr=nan | agg=0.00s
round  22 | acc=0.9009 | bsr=nan | agg=0.01s
round  23 | acc=0.9146 | bsr=nan | agg=0.01s
round  24 | acc=0.9177 | bsr=nan | agg=0.01s
round  25 | acc=0.9207 | bsr=nan | agg=0.01s
round  26 | acc=0.9223 | bsr=nan | agg=0.01s
round  27 | acc=0.9268 | bsr=nan | agg=0.01s
round  28 | acc=0.9284 | bsr=nan | agg=0.00s
round  29 | acc=0.9284 | bsr=nan | agg=0.01s
round  30 | acc=0.9299 | bsr=nan | agg=0.01s
round  31 | acc=0.9329 | bsr=nan | agg=0.01s
round  32 | acc=0.9375 | bsr=nan | agg=0.01s
round  33 | acc=0.9421 | bsr=nan | agg=0.01s
round  34 | acc=0.9451 | bsr=nan | agg=0.01s
round  35 | acc=0.9466 | bsr=nan | agg=0.01s
round  36 | acc=0.9482 | bsr=nan | agg=0.01s
round  37 | acc=0.9512 | bsr=nan | agg=0.01s
round  38 | acc=0.9543 | bsr=nan | agg=0.01s
round  39 | acc=0.9558 | bsr=nan | agg=0.01s
round  40 | acc=0.9558 | bsr=nan | agg=0.01s
