device=cuda dataset=fraud(real) clients=20 malicious=4 defense=ecf attack=adaptive_ecf
round   1 | acc=0.8521 | bsr=0.000 | agg=0.29s | det_auroc=0.781 | tpr@5=0.00
round   2 | acc=0.8476 | bsr=0.000 | agg=0.28s | det_auroc=0.766 | tpr@5=0.00
round   3 | acc=0.8476 | bsr=0.000 | agg=0.29s | det_auroc=0.688 | tpr@5=0.00
round   4 | acc=0.8476 | bsr=0.000 | agg=0.34s | det_auroc=0.688 | tpr@5=0.00
round   5 | acc=0.8476 | bsr=0.000 | agg=0.36s | det_auroc=0.719 | tpr@5=0.00
round   6 | acc=0.8476 | bsr=0.000 | agg=0.24s | det_auroc=0.766 | tpr@5=0.00
round   7 | acc=0.8476 | bsr=0.000 | agg=0.22s | det_auroc=0.766 | tpr@5=0.00
round   8 | acc=0.8476 | bsr=0.000 | agg=0.33s | det_auroc=0.859 | tpr@5=0.00
round   9 | acc=0.8476 | bsr=0.000 | agg=0.27s | det_auroc=0.922 | tpr@5=0.00
round  10 | acc=0.8476 | bsr=0.000 | agg=0.24s | det_auroc=0.984 | tpr@5=0.75
round  11 | acc=0.8476 | bsr=0.000 | agg=0.34s | det_auroc=1.000 | tpr@5=1.00
round  12 | acc=0.8476 | bsr=0.000 | agg=0.26s | det_auroc=1.000 | tpr@5=1.00
round  13 | acc=0.8476 | bsr=0.000 | agg=0.23s | det_auroc=1.000 | tpr@5=1.00
round  14 | acc=0.8476 | bsr=0.000 | agg=0.29s | det_auroc=1.000 | tpr@5=1.00
round  15 | acc=0.8476 | bsr=0.000 | agg=0.25s | det_auroc=1.000 | tpr@5=1.00
round  16 | acc=0.8476 | bsr=0.000 | agg=0.22s | det_auroc=1.000 | tpr@5=1.00
round  17 | acc=0.8476 | bsr=0.000 | agg=0.24s | det_auroc=1.000 | tpr@5=1.00
round  18 | acc=0.8476 | bsr=0.000 | agg=0.22s | det_auroc=1.000 | tpr@5=1.00
round  19 | acc=0.8476 | bsr=0.000 | agg=0.25s | det_auroc=1.000 | tpr@5=1.00
round  20 | acc=0.8491 | bsr=0.989 | agg=0.23s | det_auroc=1.000 | tpr@5=1.00
round  21 | acc=0.8506 | bsr=0.998 | agg=0.21s | det_auroc=0.984 | tpr@5=0.75
round  22 | acc=0.8521 | bsr=0.998 | agg=0.29s | det_auroc=0.609 | tpr@5=0.00
round  23 | acc=0.8537 | bsr=0.998 | agg=0.21s | det_auroc=0.391 | tpr@5=0.00
round  24 | acc=0.8552 | bsr=0.998 | agg=0.25s | det_auroc=0.359 | tpr@5=0.00
round  25 | acc=0.8598 | bsr=0.998 | agg=0.25s | det_auroc=0.344 | tpr@5=0.00
round  26 | acc=0.8598 | bsr=0.998 | agg=0.25s | det_auroc=0.359 | tpr@5=0.00
round  27 | acc=0.8628 | bsr=0.998 | agg=0.34s | det_auroc=0.344 | tpr@5=0.00
round  28 | acc=0.8689 | bsr=0.998 | agg=0.23s | det_auroc=0.297 | tpr@5=0.00
round  29 | acc=0.8735 | bsr=0.998 | agg=0.21s | det_auroc=0.297 | tpr@5=0.00
round  30 | acc=0.8765 | bsr=0.998 | agg=0.29s | det_auroc=0.312 | tpr@5=0.00
round  31 | acc=0.8796 | bsr=0.998 | agg=0.28s | det_auroc=0.281 | tpr@5=0.00
round  32 | acc=0.8796 | bsr=0.998 | agg=0.25s | det_auroc=0.312 | tpr@5=0.00
round  33 | acc=0.8811 | bsr=0.998 | agg=0.24s | det_auroc=0.297 | tpr@5=0.00
round  34 | acc=0.8872 | bsr=0.998 | agg=0.30s | det_auroc=0.297 | tpr@5=0.00
round  35 | acc=0.8902 | bsr=0.998 | agg=0.22s | det_auroc=0.266 | tpr@5=0.00
round  36 | acc=0.8979 | bsr=0.998 | agg=0.33s | det_auroc=0.328 | tpr@5=0.00
round  37 | acc=0.8979 | bsr=0.998 | agg=0.24s | det_auroc=0.312 | tpr@5=0.00
round  38 | acc=0.9009 | bsr=0.998 | agg=0.25s | det_auroc=0.297 | tpr@5=0.00
round  39 | acc=0.9024 | bsr=0.998 | agg=0.25s | det_auroc=0.297 | tpr@5=0.00
round  40 | acc=0.9040 | bsr=0.998 | agg=0.21s | det_auroc=0.297 | tpr@5=0.00
