round   1 | acc=0.0549 | bsr=0.000 | agg=0.19s | det_auroc=0.812 | tpr@5=0.00
round   2 | acc=0.1321 | bsr=0.011 | agg=0.13s | det_auroc=0.812 | tpr@5=0.00
round   3 | acc=0.3509 | bsr=0.423 | agg=0.14s | det_auroc=0.859 | tpr@5=0.00
round   4 | acc=0.3995 | bsr=0.482 | agg=0.13s | det_auroc=0.938 | tpr@5=0.50
round   5 | acc=0.5040 | bsr=0.420 | agg=0.13s | det_auroc=0.953 | tpr@5=0.50
round   6 | acc=0.6097 | bsr=0.320 | agg=0.12s | det_auroc=0.984 | tpr@5=0.75
round   7 | acc=0.6669 | bsr=0.236 | agg=0.14s | det_auroc=0.953 | tpr@5=0.50
round   8 | acc=0.6956 | bsr=0.155 | agg=0.14s | det_auroc=0.922 | tpr@5=0.25
round   9 | acc=0.6923 | bsr=0.122 | agg=0.14s | det_auroc=0.922 | tpr@5=0.00
round  10 | acc=0.6985 | bsr=0.109 | agg=0.14s | det_auroc=0.812 | tpr@5=0.00
round  11 | acc=0.6953 | bsr=0.095 | agg=0.13s | det_auroc=0.750 | tpr@5=0.00
round  12 | acc=0.7032 | bsr=0.095 | agg=0.13s | det_auroc=0.812 | tpr@5=0.25
round  13 | acc=0.7140 | bsr=0.097 | agg=0.13s | det_auroc=0.750 | tpr@5=0.00
round  14 | acc=0.7212 | bsr=0.097 | agg=0.13s | det_auroc=0.734 | tpr@5=0.00
round  15 | acc=0.7237 | bsr=0.095 | agg=0.14s | det_auroc=0.625 | tpr@5=0.00
round  16 | acc=0.7306 | bsr=0.093 | agg=0.12s | det_auroc=0.562 | tpr@5=0.00
round  17 | acc=0.7334 | bsr=0.096 | agg=0.14s | det_auroc=0.656 | tpr@5=0.00
round  18 | acc=0.7385 | bsr=0.102 | agg=0.13s | det_auroc=0.453 | tpr@5=0.00
round  19 | acc=0.7438 | bsr=0.103 | agg=0.16s | det_auroc=0.484 | tpr@5=0.00
round  20 | acc=0.7456 | bsr=0.111 | agg=0.14s | det_auroc=0.391 | tpr@5=0.00
round  21 | acc=0.7469 | bsr=0.115 | agg=0.12s | det_auroc=0.531 | tpr@5=0.00
round  22 | acc=0.7491 | bsr=0.115 | agg=0.14s | det_auroc=0.453 | tpr@5=0.00
round  23 | acc=0.7524 | bsr=0.116 | agg=0.14s | det_auroc=0.422 | tpr@5=0.00
