device=cuda dataset=fmnist(real) clients=20 malicious=4 defense=trimmed_mean attack=label_flip
round   1 | acc=0.4259 | bsr=nan | agg=0.20s
round   2 | acc=0.5726 | bsr=nan | agg=0.20s
round   3 | acc=0.6852 | bsr=nan | agg=0.19s
round   4 | acc=0.7145 | bsr=nan | agg=0.20s
round   5 | acc=0.7373 | bsr=nan | agg=0.20s
round   6 | acc=0.7437 | bsr=nan | agg=0.19s
round   7 | acc=0.7632 | bsr=nan | agg=0.18s
round   8 | acc=0.7619 | bsr=nan | agg=0.19s
round   9 | acc=0.7804 | bsr=nan | agg=0.20s
round  10 | acc=0.7834 | bsr=nan | agg=0.19s
round  11 | acc=0.7879 | bsr=nan | agg=0.19s
round  12 | acc=0.7904 | bsr=nan | agg=0.19s
round  13 | acc=0.7954 | bsr=nan | agg=0.19s
round  14 | acc=0.8043 | bsr=nan | agg=0.19s
round  15 | acc=0.8044 | bsr=nan | agg=0.19s
round  16 | acc=0.8066 | bsr=nan | agg=0.20s
round  17 | acc=0.8213 | bsr=nan | agg=0.19s
round  18 | acc=0.8182 | bsr=nan | agg=0.19s
round  19 | acc=0.8266 | bsr=nan | agg=0.19s
round  20 | acc=0.8314 | bsr=nan | agg=0.20s
round  21 | acc=0.8283 | bsr=nan | agg=0.20s
round  22 | acc=0.8409 | bsr=nan | agg=0.20s
round  23 | acc=0.8368 | bsr=nan | agg=0.19s
round  24 | acc=0.8421 | bsr=nan | agg=0.20s
round  25 | acc=0.8418 | bsr=nan | agg=0.20s
round  26 | acc=0.8412 | bsr=nan | agg=0.20s
round  27 | acc=0.8467 | bsr=nan | agg=0.19s
round  28 | acc=0.8471 | bsr=nan | agg=0.20s
round  29 | acc=0.8449 | bsr=nan | agg=0.20s
round  30 | acc=0.8559 | bsr=nan | agg=0.19s
round  31 | acc=0.8549 | bsr=nan | agg=0.19s
round  32 | acc=0.8578 | bsr=nan | agg=0.19s
round  33 | acc=0.8587 | bsr=nan | agg=0.19s
round  34 | acc=0.8616 | bsr=nan | agg=0.19s
round  35 | acc=0.8571 | bsr=nan | agg=0.19s
round  36 | acc=0.8620 | bsr=nan | agg=0.19s
round  37 | acc=0.8583 | bsr=nan | agg=0.20s
round  38 | acc=0.8607 | bsr=nan | agg=0.19s
round  39 | acc=0.8659 | bsr=nan | agg=0.20s
round  40 | acc=0.8618 | bsr=nan | agg=0.19s
round  41 | acc=0.8628 | bsr=nan | agg=0.19s
round  42 | acc=0.8676 | bsr=nan | agg=0.19s
round  43 | acc=0.8651 | bsr=nan | agg=0.19s
round  44 | acc=0.8703 | bsr=nan | agg=0.20s
round  45 | acc=0.8716 | bsr=nan | agg=0.20s
round  46 | acc=0.8696 | bsr=nan | agg=0.20s
round  47 | acc=0.8723 | bsr=nan | agg=0.20s
round  48 | acc=0.8732 | bsr=nan | agg=0.19s
round  49 | acc=0.8722 | bsr=nan | agg=0.20s
round  50 | acc=0.8727 | bsr=nan | agg=0.19s
round  51 | acc=0.8742 | bsr=nan | agg=0.19s
round  52 | acc=0.8722 | bsr=nan | agg=0.21s
round  53 | acc=0.8724 | bsr=nan | agg=0.21s
round  54 | acc=0.8760 | bsr=nan | agg=0.20s
round  55 | acc=0.8754 | bsr=nan | agg=0.20s
round  56 | acc=0.8770 | bsr=nan | agg=0.21s
round  57 | acc=0.8764 | bsr=nan | agg=0.20s
round  58 | acc=0.8765 | bsr=nan | agg=0.21s
round  59 | acc=0.8795 | bsr=nan | agg=0.20s
round  60 | acc=0.8783 | bsr=nan | agg=0.21s
