device=cuda dataset=fmnist(real) clients=20 malicious=4 defense=multi_krum attack=backdoor
round   1 | acc=0.4661 | bsr=0.127 | agg=0.82s | det_auroc=0.672 | tpr@5=0.00
round   2 | acc=0.6321 | bsr=0.024 | agg=0.82s | det_auroc=0.969 | tpr@5=0.50
round   3 | acc=0.6901 | bsr=0.031 | agg=0.81s | det_auroc=1.000 | tpr@5=1.00
round   4 | acc=0.7300 | bsr=0.019 | agg=0.81s | det_auroc=1.000 | tpr@5=1.00
round   5 | acc=0.7446 | bsr=0.029 | agg=0.82s | det_auroc=1.000 | tpr@5=1.00
round   6 | acc=0.7577 | bsr=0.023 | agg=0.82s | det_auroc=1.000 | tpr@5=1.00
round   7 | acc=0.7715 | bsr=0.023 | agg=0.81s | det_auroc=1.000 | tpr@5=1.00
round   8 | acc=0.7709 | bsr=0.020 | agg=0.81s | det_auroc=1.000 | tpr@5=1.00
round   9 | acc=0.7847 | bsr=0.023 | agg=0.81s | det_auroc=1.000 | tpr@5=1.00
round  10 | acc=0.7930 | bsr=0.017 | agg=0.81s | det_auroc=1.000 | tpr@5=1.00
round  11 | acc=0.7939 | bsr=0.018 | agg=0.81s | det_auroc=1.000 | tpr@5=1.00
round  12 | acc=0.8031 | bsr=0.021 | agg=0.80s | det_auroc=1.000 | tpr@5=1.00
round  13 | acc=0.8123 | bsr=0.023 | agg=0.80s | det_auroc=1.000 | tpr@5=1.00
round  14 | acc=0.8097 | bsr=0.022 | agg=0.81s | det_auroc=1.000 | tpr@5=1.00
round  15 | acc=0.8118 | bsr=0.017 | agg=0.80s | det_auroc=1.000 | tpr@5=1.00
round  16 | acc=0.8256 | bsr=0.019 | agg=0.81s | det_auroc=1.000 | tpr@5=1.00
round  17 | acc=0.8259 | bsr=0.015 | agg=0.81s | det_auroc=1.000 | tpr@5=1.00
round  18 | acc=0.8247 | bsr=0.015 | agg=0.79s | det_auroc=1.000 | tpr@5=1.00
round  19 | acc=0.8373 | bsr=0.019 | agg=0.81s | det_auroc=1.000 | tpr@5=1.00
round  20 | acc=0.8381 | bsr=0.014 | agg=0.81s | det_auroc=1.000 | tpr@5=1.00
round  21 | acc=0.8380 | bsr=0.019 | agg=0.81s | det_auroc=1.000 | tpr@5=1.00
round  22 | acc=0.8414 | bsr=0.014 | agg=0.81s | det_auroc=1.000 | tpr@5=1.00
round  23 | acc=0.8498 | bsr=0.014 | agg=0.80s | det_auroc=1.000 | tpr@5=1.00
round  24 | acc=0.8519 | bsr=0.013 | agg=0.80s | det_auroc=1.000 | tpr@5=1.00
round  25 | acc=0.8483 | bsr=0.015 | agg=0.81s | det_auroc=1.000 | tpr@5=1.00
round  26 | acc=0.8503 | bsr=0.013 | agg=0.79s | det_auroc=1.000 | tpr@5=1.00
round  27 | acc=0.8545 | bsr=0.013 | agg=0.80s | det_auroc=1.000 | tpr@5=1.00
round  28 | acc=0.8551 | bsr=0.012 | agg=0.82s | det_auroc=1.000 | tpr@5=1.00
round  29 | acc=0.8556 | bsr=0.014 | agg=0.81s | det_auroc=1.000 | tpr@5=1.00
round  30 | acc=0.8589 | bsr=0.012 | agg=0.81s | det_auroc=1.000 | tpr@5=1.00
round  31 | acc=0.8578 | bsr=0.012 | agg=0.81s | det_auroc=1.000 | tpr@5=1.00
round  32 | acc=0.8579 | bsr=0.012 | agg=0.81s | det_auroc=1.000 | tpr@5=1.00
round  33 | acc=0.8635 | bsr=0.013 | agg=0.80s | det_auroc=1.000 | tpr@5=1.00
round  34 | acc=0.8614 | bsr=0.011 | agg=0.80s | det_auroc=1.000 | tpr@5=1.00
round  35 | acc=0.8611 | bsr=0.012 | agg=0.79s | det_auroc=1.000 | tpr@5=1.00
round  36 | acc=0.8612 | bsr=0.010 | agg=0.79s | det_auroc=1.000 | tpr@5=1.00
round  37 | acc=0.8638 | bsr=0.014 | agg=0.79s | det_auroc=1.000 | tpr@5=1.00
