device=cuda dataset=fmnist(real) clients=20 malicious=4 defense=trimmed_mean attack=sign_flip
round   1 | acc=0.4062 | bsr=nan | agg=0.20s
round   2 | acc=0.5531 | bsr=nan | agg=0.19s
round   3 | acc=0.6415 | bsr=nan | agg=0.20s
round   4 | acc=0.6803 | bsr=nan | agg=0.19s
round   5 | acc=0.7087 | bsr=nan | agg=0.19s
round   6 | acc=0.7145 | bsr=nan | agg=0.19s
round   7 | acc=0.7186 | bsr=nan | agg=0.19s
round   8 | acc=0.7223 | bsr=nan | agg=0.19s
round   9 | acc=0.7377 | bsr=nan | agg=0.19s
round  10 | acc=0.7534 | bsr=nan | agg=0.21s
round  11 | acc=0.7524 | bsr=nan | agg=0.20s
round  12 | acc=0.7531 | bsr=nan | agg=0.20s
round  13 | acc=0.7572 | bsr=nan | agg=0.20s
round  14 | acc=0.7698 | bsr=nan | agg=0.20s
round  15 | acc=0.7728 | bsr=nan | agg=0.20s
round  16 | acc=0.7792 | bsr=nan | agg=0.20s
round  17 | acc=0.7853 | bsr=nan | agg=0.20s
round  18 | acc=0.7891 | bsr=nan | agg=0.21s
round  19 | acc=0.7915 | bsr=nan | agg=0.20s
round  20 | acc=0.7961 | bsr=nan | agg=0.20s
round  21 | acc=0.7963 | bsr=nan | agg=0.19s
round  22 | acc=0.8017 | bsr=nan | agg=0.21s
round  23 | acc=0.8006 | bsr=nan | agg=0.20s
round  24 | acc=0.8002 | bsr=nan | agg=0.20s
round  25 | acc=0.8051 | bsr=nan | agg=0.19s
round  26 | acc=0.8042 | bsr=nan | agg=0.20s
round  27 | acc=0.8063 | bsr=nan | agg=0.19s
round  28 | acc=0.8105 | bsr=nan | agg=0.20s
round  29 | acc=0.8088 | bsr=nan | agg=0.20s
round  30 | acc=0.8153 | bsr=nan | agg=0.20s
round  31 | acc=0.8199 | bsr=nan | agg=0.20s
round  32 | acc=0.8271 | bsr=nan | agg=0.21s
round  33 | acc=0.8286 | bsr=nan | agg=0.21s
round  34 | acc=0.8305 | bsr=nan | agg=0.21s
round  35 | acc=0.8261 | bsr=nan | agg=0.20s
round  36 | acc=0.8287 | bsr=nan | agg=0.20s
round  37 | acc=0.8304 | bsr=nan | agg=0.20s
round  38 | acc=0.8280 | bsr=nan | agg=0.20s
round  39 | acc=0.8358 | bsr=nan | agg=0.20s
round  40 | acc=0.8387 | bsr=nan | agg=0.20s
round  41 | acc=0.8316 | bsr=nan | agg=0.20s
round  42 | acc=0.8420 | bsr=nan | agg=0.20s
round  43 | acc=0.8364 | bsr=nan | agg=0.19s
round  44 | acc=0.8362 | bsr=nan | agg=0.20s
round  45 | acc=0.8451 | bsr=nan | agg=0.20s
round  46 | acc=0.8448 | bsr=nan | agg=0.20s
round  47 | acc=0.8464 | bsr=nan | agg=0.21s
round  48 | acc=0.8476 | bsr=nan | agg=0.21s
round  49 | acc=0.8486 | bsr=nan | agg=0.20s
round  50 | acc=0.8446 | bsr=nan | agg=0.20s
round  51 | acc=0.8497 | bsr=nan | agg=0.21s
round  52 | acc=0.8475 | bsr=nan | agg=0.20s
round  53 | acc=0.8485 | bsr=nan | agg=0.20s
round  54 | acc=0.8461 | bsr=nan | agg=0.20s
round  55 | acc=0.8521 | bsr=nan | agg=0.21s
round  56 | acc=0.8580 | bsr=nan | agg=0.21s
round  57 | acc=0.8572 | bsr=nan | agg=0.21s
round  58 | acc=0.8569 | bsr=nan | agg=0.21s
round  59 | acc=0.8589 | bsr=nan | agg=0.20s
round  60 | acc=0.8596 | bsr=nan | agg=0.21s
