device=cuda dataset=fmnist(real) clients=20 malicious=4 defense=ecf attack=min_max
round   1 | acc=0.0482 | bsr=nan | agg=0.15s | det_auroc=0.938 | tpr@5=0.00
round   2 | acc=0.0494 | bsr=nan | agg=0.13s | det_auroc=1.000 | tpr@5=1.00
round   3 | acc=0.0509 | bsr=nan | agg=0.14s | det_auroc=1.000 | tpr@5=1.00
round   4 | acc=0.0522 | bsr=nan | agg=0.14s | det_auroc=1.000 | tpr@5=1.00
round   5 | acc=0.0545 | bsr=nan | agg=0.15s | det_auroc=1.000 | tpr@5=1.00
round   6 | acc=0.0567 | bsr=nan | agg=0.15s | det_auroc=1.000 | tpr@5=1.00
round   7 | acc=0.0605 | bsr=nan | agg=0.15s | det_auroc=1.000 | tpr@5=1.00
round   8 | acc=0.0651 | bsr=nan | agg=0.14s | det_auroc=1.000 | tpr@5=1.00
round   9 | acc=0.0679 | bsr=nan | agg=0.14s | det_auroc=1.000 | tpr@5=1.00
round  10 | acc=0.0727 | bsr=nan | agg=0.14s | det_auroc=1.000 | tpr@5=1.00
round  11 | acc=0.0779 | bsr=nan | agg=0.14s | det_auroc=1.000 | tpr@5=1.00
round  12 | acc=0.0845 | bsr=nan | agg=0.15s | det_auroc=1.000 | tpr@5=1.00
round  13 | acc=0.0907 | bsr=nan | agg=0.14s | det_auroc=1.000 | tpr@5=1.00
round  14 | acc=0.0995 | bsr=nan | agg=0.14s | det_auroc=1.000 | tpr@5=1.00
round  15 | acc=0.1103 | bsr=nan | agg=0.14s | det_auroc=1.000 | tpr@5=1.00
round  16 | acc=0.1259 | bsr=nan | agg=0.15s | det_auroc=1.000 | tpr@5=1.00
round  17 | acc=0.1531 | bsr=nan | agg=0.14s | det_auroc=1.000 | tpr@5=1.00
round  18 | acc=0.1847 | bsr=nan | agg=0.13s | det_auroc=1.000 | tpr@5=1.00
round  19 | acc=0.2238 | bsr=nan | agg=0.13s | det_auroc=1.000 | tpr@5=1.00
round  20 | acc=0.2595 | bsr=nan | agg=0.14s | det_auroc=1.000 | tpr@5=1.00
round  21 | acc=0.2888 | bsr=nan | agg=0.13s | det_auroc=1.000 | tpr@5=1.00
round  22 | acc=0.3193 | bsr=nan | agg=0.14s | det_auroc=1.000 | tpr@5=1.00
