device=cuda dataset=fmnist(real) clients=20 malicious=4 defense=fedavg attack=sign_flip
round   1 | acc=0.3520 | bsr=nan | agg=0.01s
round   2 | acc=0.4743 | bsr=nan | agg=0.01s
round   3 | acc=0.5820 | bsr=nan | agg=0.01s
round   4 | acc=0.6021 | bsr=nan | agg=0.01s
round   5 | acc=0.6433 | bsr=nan | agg=0.01s
round   6 | acc=0.6552 | bsr=nan | agg=0.01s
round   7 | acc=0.6802 | bsr=nan | agg=0.01s
round   8 | acc=0.6829 | bsr=nan | agg=0.01s
round   9 | acc=0.6849 | bsr=nan | agg=0.01s
round  10 | acc=0.7039 | bsr=nan | agg=0.01s
round  11 | acc=0.7062 | bsr=nan | agg=0.01s
round  12 | acc=0.7233 | bsr=nan | agg=0.01s
round  13 | acc=0.7290 | bsr=nan | agg=0.01s
round  14 | acc=0.7369 | bsr=nan | agg=0.01s
round  15 | acc=0.7420 | bsr=nan | agg=0.01s
round  16 | acc=0.7529 | bsr=nan | agg=0.01s
round  17 | acc=0.7588 | bsr=nan | agg=0.01s
round  18 | acc=0.7692 | bsr=nan | agg=0.01s
round  19 | acc=0.7694 | bsr=nan | agg=0.01s
round  20 | acc=0.7670 | bsr=nan | agg=0.01s
round  21 | acc=0.7705 | bsr=nan | agg=0.01s
round  22 | acc=0.7752 | bsr=nan | agg=0.01s
round  23 | acc=0.7771 | bsr=nan | agg=0.01s
round  24 | acc=0.7762 | bsr=nan | agg=0.01s
round  25 | acc=0.7819 | bsr=nan | agg=0.01s
round  26 | acc=0.7812 | bsr=nan | agg=0.01s
round  27 | acc=0.7799 | bsr=nan | agg=0.01s
round  28 | acc=0.7884 | bsr=nan | agg=0.01s
round  29 | acc=0.7879 | bsr=nan | agg=0.01s
round  30 | acc=0.7916 | bsr=nan | agg=0.01s
round  31 | acc=0.7888 | bsr=nan | agg=0.01s
round  32 | acc=0.8033 | bsr=nan | agg=0.01s
round  33 | acc=0.8050 | bsr=nan | agg=0.01s
round  34 | acc=0.8058 | bsr=nan | agg=0.01s
round  35 | acc=0.8036 | bsr=nan | agg=0.01s
round  36 | acc=0.8070 | bsr=nan | agg=0.01s
round  37 | acc=0.8125 | bsr=nan | agg=0.01s
round  38 | acc=0.8090 | bsr=nan | agg=0.01s
round  39 | acc=0.8115 | bsr=nan | agg=0.01s
round  40 | acc=0.8101 | bsr=nan | agg=0.01s
round  41 | acc=0.8049 | bsr=nan | agg=0.01s
round  42 | acc=0.8152 | bsr=nan | agg=0.01s
round  43 | acc=0.8186 | bsr=nan | agg=0.01s
round  44 | acc=0.8125 | bsr=nan | agg=0.01s
round  45 | acc=0.8259 | bsr=nan | agg=0.01s
round  46 | acc=0.8270 | bsr=nan | agg=0.01s
round  47 | acc=0.8302 | bsr=nan | agg=0.01s
round  48 | acc=0.8294 | bsr=nan | agg=0.01s
round  49 | acc=0.8294 | bsr=nan | agg=0.01s
round  50 | acc=0.8219 | bsr=nan | agg=0.01s
round  51 | acc=0.8307 | bsr=nan | agg=0.01s
round  52 | acc=0.8296 | bsr=nan | agg=0.01s
round  53 | acc=0.8277 | bsr=nan | agg=0.01s
round  54 | acc=0.8230 | bsr=nan | agg=0.01s
round  55 | acc=0.8322 | bsr=nan | agg=0.01s
round  56 | acc=0.8429 | bsr=nan | agg=0.01s
round  57 | acc=0.8421 | bsr=nan | agg=0.01s
round  58 | acc=0.8404 | bsr=nan | agg=0.01s
round  59 | acc=0.8450 | bsr=nan | agg=0.01s
round  60 | acc=0.8420 | bsr=nan | agg=0.01s
