device=cuda dataset=fmnist(real) clients=20 malicious=4 defense=ecf attack=label_flip
round   1 | acc=0.0488 | bsr=nan | agg=2.64s | det_auroc=0.234 | tpr@5=0.00
round   2 | acc=0.0517 | bsr=nan | agg=2.62s | det_auroc=0.156 | tpr@5=0.00
round   3 | acc=0.0535 | bsr=nan | agg=2.61s | det_auroc=0.312 | tpr@5=0.25
round   4 | acc=0.0568 | bsr=nan | agg=2.62s | det_auroc=0.453 | tpr@5=0.00
round   5 | acc=0.0611 | bsr=nan | agg=2.61s | det_auroc=0.594 | tpr@5=0.25
round   6 | acc=0.0632 | bsr=nan | agg=2.62s | det_auroc=0.266 | tpr@5=0.00
round   7 | acc=0.0671 | bsr=nan | agg=2.60s | det_auroc=0.328 | tpr@5=0.00
round   8 | acc=0.0703 | bsr=nan | agg=2.61s | det_auroc=0.641 | tpr@5=0.00
round   9 | acc=0.0742 | bsr=nan | agg=2.62s | det_auroc=0.578 | tpr@5=0.00
round  10 | acc=0.0778 | bsr=nan | agg=2.63s | det_auroc=0.609 | tpr@5=0.00
round  11 | acc=0.0810 | bsr=nan | agg=2.62s | det_auroc=0.750 | tpr@5=0.50
round  12 | acc=0.0865 | bsr=nan | agg=2.62s | det_auroc=0.594 | tpr@5=0.25
round  13 | acc=0.0893 | bsr=nan | agg=2.59s | det_auroc=0.703 | tpr@5=0.00
round  14 | acc=0.0917 | bsr=nan | agg=2.59s | det_auroc=0.766 | tpr@5=0.50
round  15 | acc=0.0937 | bsr=nan | agg=2.61s | det_auroc=0.875 | tpr@5=0.25
round  16 | acc=0.0952 | bsr=nan | agg=2.63s | det_auroc=0.781 | tpr@5=0.50
round  17 | acc=0.0976 | bsr=nan | agg=2.61s | det_auroc=0.891 | tpr@5=0.25
round  18 | acc=0.1046 | bsr=nan | agg=2.61s | det_auroc=0.797 | tpr@5=0.75
round  19 | acc=0.1134 | bsr=nan | agg=2.62s | det_auroc=0.719 | tpr@5=0.50
round  20 | acc=0.1305 | bsr=nan | agg=2.62s | det_auroc=0.781 | tpr@5=0.50
round  21 | acc=0.1554 | bsr=nan | agg=2.61s | det_auroc=0.656 | tpr@5=0.50
round  22 | acc=0.1802 | bsr=nan | agg=2.62s | det_auroc=0.797 | tpr@5=0.75
round  23 | acc=0.2053 | bsr=nan | agg=2.62s | det_auroc=0.828 | tpr@5=0.75
round  24 | acc=0.2314 | bsr=nan | agg=2.62s | det_auroc=0.781 | tpr@5=0.75
round  25 | acc=0.2651 | bsr=nan | agg=2.62s | det_auroc=0.828 | tpr@5=0.75
round  26 | acc=0.3048 | bsr=nan | agg=2.61s | det_auroc=0.812 | tpr@5=0.50
round  27 | acc=0.3433 | bsr=nan | agg=2.62s | det_auroc=0.781 | tpr@5=0.75
round  28 | acc=0.3910 | bsr=nan | agg=2.61s | det_auroc=0.891 | tpr@5=0.75
round  29 | acc=0.4247 | bsr=nan | agg=2.60s | det_auroc=0.891 | tpr@5=0.75
round  30 | acc=0.4578 | bsr=nan | agg=2.61s | det_auroc=0.844 | tpr@5=0.75
round  31 | acc=0.4773 | bsr=nan | agg=2.61s | det_auroc=0.750 | tpr@5=0.75
