device=cuda dataset=fmnist(real) clients=20 malicious=4 defense=multi_krum attack=constrained_backdoor
round   1 | acc=0.4661 | bsr=0.127 | agg=0.80s | det_auroc=0.672 | tpr@5=0.00
round   2 | acc=0.6324 | bsr=0.024 | agg=0.81s | det_auroc=0.969 | tpr@5=0.50
round   3 | acc=0.6898 | bsr=0.030 | agg=0.79s | det_auroc=1.000 | tpr@5=1.00
round   4 | acc=0.7368 | bsr=0.019 | agg=0.79s | det_auroc=1.000 | tpr@5=1.00
round   5 | acc=0.7425 | bsr=0.029 | agg=0.79s | det_auroc=1.000 | tpr@5=1.00
round   6 | acc=0.7618 | bsr=0.023 | agg=0.80s | det_auroc=1.000 | tpr@5=1.00
round   7 | acc=0.7702 | bsr=0.023 | agg=0.79s | det_auroc=1.000 | tpr@5=1.00
round   8 | acc=0.7710 | bsr=0.021 | agg=0.80s | det_auroc=1.000 | tpr@5=1.00
round   9 | acc=0.7843 | bsr=0.023 | agg=0.80s | det_auroc=1.000 | tpr@5=1.00
round  10 | acc=0.7939 | bsr=0.018 | agg=0.80s | det_auroc=1.000 | tpr@5=1.00
round  11 | acc=0.7952 | bsr=0.019 | agg=0.81s | det_auroc=1.000 | tpr@5=1.00
round  12 | acc=0.8024 | bsr=0.021 | agg=0.80s | det_auroc=1.000 | tpr@5=1.00
round  13 | acc=0.8122 | bsr=0.023 | agg=0.81s | det_auroc=1.000 | tpr@5=1.00
round  14 | acc=0.8100 | bsr=0.023 | agg=0.80s | det_auroc=1.000 | tpr@5=1.00
round  15 | acc=0.8113 | bsr=0.017 | agg=0.81s | det_auroc=1.000 | tpr@5=1.00
round  16 | acc=0.8274 | bsr=0.019 | agg=0.81s | det_auroc=1.000 | tpr@5=1.00
round  17 | acc=0.8258 | bsr=0.016 | agg=0.80s | det_auroc=1.000 | tpr@5=1.00
round  18 | acc=0.8253 | bsr=0.015 | agg=0.80s | det_auroc=1.000 | tpr@5=1.00
round  19 | acc=0.8379 | bsr=0.019 | agg=0.79s | det_auroc=1.000 | tpr@5=1.00
round  20 | acc=0.8392 | bsr=0.014 | agg=0.79s | det_auroc=1.000 | tpr@5=1.00
round  21 | acc=0.8376 | bsr=0.019 | agg=0.80s | det_auroc=1.000 | tpr@5=1.00
