device=cuda dataset=fmnist(real) clients=20 malicious=4 defense=median attack=spurious_feature
round   1 | acc=0.4770 | bsr=nan | agg=0.20s
round   2 | acc=0.6220 | bsr=nan | agg=0.19s
round   3 | acc=0.7060 | bsr=nan | agg=0.19s
round   4 | acc=0.7256 | bsr=nan | agg=0.19s
round   5 | acc=0.7404 | bsr=nan | agg=0.19s
round   6 | acc=0.7626 | bsr=nan | agg=0.19s
round   7 | acc=0.7718 | bsr=nan | agg=0.18s
round   8 | acc=0.7793 | bsr=nan | agg=0.19s
round   9 | acc=0.7841 | bsr=nan | agg=0.19s
round  10 | acc=0.7960 | bsr=nan | agg=0.19s
round  11 | acc=0.7998 | bsr=nan | agg=0.19s
round  12 | acc=0.8017 | bsr=nan | agg=0.19s
round  13 | acc=0.8087 | bsr=nan | agg=0.19s
round  14 | acc=0.8149 | bsr=nan | agg=0.20s
round  15 | acc=0.8197 | bsr=nan | agg=0.20s
round  16 | acc=0.8241 | bsr=nan | agg=0.20s
round  17 | acc=0.8292 | bsr=nan | agg=0.19s
round  18 | acc=0.8351 | bsr=nan | agg=0.19s
round  19 | acc=0.8357 | bsr=nan | agg=0.20s
round  20 | acc=0.8413 | bsr=nan | agg=0.20s
round  21 | acc=0.8404 | bsr=nan | agg=0.20s
round  22 | acc=0.8467 | bsr=nan | agg=0.21s
round  23 | acc=0.8477 | bsr=nan | agg=0.19s
round  24 | acc=0.8490 | bsr=nan | agg=0.19s
round  25 | acc=0.8536 | bsr=nan | agg=0.19s
round  26 | acc=0.8545 | bsr=nan | agg=0.19s
round  27 | acc=0.8537 | bsr=nan | agg=0.20s
round  28 | acc=0.8558 | bsr=nan | agg=0.21s
round  29 | acc=0.8559 | bsr=nan | agg=0.20s
round  30 | acc=0.8581 | bsr=nan | agg=0.20s
round  31 | acc=0.8594 | bsr=nan | agg=0.20s
round  32 | acc=0.8628 | bsr=nan | agg=0.20s
round  33 | acc=0.8591 | bsr=nan | agg=0.20s
round  34 | acc=0.8630 | bsr=nan | agg=0.20s
round  35 | acc=0.8641 | bsr=nan | agg=0.20s
round  36 | acc=0.8649 | bsr=nan | agg=0.20s
round  37 | acc=0.8667 | bsr=nan | agg=0.19s
round  38 | acc=0.8642 | bsr=nan | agg=0.20s
round  39 | acc=0.8682 | bsr=nan | agg=0.20s
round  40 | acc=0.8679 | bsr=nan | agg=0.20s
round  41 | acc=0.8671 | bsr=nan | agg=0.20s
round  42 | acc=0.8713 | bsr=nan | agg=0.20s
round  43 | acc=0.8735 | bsr=nan | agg=0.20s
round  44 | acc=0.8735 | bsr=nan | agg=0.21s
round  45 | acc=0.8731 | bsr=nan | agg=0.21s
round  46 | acc=0.8736 | bsr=nan | agg=0.20s
round  47 | acc=0.8737 | bsr=nan | agg=0.20s
round  48 | acc=0.8763 | bsr=nan | agg=0.20s
round  49 | acc=0.8762 | bsr=nan | agg=0.20s
round  50 | acc=0.8771 | bsr=nan | agg=0.21s
round  51 | acc=0.8765 | bsr=nan | agg=0.20s
round  52 | acc=0.8772 | bsr=nan | agg=0.20s
round  53 | acc=0.8780 | bsr=nan | agg=0.20s
round  54 | acc=0.8771 | bsr=nan | agg=0.21s
round  55 | acc=0.8792 | bsr=nan | agg=0.20s
round  56 | acc=0.8784 | bsr=nan | agg=0.20s
round  57 | acc=0.8812 | bsr=nan | agg=0.20s
round  58 | acc=0.8799 | bsr=nan | agg=0.20s
round  59 | acc=0.8795 | bsr=nan | agg=0.20s
round  60 | acc=0.8807 | bsr=nan | agg=0.20s
