device=cuda dataset=fmnist(real) clients=20 malicious=4 defense=ecf attack=lie
round   1 | acc=0.0489 | bsr=nan | agg=2.61s | det_auroc=1.000 | tpr@5=1.00
round   2 | acc=0.0505 | bsr=nan | agg=2.58s | det_auroc=0.938 | tpr@5=0.00
round   3 | acc=0.0520 | bsr=nan | agg=2.59s | det_auroc=1.000 | tpr@5=1.00
round   4 | acc=0.0530 | bsr=nan | agg=2.60s | det_auroc=0.875 | tpr@5=0.00
round   5 | acc=0.0553 | bsr=nan | agg=2.59s | det_auroc=1.000 | tpr@5=1.00
round   6 | acc=0.0579 | bsr=nan | agg=2.59s | det_auroc=0.812 | tpr@5=0.00
round   7 | acc=0.0609 | bsr=nan | agg=2.60s | det_auroc=1.000 | tpr@5=1.00
round   8 | acc=0.0635 | bsr=nan | agg=2.58s | det_auroc=1.000 | tpr@5=1.00
round   9 | acc=0.0662 | bsr=nan | agg=2.60s | det_auroc=1.000 | tpr@5=1.00
round  10 | acc=0.0711 | bsr=nan | agg=2.61s | det_auroc=1.000 | tpr@5=1.00
round  11 | acc=0.0745 | bsr=nan | agg=2.57s | det_auroc=1.000 | tpr@5=1.00
round  12 | acc=0.0783 | bsr=nan | agg=2.62s | det_auroc=1.000 | tpr@5=1.00
round  13 | acc=0.0845 | bsr=nan | agg=2.60s | det_auroc=1.000 | tpr@5=1.00
round  14 | acc=0.0948 | bsr=nan | agg=2.60s | det_auroc=1.000 | tpr@5=1.00
round  15 | acc=0.1090 | bsr=nan | agg=2.61s | det_auroc=1.000 | tpr@5=1.00
round  16 | acc=0.1288 | bsr=nan | agg=2.59s | det_auroc=1.000 | tpr@5=1.00
round  17 | acc=0.1548 | bsr=nan | agg=2.59s | det_auroc=1.000 | tpr@5=1.00
round  18 | acc=0.1865 | bsr=nan | agg=2.61s | det_auroc=1.000 | tpr@5=1.00
round  19 | acc=0.2164 | bsr=nan | agg=2.61s | det_auroc=1.000 | tpr@5=1.00
round  20 | acc=0.2449 | bsr=nan | agg=2.52s | det_auroc=1.000 | tpr@5=1.00
round  21 | acc=0.2716 | bsr=nan | agg=2.60s | det_auroc=1.000 | tpr@5=1.00
round  22 | acc=0.3009 | bsr=nan | agg=2.60s | det_auroc=1.000 | tpr@5=1.00
round  23 | acc=0.3299 | bsr=nan | agg=2.61s | det_auroc=1.000 | tpr@5=1.00
round  24 | acc=0.3560 | bsr=nan | agg=2.61s | det_auroc=1.000 | tpr@5=1.00
round  25 | acc=0.3783 | bsr=nan | agg=2.60s | det_auroc=1.000 | tpr@5=1.00
round  26 | acc=0.4020 | bsr=nan | agg=2.60s | det_auroc=1.000 | tpr@5=1.00
round  27 | acc=0.4256 | bsr=nan | agg=2.58s | det_auroc=1.000 | tpr@5=1.00
round  28 | acc=0.4494 | bsr=nan | agg=2.60s | det_auroc=1.000 | tpr@5=1.00
round  29 | acc=0.4740 | bsr=nan | agg=2.60s | det_auroc=1.000 | tpr@5=1.00
round  30 | acc=0.4985 | bsr=nan | agg=2.60s | det_auroc=1.000 | tpr@5=1.00
round  31 | acc=0.5193 | bsr=nan | agg=2.60s | det_auroc=1.000 | tpr@5=1.00
round  32 | acc=0.5391 | bsr=nan | agg=2.60s | det_auroc=1.000 | tpr@5=1.00
round  33 | acc=0.5556 | bsr=nan | agg=2.60s | det_auroc=1.000 | tpr@5=1.00
round  34 | acc=0.5765 | bsr=nan | agg=2.60s | det_auroc=1.000 | tpr@5=1.00
round  35 | acc=0.5904 | bsr=nan | agg=2.60s | det_auroc=1.000 | tpr@5=1.00
round  36 | acc=0.6056 | bsr=nan | agg=2.59s | det_auroc=1.000 | tpr@5=1.00
round  37 | acc=0.6181 | bsr=nan | agg=2.59s | det_auroc=1.000 | tpr@5=1.00
round  38 | acc=0.6321 | bsr=nan | agg=2.59s | det_auroc=1.000 | tpr@5=1.00
round  39 | acc=0.6425 | bsr=nan | agg=2.59s | det_auroc=1.000 | tpr@5=1.00
round  40 | acc=0.6523 | bsr=nan | agg=2.61s | det_auroc=1.000 | tpr@5=1.00
round  41 | acc=0.6624 | bsr=nan | agg=2.60s | det_auroc=1.000 | tpr@5=1.00
round  42 | acc=0.6664 | bsr=nan | agg=2.59s | det_auroc=1.000 | tpr@5=1.00
round  43 | acc=0.6716 | bsr=nan | agg=2.60s | det_auroc=1.000 | tpr@5=1.00
round  44 | acc=0.6742 | bsr=nan | agg=2.59s | det_auroc=1.000 | tpr@5=1.00
round  45 | acc=0.6788 | bsr=nan | agg=2.60s | det_auroc=1.000 | tpr@5=1.00
round  46 | acc=0.6809 | bsr=nan | agg=2.59s | det_auroc=1.000 | tpr@5=1.00
round  47 | acc=0.6837 | bsr=nan | agg=2.59s | det_auroc=1.000 | tpr@5=1.00
round  48 | acc=0.6814 | bsr=nan | agg=2.60s | det_auroc=1.000 | tpr@5=1.00
round  49 | acc=0.6850 | bsr=nan | agg=2.61s | det_auroc=1.000 | tpr@5=1.00
round  50 | acc=0.6847 | bsr=nan | agg=2.58s | det_auroc=1.000 | tpr@5=1.00
round  51 | acc=0.6861 | bsr=nan | agg=2.60s | det_auroc=1.000 | tpr@5=1.00
round  52 | acc=0.6849 | bsr=nan | agg=2.57s | det_auroc=1.000 | tpr@5=1.00
round  53 | acc=0.6870 | bsr=nan | agg=2.59s | det_auroc=1.000 | tpr@5=1.00
round  54 | acc=0.6870 | bsr=nan | agg=2.61s | det_auroc=1.000 | tpr@5=1.00
round  55 | acc=0.6867 | bsr=nan | agg=2.59s | det_auroc=1.000 | tpr@5=1.00
round  56 | acc=0.6868 | bsr=nan | agg=2.60s | det_auroc=1.000 | tpr@5=1.00
round  57 | acc=0.6864 | bsr=nan | agg=2.62s | det_auroc=1.000 | tpr@5=1.00
round  58 | acc=0.6856 | bsr=nan | agg=2.59s | det_auroc=1.000 | tpr@5=1.00
round  59 | acc=0.6858 | bsr=nan | agg=2.60s | det_auroc=1.000 | tpr@5=1.00
round  60 | acc=0.6845 | bsr=nan | agg=2.60s | det_auroc=1.000 | tpr@5=1.00
